date	zone	hour	book	cum_mw	price
2023-07-19	IT-NORTH	4	ours	77.0	1.0
2023-07-19	IT-NORTH	4	ours	1672.5	2.85
2023-07-19	IT-NORTH	4	ours	2438.6	2.85
2023-07-19	IT-NORTH	4	ours	2673.1	3.18
2023-07-19	IT-NORTH	4	ours	3297.4	3.18
2023-07-19	IT-NORTH	4	ours	3770.3	3.78
2023-07-19	IT-NORTH	4	ours	3941.5	3.78
2023-07-19	IT-NORTH	4	ours	4059.6	4.84
2023-07-19	IT-NORTH	4	ours	4370.8	4.84
2023-07-19	IT-NORTH	4	ours	4738.6	76.23
2023-07-19	IT-NORTH	4	ours	5433.9	94.0
2023-07-19	IT-NORTH	4	ours	7149.4	94.0
2023-07-19	IT-NORTH	4	ours	8740.0	94.0
2023-07-19	IT-NORTH	4	ours	10242.6	94.0
2023-07-19	IT-NORTH	4	ours	11824.4	94.0
2023-07-19	IT-NORTH	4	ours	12811.6	94.0
2023-07-19	IT-NORTH	4	ours	14841.1	94.0
2023-07-19	IT-NORTH	4	ours	16526.3	94.0
2023-07-19	IT-NORTH	4	ours	17464.7	101.77
2023-07-19	IT-NORTH	4	ours	18901.6	101.77
2023-07-19	IT-NORTH	4	ours	19826.7	101.77
2023-07-19	IT-NORTH	4	ours	20603.7	104.77
2023-07-19	IT-NORTH	4	ours	21115.1	104.77
2023-07-19	IT-NORTH	4	ours	21753.5	104.77
2023-07-19	IT-NORTH	4	ours	22000.7	104.77
2023-07-19	IT-NORTH	4	ours	22611.1	104.77
2023-07-19	IT-NORTH	4	ours	23165.7	104.77
2023-07-19	IT-NORTH	4	ours	23685.9	104.77
2023-07-19	IT-NORTH	4	ours	24526.9	104.77
2023-07-19	IT-NORTH	4	ours	24826.3	124.72
2023-07-19	IT-NORTH	4	ours	25159.7	124.72
2023-07-19	IT-NORTH	4	ours	25481.6	124.72
2023-07-19	IT-NORTH	4	ours	25885.1	124.72
2023-07-19	IT-NORTH	4	ours	26178.8	124.72
2023-07-19	IT-NORTH	4	ours	26680.1	124.72
2023-07-19	IT-NORTH	4	ours	27119.2	124.72
2023-07-19	IT-NORTH	4	ours	27593.4	124.72
2023-07-19	IT-NORTH	4	ours	28170.5	129.46
2023-07-19	IT-NORTH	4	ours	29375.5	144.28
2023-07-19	IT-NORTH	4	ours	29863.7	159.65
2023-07-19	IT-NORTH	4	ours	30134.5	159.65
2023-07-19	IT-NORTH	4	ours	30394.9	159.65
2023-07-19	IT-NORTH	4	ours	30709.0	159.65
2023-07-19	IT-NORTH	4	ours	30993.9	159.65
2023-07-19	IT-NORTH	4	ours	31302.8	159.65
2023-07-19	IT-NORTH	4	ours	31535.9	159.65
2023-07-19	IT-NORTH	4	ours	31788.6	159.65
2023-07-19	IT-NORTH	4	ours	32014.8	159.65
2023-07-19	IT-NORTH	4	ours	32394.5	174.74
2023-07-19	IT-NORTH	4	ours	32647.6	223.67
2023-07-19	IT-NORTH	4	gme_up	17.4	-500.0
2023-07-19	IT-NORTH	4	gme_up	66.9	-500.0
2023-07-19	IT-NORTH	4	gme_up	485.4	-1.0
2023-07-19	IT-NORTH	4	gme_up	700.3	-1.0
2023-07-19	IT-NORTH	4	gme_up	779.5	-0.5
2023-07-19	IT-NORTH	4	gme_up	899.0	0.0
2023-07-19	IT-NORTH	4	gme_up	1010.5	0.0
2023-07-19	IT-NORTH	4	gme_up	1362.0	0.0
2023-07-19	IT-NORTH	4	gme_up	1713.1	0.0
2023-07-19	IT-NORTH	4	gme_up	2149.4	0.0
2023-07-19	IT-NORTH	4	gme_up	2383.4	0.0
2023-07-19	IT-NORTH	4	gme_up	2489.1	0.0
2023-07-19	IT-NORTH	4	gme_up	2532.7	0.0
