date	zone	hour	kind	level	our_price	gme_price	gme_minus_our
2023-07-19	IT-NORTH	4	shape_pctl	10	3.18	0.0	-3.18
2023-07-19	IT-NORTH	4	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-NORTH	4	shape_pctl	50	94.0	89.04	-4.96
2023-07-19	IT-NORTH	4	shape_pctl	75	104.77	180.0	75.23
2023-07-19	IT-NORTH	4	shape_pctl	90	144.28	210.0	65.72
2023-07-19	IT-NORTH	4	abs_depth_mw	2000	2.85	0.0	-2.85
2023-07-19	IT-NORTH	4	abs_depth_mw	5000	94.0	0.0	-94.0
2023-07-19	IT-NORTH	4	abs_depth_mw	10000	94.0	66.0	-28.0
2023-07-19	IT-NORTH	4	abs_depth_mw	15000	94.0	102.85	8.85
2023-07-19	IT-NORTH	4	abs_depth_mw	20000	101.77	194.0	92.23
2023-07-19	IT-NORTH	12	shape_pctl	10	1.0	0.0	-1.0
2023-07-19	IT-NORTH	12	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-NORTH	12	shape_pctl	50	94.0	37.59	-56.41
2023-07-19	IT-NORTH	12	shape_pctl	75	154.51	104.87	-49.64
2023-07-19	IT-NORTH	12	shape_pctl	90	183.94	208.0	24.06
2023-07-19	IT-NORTH	12	abs_depth_mw	2000	1.0	0.0	-1.0
2023-07-19	IT-NORTH	12	abs_depth_mw	5000	2.85	0.0	-2.85
2023-07-19	IT-NORTH	12	abs_depth_mw	10000	94.0	0.0	-94.0
2023-07-19	IT-NORTH	12	abs_depth_mw	15000	94.0	50.0	-44.0
2023-07-19	IT-NORTH	12	abs_depth_mw	20000	94.0	98.34	4.34
2023-07-19	IT-NORTH	19	shape_pctl	10	7.64	0.0	-7.64
2023-07-19	IT-NORTH	19	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-NORTH	19	shape_pctl	50	94.0	83.3	-10.7
2023-07-19	IT-NORTH	19	shape_pctl	75	211.72	144.0	-67.72
2023-07-19	IT-NORTH	19	shape_pctl	90	291.58	206.8	-84.78
2023-07-19	IT-NORTH	19	abs_depth_mw	2000	2.85	0.0	-2.85
2023-07-19	IT-NORTH	19	abs_depth_mw	5000	94.0	0.0	-94.0
2023-07-19	IT-NORTH	19	abs_depth_mw	10000	94.0	0.0	-94.0
2023-07-19	IT-NORTH	19	abs_depth_mw	15000	94.0	84.93	-9.07
2023-07-19	IT-NORTH	19	abs_depth_mw	20000	155.68	114.9	-40.78
2023-07-19	IT-CNORTH	4	shape_pctl	10	22.8	0.0	-22.8
2023-07-19	IT-CNORTH	4	shape_pctl	25	83.42	0.0	-83.42
2023-07-19	IT-CNORTH	4	shape_pctl	50	94.0	0.0	-94.0
2023-07-19	IT-CNORTH	4	shape_pctl	75	288.9	83.69	-205.21
2023-07-19	IT-CNORTH	4	shape_pctl	90	343.93	95.92	-248.01
2023-07-19	IT-CNORTH	4	abs_depth_mw	2000	288.9		
2023-07-19	IT-CNORTH	4	abs_depth_mw	5000			
2023-07-19	IT-CNORTH	4	abs_depth_mw	10000			
2023-07-19	IT-CNORTH	4	abs_depth_mw	15000			
2023-07-19	IT-CNORTH	4	abs_depth_mw	20000			
2023-07-19	IT-CNORTH	12	shape_pctl	10	1.0	0.0	-1.0
2023-07-19	IT-CNORTH	12	shape_pctl	25	1.0	0.0	-1.0
2023-07-19	IT-CNORTH	12	shape_pctl	50	94.0	0.0	-94.0
2023-07-19	IT-CNORTH	12	shape_pctl	75	148.43	65.0	-83.43
2023-07-19	IT-CNORTH	12	shape_pctl	90	414.49	96.92	-317.57
2023-07-19	IT-CNORTH	12	abs_depth_mw	2000	94.0	60.0	-34.0
2023-07-19	IT-CNORTH	12	abs_depth_mw	5000			
2023-07-19	IT-CNORTH	12	abs_depth_mw	10000			
2023-07-19	IT-CNORTH	12	abs_depth_mw	15000			
2023-07-19	IT-CNORTH	12	abs_depth_mw	20000			
2023-07-19	IT-CNORTH	19	shape_pctl	10	22.8	0.0	-22.8
2023-07-19	IT-CNORTH	19	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-CNORTH	19	shape_pctl	50	107.86	0.0	-107.86
2023-07-19	IT-CNORTH	19	shape_pctl	75	444.7	96.92	-347.78
2023-07-19	IT-CNORTH	19	shape_pctl	90	529.41	96.92	-432.49
2023-07-19	IT-CNORTH	19	abs_depth_mw	2000	444.7		
2023-07-19	IT-CNORTH	19	abs_depth_mw	5000			
2023-07-19	IT-CNORTH	19	abs_depth_mw	10000			
2023-07-19	IT-CNORTH	19	abs_depth_mw	15000			
2023-07-19	IT-CNORTH	19	abs_depth_mw	20000			
2023-07-19	IT-CSOUTH	4	shape_pctl	10	91.5	0.0	-91.5
2023-07-19	IT-CSOUTH	4	shape_pctl	25	94.0	70.0	-24.0
2023-07-19	IT-CSOUTH	4	shape_pctl	50	104.76	162.95	58.19
2023-07-19	IT-CSOUTH	4	shape_pctl	75	131.7	207.8	76.1
2023-07-19	IT-CSOUTH	4	shape_pctl	90	159.64	219.37	59.73
2023-07-19	IT-CSOUTH	4	abs_depth_mw	2000	94.0	91.26	-2.74
2023-07-19	IT-CSOUTH	4	abs_depth_mw	5000	94.0	207.8	113.8
2023-07-19	IT-CSOUTH	4	abs_depth_mw	10000	146.78		
2023-07-19	IT-CSOUTH	4	abs_depth_mw	15000			
2023-07-19	IT-CSOUTH	4	abs_depth_mw	20000			
2023-07-19	IT-CSOUTH	12	shape_pctl	10	1.0	0.0	-1.0
2023-07-19	IT-CSOUTH	12	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-CSOUTH	12	shape_pctl	50	94.0	91.52	-2.48
