date	zone	hour	kind	level	our_price	gme_price	gme_minus_our
2023-07-19	IT-CSOUTH	12	shape_pctl	75	131.7	200.1	68.4
2023-07-19	IT-CSOUTH	12	shape_pctl	90	165.14	207.8	42.66
2023-07-19	IT-CSOUTH	12	abs_depth_mw	2000	1.0	0.0	-1.0
2023-07-19	IT-CSOUTH	12	abs_depth_mw	5000	94.0	109.99	15.99
2023-07-19	IT-CSOUTH	12	abs_depth_mw	10000	129.01		
2023-07-19	IT-CSOUTH	12	abs_depth_mw	15000			
2023-07-19	IT-CSOUTH	12	abs_depth_mw	20000			
2023-07-19	IT-CSOUTH	19	shape_pctl	10	94.0	0.0	-94.0
2023-07-19	IT-CSOUTH	19	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-CSOUTH	19	shape_pctl	50	131.7	114.99	-16.71
2023-07-19	IT-CSOUTH	19	shape_pctl	75	248.22	205.8	-42.42
2023-07-19	IT-CSOUTH	19	shape_pctl	90	317.72	207.8	-109.92
2023-07-19	IT-CSOUTH	19	abs_depth_mw	2000	94.0	0.0	-94.0
2023-07-19	IT-CSOUTH	19	abs_depth_mw	5000	129.46	162.95	33.49
2023-07-19	IT-CSOUTH	19	abs_depth_mw	10000	292.12		
2023-07-19	IT-CSOUTH	19	abs_depth_mw	15000			
2023-07-19	IT-CSOUTH	19	abs_depth_mw	20000			
2023-07-19	IT-SOUTH	4	shape_pctl	10	2.85	-500.0	-502.85
2023-07-19	IT-SOUTH	4	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-SOUTH	4	shape_pctl	50	124.39	94.0	-30.39
2023-07-19	IT-SOUTH	4	shape_pctl	75	148.08	207.8	59.72
2023-07-19	IT-SOUTH	4	shape_pctl	90	189.55	219.37	29.82
2023-07-19	IT-SOUTH	4	abs_depth_mw	2000	94.0	15.3	-78.7
2023-07-19	IT-SOUTH	4	abs_depth_mw	5000	148.08	219.37	71.29
2023-07-19	IT-SOUTH	4	abs_depth_mw	10000			
2023-07-19	IT-SOUTH	4	abs_depth_mw	15000			
2023-07-19	IT-SOUTH	4	abs_depth_mw	20000			
2023-07-19	IT-SOUTH	12	shape_pctl	10	1.0	-0.5	-1.5
2023-07-19	IT-SOUTH	12	shape_pctl	25	1.0	0.0	-1.0
2023-07-19	IT-SOUTH	12	shape_pctl	50	94.0	73.01	-20.99
2023-07-19	IT-SOUTH	12	shape_pctl	75	123.69	122.08	-1.61
2023-07-19	IT-SOUTH	12	shape_pctl	90	145.57	207.8	62.23
2023-07-19	IT-SOUTH	12	abs_depth_mw	2000	1.0	0.0	-1.0
2023-07-19	IT-SOUTH	12	abs_depth_mw	5000	94.0	98.98	4.98
2023-07-19	IT-SOUTH	12	abs_depth_mw	10000			
2023-07-19	IT-SOUTH	12	abs_depth_mw	15000			
2023-07-19	IT-SOUTH	12	abs_depth_mw	20000			
2023-07-19	IT-SOUTH	19	shape_pctl	10	1.0	-500.0	-501.0
2023-07-19	IT-SOUTH	19	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-SOUTH	19	shape_pctl	50	129.46	94.0	-35.46
2023-07-19	IT-SOUTH	19	shape_pctl	75	246.9	180.85	-66.05
2023-07-19	IT-SOUTH	19	shape_pctl	90	316.04	207.8	-108.24
2023-07-19	IT-SOUTH	19	abs_depth_mw	2000	94.0	0.0	-94.0
2023-07-19	IT-SOUTH	19	abs_depth_mw	5000	246.9	207.8	-39.1
2023-07-19	IT-SOUTH	19	abs_depth_mw	10000			
2023-07-19	IT-SOUTH	19	abs_depth_mw	15000			
2023-07-19	IT-SOUTH	19	abs_depth_mw	20000			
2023-07-19	IT-Calabria	4	shape_pctl	10	3.16	0.0	-3.16
2023-07-19	IT-Calabria	4	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-Calabria	4	shape_pctl	50	94.0	85.23	-8.77
2023-07-19	IT-Calabria	4	shape_pctl	75	104.17	95.0	-9.17
2023-07-19	IT-Calabria	4	shape_pctl	90	131.7	207.8	76.1
2023-07-19	IT-Calabria	4	abs_depth_mw	2000	94.0	88.19	-5.81
2023-07-19	IT-Calabria	4	abs_depth_mw	5000			
2023-07-19	IT-Calabria	4	abs_depth_mw	10000			
2023-07-19	IT-Calabria	4	abs_depth_mw	15000			
2023-07-19	IT-Calabria	4	abs_depth_mw	20000			
2023-07-19	IT-Calabria	12	shape_pctl	10	2.85	0.0	-2.85
2023-07-19	IT-Calabria	12	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-Calabria	12	shape_pctl	50	94.0	85.23	-8.77
2023-07-19	IT-Calabria	12	shape_pctl	75	133.93	100.0	-33.93
2023-07-19	IT-Calabria	12	shape_pctl	90	159.44	207.8	48.36
2023-07-19	IT-Calabria	12	abs_depth_mw	2000	94.0	90.01	-3.99
2023-07-19	IT-Calabria	12	abs_depth_mw	5000			
2023-07-19	IT-Calabria	12	abs_depth_mw	10000			
2023-07-19	IT-Calabria	12	abs_depth_mw	15000			
2023-07-19	IT-Calabria	12	abs_depth_mw	20000			
2023-07-19	IT-Calabria	19	shape_pctl	10	2.85	0.0	-2.85
2023-07-19	IT-Calabria	19	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-Calabria	19	shape_pctl	50	94.0	81.62	-12.38
2023-07-19	IT-Calabria	19	shape_pctl	75	179.47	97.64	-81.83
2023-07-19	IT-Calabria	19	shape_pctl	90	213.66	199.0	-14.66
2023-07-19	IT-Calabria	19	abs_depth_mw	2000	94.0	85.23	-8.77
2023-07-19	IT-Calabria	19	abs_depth_mw	5000			
2023-07-19	IT-Calabria	19	abs_depth_mw	10000			
2023-07-19	IT-Calabria	19	abs_depth_mw	15000			
2023-07-19	IT-Calabria	19	abs_depth_mw	20000			
2023-07-19	IT-Sicily	4	shape_pctl	10	74.32	0.0	-74.32
2023-07-19	IT-Sicily	4	shape_pctl	25	94.0	0.35	-93.65
2023-07-19	IT-Sicily	4	shape_pctl	50	94.0	96.78	2.78
2023-07-19	IT-Sicily	4	shape_pctl	75	136.52	205.8	69.28
2023-07-19	IT-Sicily	4	shape_pctl	90	190.15	207.16	17.01
2023-07-19	IT-Sicily	4	abs_depth_mw	2000	114.68	205.8	91.12
2023-07-19	IT-Sicily	4	abs_depth_mw	5000			
2023-07-19	IT-Sicily	4	abs_depth_mw	10000			
2023-07-19	IT-Sicily	4	abs_depth_mw	15000			
2023-07-19	IT-Sicily	4	abs_depth_mw	20000			
2023-07-19	IT-Sicily	12	shape_pctl	10	1.0	0.0	-1.0
2023-07-19	IT-Sicily	12	shape_pctl	25	94.0	0.0	-94.0
2023-07-19	IT-Sicily	12	shape_pctl	50	94.0	98.78	4.78
2023-07-19	IT-Sicily	12	shape_pctl	75	186.36	143.6	-42.76
2023-07-19	IT-Sicily	12	shape_pctl	90	283.98	207.8	-76.18
2023-07-19	IT-Sicily	12	abs_depth_mw	2000	94.0	99.17	5.17
2023-07-19	IT-Sicily	12	abs_depth_mw	5000			
2023-07-19	IT-Sicily	12	abs_depth_mw	10000			
2023-07-19	IT-Sicily	12	abs_depth_mw	15000			
2023-07-19	IT-Sicily	12	abs_depth_mw	20000			
2023-07-19	IT-Sicily	19	shape_pctl	10	94.0	0.0	-94.0
2023-07-19	IT-Sicily	19	shape_pctl	25	94.0	98.78	4.78
2023-07-19	IT-Sicily	19	shape_pctl	50	140.79	99.17	-41.62
2023-07-19	IT-Sicily	19	shape_pctl	75	381.68	205.8	-175.88
2023-07-19	IT-Sicily	19	shape_pctl	90	488.56	207.16	-281.4
2023-07-19	IT-Sicily	19	abs_depth_mw	2000	320.61	205.8	-114.81
2023-07-19	IT-Sicily	19	abs_depth_mw	5000			
2023-07-19	IT-Sicily	19	abs_depth_mw	10000			
2023-07-19	IT-Sicily	19	abs_depth_mw	15000			
2023-07-19	IT-Sicily	19	abs_depth_mw	20000			
2023-07-19	IT-Sardinia	4	shape_pctl	10	100.28	-500.0	-600.28
2023-07-19	IT-Sardinia	4	shape_pctl	25	129.46	-500.0	-629.46
2023-07-19	IT-Sardinia	4	shape_pctl	50	140.86	0.0	-140.86
2023-07-19	IT-Sardinia	4	shape_pctl	75	158.73	0.0	-158.73
2023-07-19	IT-Sardinia	4	shape_pctl	90	188.96	146.41	-42.55
2023-07-19	IT-Sardinia	4	abs_depth_mw	2000	222.3		
2023-07-19	IT-Sardinia	4	abs_depth_mw	5000			
2023-07-19	IT-Sardinia	4	abs_depth_mw	10000			
2023-07-19	IT-Sardinia	4	abs_depth_mw	15000			
2023-07-19	IT-Sardinia	4	abs_depth_mw	20000			
2023-07-19	IT-Sardinia	12	shape_pctl	10	1.0	-500.0	-501.0
2023-07-19	IT-Sardinia	12	shape_pctl	25	1.0	-500.0	-501.0
2023-07-19	IT-Sardinia	12	shape_pctl	50	131.7	0.0	-131.7
2023-07-19	IT-Sardinia	12	shape_pctl	75	145.57	0.0	-145.57
2023-07-19	IT-Sardinia	12	shape_pctl	90	173.3	143.6	-29.7
2023-07-19	IT-Sardinia	12	abs_depth_mw	2000	143.09		
2023-07-19	IT-Sardinia	12	abs_depth_mw	5000			
2023-07-19	IT-Sardinia	12	abs_depth_mw	10000			
2023-07-19	IT-Sardinia	12	abs_depth_mw	15000			
2023-07-19	IT-Sardinia	12	abs_depth_mw	20000			
2023-07-19	IT-Sardinia	19	shape_pctl	10	129.46	-500.0	-629.46
2023-07-19	IT-Sardinia	19	shape_pctl	25	131.7	-500.0	-631.7
2023-07-19	IT-Sardinia	19	shape_pctl	50	140.86	0.0	-140.86
2023-07-19	IT-Sardinia	19	shape_pctl	75	358.82	146.41	-212.41
2023-07-19	IT-Sardinia	19	shape_pctl	90	427.16	205.8	-221.36
2023-07-19	IT-Sardinia	19	abs_depth_mw	2000	502.52		
2023-07-19	IT-Sardinia	19	abs_depth_mw	5000			
2023-07-19	IT-Sardinia	19	abs_depth_mw	10000			
2023-07-19	IT-Sardinia	19	abs_depth_mw	15000			
2023-07-19	IT-Sardinia	19	abs_depth_mw	20000			
