date	zone	hour	kind	level	our_price	gme_price	gme_minus_our
2023-01-17	IT-NORTH	4	shape_pctl	10	127.2	0.0	-127.2
2023-01-17	IT-NORTH	4	shape_pctl	25	167.72	0.0	-167.72
2023-01-17	IT-NORTH	4	shape_pctl	50	167.72	171.31	3.59
2023-01-17	IT-NORTH	4	shape_pctl	75	191.62	302.0	110.38
2023-01-17	IT-NORTH	4	shape_pctl	90	222.57	332.65	110.08
2023-01-17	IT-NORTH	4	abs_depth_mw	2000	118.41	0.0	-118.41
2023-01-17	IT-NORTH	4	abs_depth_mw	5000	167.72	0.0	-167.72
2023-01-17	IT-NORTH	4	abs_depth_mw	10000	167.72	174.42	6.7
2023-01-17	IT-NORTH	4	abs_depth_mw	15000	168.79	302.0	133.21
2023-01-17	IT-NORTH	4	abs_depth_mw	20000	191.62		
2023-01-17	IT-NORTH	12	shape_pctl	10	127.2	0.0	-127.2
2023-01-17	IT-NORTH	12	shape_pctl	25	167.72	0.0	-167.72
2023-01-17	IT-NORTH	12	shape_pctl	50	167.72	153.46	-14.26
2023-01-17	IT-NORTH	12	shape_pctl	75	431.71	203.38	-228.33
2023-01-17	IT-NORTH	12	shape_pctl	90	513.94	302.0	-211.94
2023-01-17	IT-NORTH	12	abs_depth_mw	2000	118.41	0.0	-118.41
2023-01-17	IT-NORTH	12	abs_depth_mw	5000	167.72	0.0	-167.72
2023-01-17	IT-NORTH	12	abs_depth_mw	10000	167.72	144.12	-23.6
2023-01-17	IT-NORTH	12	abs_depth_mw	15000	313.6	173.25	-140.35
2023-01-17	IT-NORTH	12	abs_depth_mw	20000	431.71	373.0	-58.71
2023-01-17	IT-NORTH	19	shape_pctl	10	127.2	0.0	-127.2
2023-01-17	IT-NORTH	19	shape_pctl	25	167.72	0.0	-167.72
2023-01-17	IT-NORTH	19	shape_pctl	50	167.72	155.9	-11.82
2023-01-17	IT-NORTH	19	shape_pctl	75	373.5	230.0	-143.5
2023-01-17	IT-NORTH	19	shape_pctl	90	444.65	314.8	-129.85
2023-01-17	IT-NORTH	19	abs_depth_mw	2000	127.2	0.0	-127.2
2023-01-17	IT-NORTH	19	abs_depth_mw	5000	167.72	0.0	-167.72
2023-01-17	IT-NORTH	19	abs_depth_mw	10000	167.72	138.8	-28.92
2023-01-17	IT-NORTH	19	abs_depth_mw	15000	298.65	172.36	-126.29
2023-01-17	IT-NORTH	19	abs_depth_mw	20000	373.5	302.0	-71.5
2023-01-17	IT-CNORTH	4	shape_pctl	10	1.0	0.0	-1.0
2023-01-17	IT-CNORTH	4	shape_pctl	25	22.8	0.0	-22.8
