arm,zone,day,hour_utc,price
treat,IT-Sardinia,2025-07-08,20250708-1800,90.41
treat,IT-Sardinia,2025-07-08,20250708-0700,1.0
treat,IT-Sardinia,2025-07-08,20250708-1100,1.0
treat,IT-Sardinia,2025-07-08,20250708-0000,100.49
treat,IT-Sardinia,2025-07-08,20250708-1600,1.0
treat,IT-Sardinia,2025-07-08,20250708-1400,1.0
treat,CH,2025-07-08,20250708-0500,100.49
treat,CH,2025-07-08,20250708-1500,83.74
treat,CH,2025-07-08,20250708-1700,102.9
treat,CH,2025-07-08,20250708-1300,63.0
treat,CH,2025-07-08,20250708-0600,95.97
treat,CH,2025-07-08,20250708-0300,93.4
treat,CH,2025-07-08,20250708-2200,93.4
treat,CH,2025-07-08,20250708-0900,88.15
treat,CH,2025-07-08,20250708-2300,93.4
treat,CH,2025-07-08,20250708-1200,63.0
treat,CH,2025-07-08,20250708-2100,93.4
treat,CH,2025-07-08,20250708-0100,93.4
treat,CH,2025-07-08,20250708-0800,93.4
treat,CH,2025-07-08,20250708-1000,83.74
treat,CH,2025-07-08,20250708-0400,93.4
treat,CH,2025-07-08,20250708-0200,93.4
treat,CH,2025-07-08,20250708-1900,104.65
treat,CH,2025-07-08,20250708-2000,100.49
treat,CH,2025-07-08,20250708-1800,104.65
treat,CH,2025-07-08,20250708-0700,93.4
treat,CH,2025-07-08,20250708-1100,75.0
treat,CH,2025-07-08,20250708-0000,93.4
treat,CH,2025-07-08,20250708-1600,93.4
treat,CH,2025-07-08,20250708-1400,81.72
treat,FR,2025-07-08,20250708-0500,63.81
treat,FR,2025-07-08,20250708-1500,9.5
treat,FR,2025-07-08,20250708-1700,41.3
treat,FR,2025-07-08,20250708-1300,5.0
treat,FR,2025-07-08,20250708-0600,58.34
treat,FR,2025-07-08,20250708-0300,30.04
treat,FR,2025-07-08,20250708-2200,63.23
treat,FR,2025-07-08,20250708-0900,24.99
treat,FR,2025-07-08,20250708-2300,63.23
treat,FR,2025-07-08,20250708-1200,5.0
treat,FR,2025-07-08,20250708-2100,63.23
treat,FR,2025-07-08,20250708-0100,30.04
treat,FR,2025-07-08,20250708-0800,26.11
treat,FR,2025-07-08,20250708-1000,24.99
treat,FR,2025-07-08,20250708-0400,48.15
treat,FR,2025-07-08,20250708-0200,30.04
treat,FR,2025-07-08,20250708-1900,84.69
treat,FR,2025-07-08,20250708-2000,76.58
treat,FR,2025-07-08,20250708-1800,83.74
treat,FR,2025-07-08,20250708-0700,48.15
treat,FR,2025-07-08,20250708-1100,23.75
treat,FR,2025-07-08,20250708-0000,30.04
treat,FR,2025-07-08,20250708-1600,30.36
treat,FR,2025-07-08,20250708-1400,5.0
treat,AT,2025-07-08,20250708-0500,88.15
treat,AT,2025-07-08,20250708-1500,83.74
treat,AT,2025-07-08,20250708-1700,88.15
treat,AT,2025-07-08,20250708-1300,72.88
treat,AT,2025-07-08,20250708-0600,88.15
treat,AT,2025-07-08,20250708-0300,88.15
treat,AT,2025-07-08,20250708-2200,83.74
treat,AT,2025-07-08,20250708-0900,88.15
treat,AT,2025-07-08,20250708-2300,83.74
treat,AT,2025-07-08,20250708-1200,80.17
treat,AT,2025-07-08,20250708-2100,88.15
treat,AT,2025-07-08,20250708-0100,88.15
treat,AT,2025-07-08,20250708-0800,88.15
treat,AT,2025-07-08,20250708-1000,88.15
treat,AT,2025-07-08,20250708-0400,88.15
treat,AT,2025-07-08,20250708-0200,88.15
treat,AT,2025-07-08,20250708-1900,88.15
treat,AT,2025-07-08,20250708-2000,88.15
treat,AT,2025-07-08,20250708-1800,88.15
treat,AT,2025-07-08,20250708-0700,88.15
treat,AT,2025-07-08,20250708-1100,83.74
treat,AT,2025-07-08,20250708-0000,88.15
treat,AT,2025-07-08,20250708-1600,88.15
treat,AT,2025-07-08,20250708-1400,81.72
treat,SI,2025-07-08,20250708-0500,86.33
treat,SI,2025-07-08,20250708-1500,12.01
treat,SI,2025-07-08,20250708-1700,83.74
treat,SI,2025-07-08,20250708-1300,87.41
treat,SI,2025-07-08,20250708-0600,86.33
treat,SI,2025-07-08,20250708-0300,9.5
treat,SI,2025-07-08,20250708-2200,9.5
treat,SI,2025-07-08,20250708-0900,83.74
treat,SI,2025-07-08,20250708-2300,9.5
treat,SI,2025-07-08,20250708-1200,83.91
treat,SI,2025-07-08,20250708-2100,11.02
treat,SI,2025-07-08,20250708-0100,9.5
treat,SI,2025-07-08,20250708-0800,83.74
treat,SI,2025-07-08,20250708-1000,83.74
treat,SI,2025-07-08,20250708-0400,83.74
treat,SI,2025-07-08,20250708-0200,9.5
treat,SI,2025-07-08,20250708-1900,83.74
treat,SI,2025-07-08,20250708-2000,48.15
treat,SI,2025-07-08,20250708-1800,83.74
treat,SI,2025-07-08,20250708-0700,83.74
treat,SI,2025-07-08,20250708-1100,83.74
treat,SI,2025-07-08,20250708-0000,9.5
treat,SI,2025-07-08,20250708-1600,16.91
treat,SI,2025-07-08,20250708-1400,9.5
base,IT-NORTH,2025-07-09,20250709-0700,101.33
base,IT-NORTH,2025-07-09,20250709-0600,101.33
base,IT-NORTH,2025-07-09,20250709-1300,101.33
base,IT-NORTH,2025-07-09,20250709-0200,101.33
base,IT-NORTH,2025-07-09,20250709-1200,101.33
base,IT-NORTH,2025-07-09,20250709-1400,101.33
base,IT-NORTH,2025-07-09,20250709-1900,103.52
base,IT-NORTH,2025-07-09,20250709-0000,101.33
base,IT-NORTH,2025-07-09,20250709-1800,166.43
base,IT-NORTH,2025-07-09,20250709-0300,101.33
base,IT-NORTH,2025-07-09,20250709-1000,101.33
base,IT-NORTH,2025-07-09,20250709-2200,101.33
base,IT-NORTH,2025-07-09,20250709-0400,101.33
base,IT-NORTH,2025-07-09,20250709-1100,101.33
base,IT-NORTH,2025-07-09,20250709-2000,103.52
base,IT-NORTH,2025-07-09,20250709-0100,101.33
base,IT-NORTH,2025-07-09,20250709-0500,101.33
base,IT-NORTH,2025-07-09,20250709-0800,101.33
base,IT-NORTH,2025-07-09,20250709-2300,101.33
base,IT-NORTH,2025-07-09,20250709-0900,101.33
base,IT-NORTH,2025-07-09,20250709-1500,101.33
base,IT-NORTH,2025-07-09,20250709-1600,124.22
base,IT-NORTH,2025-07-09,20250709-2100,102.08
base,IT-CNORTH,2025-07-09,20250709-0700,101.33
base,IT-CNORTH,2025-07-09,20250709-0600,101.33
base,IT-CNORTH,2025-07-09,20250709-1300,101.33
base,IT-CNORTH,2025-07-09,20250709-0200,101.33
base,IT-CNORTH,2025-07-09,20250709-1200,101.33
base,IT-CNORTH,2025-07-09,20250709-1400,101.33
base,IT-CNORTH,2025-07-09,20250709-1900,229.78
base,IT-CNORTH,2025-07-09,20250709-0000,101.33
base,IT-CNORTH,2025-07-09,20250709-1800,166.43
base,IT-CNORTH,2025-07-09,20250709-0300,101.33
base,IT-CNORTH,2025-07-09,20250709-1000,101.33
base,IT-CNORTH,2025-07-09,20250709-2200,120.05
base,IT-CNORTH,2025-07-09,20250709-0400,101.33
base,IT-CNORTH,2025-07-09,20250709-1100,101.33
base,IT-CNORTH,2025-07-09,20250709-2000,211.45
base,IT-CNORTH,2025-07-09,20250709-0100,101.33
base,IT-CNORTH,2025-07-09,20250709-0500,101.33
base,IT-CNORTH,2025-07-09,20250709-0800,101.33
base,IT-CNORTH,2025-07-09,20250709-2300,114.76
base,IT-CNORTH,2025-07-09,20250709-0900,101.33
base,IT-CNORTH,2025-07-09,20250709-1500,101.33
base,IT-CNORTH,2025-07-09,20250709-1600,124.22
base,IT-CNORTH,2025-07-09,20250709-2100,141.32
base,IT-CSOUTH,2025-07-09,20250709-0700,101.33
base,IT-CSOUTH,2025-07-09,20250709-0600,101.33
base,IT-CSOUTH,2025-07-09,20250709-1300,101.33
base,IT-CSOUTH,2025-07-09,20250709-0200,101.33
base,IT-CSOUTH,2025-07-09,20250709-1200,101.33
base,IT-CSOUTH,2025-07-09,20250709-1400,101.33
base,IT-CSOUTH,2025-07-09,20250709-1900,229.78
base,IT-CSOUTH,2025-07-09,20250709-0000,101.33
base,IT-CSOUTH,2025-07-09,20250709-1800,166.43
base,IT-CSOUTH,2025-07-09,20250709-0300,101.33
base,IT-CSOUTH,2025-07-09,20250709-1000,101.33
base,IT-CSOUTH,2025-07-09,20250709-2200,120.05
base,IT-CSOUTH,2025-07-09,20250709-0400,101.33
base,IT-CSOUTH,2025-07-09,20250709-1100,101.33
base,IT-CSOUTH,2025-07-09,20250709-2000,211.45
base,IT-CSOUTH,2025-07-09,20250709-0100,101.33
base,IT-CSOUTH,2025-07-09,20250709-0500,101.33
base,IT-CSOUTH,2025-07-09,20250709-0800,101.33
base,IT-CSOUTH,2025-07-09,20250709-2300,114.76
base,IT-CSOUTH,2025-07-09,20250709-0900,101.33
base,IT-CSOUTH,2025-07-09,20250709-1500,101.33
base,IT-CSOUTH,2025-07-09,20250709-1600,124.22
base,IT-CSOUTH,2025-07-09,20250709-2100,141.32
base,IT-SOUTH,2025-07-09,20250709-0700,1.0
base,IT-SOUTH,2025-07-09,20250709-0600,101.33
base,IT-SOUTH,2025-07-09,20250709-1300,1.0
base,IT-SOUTH,2025-07-09,20250709-0200,101.33
base,IT-SOUTH,2025-07-09,20250709-1200,1.0
base,IT-SOUTH,2025-07-09,20250709-1400,1.0
base,IT-SOUTH,2025-07-09,20250709-1900,229.78
base,IT-SOUTH,2025-07-09,20250709-0000,101.33
base,IT-SOUTH,2025-07-09,20250709-1800,166.43
base,IT-SOUTH,2025-07-09,20250709-0300,101.33
base,IT-SOUTH,2025-07-09,20250709-1000,1.0
base,IT-SOUTH,2025-07-09,20250709-2200,120.05
base,IT-SOUTH,2025-07-09,20250709-0400,101.33
base,IT-SOUTH,2025-07-09,20250709-1100,1.0
base,IT-SOUTH,2025-07-09,20250709-2000,211.45
base,IT-SOUTH,2025-07-09,20250709-0100,101.33
base,IT-SOUTH,2025-07-09,20250709-0500,101.33
base,IT-SOUTH,2025-07-09,20250709-0800,1.0
base,IT-SOUTH,2025-07-09,20250709-2300,114.76
base,IT-SOUTH,2025-07-09,20250709-0900,1.0
base,IT-SOUTH,2025-07-09,20250709-1500,101.33
base,IT-SOUTH,2025-07-09,20250709-1600,101.33
base,IT-SOUTH,2025-07-09,20250709-2100,141.32
base,IT-Calabria,2025-07-09,20250709-0700,1.0
base,IT-Calabria,2025-07-09,20250709-0600,101.33
base,IT-Calabria,2025-07-09,20250709-1300,1.0
base,IT-Calabria,2025-07-09,20250709-0200,101.33
base,IT-Calabria,2025-07-09,20250709-1200,1.0
base,IT-Calabria,2025-07-09,20250709-1400,1.0
base,IT-Calabria,2025-07-09,20250709-1900,229.78
base,IT-Calabria,2025-07-09,20250709-0000,101.33
base,IT-Calabria,2025-07-09,20250709-1800,166.43
base,IT-Calabria,2025-07-09,20250709-0300,101.33
base,IT-Calabria,2025-07-09,20250709-1000,1.0
base,IT-Calabria,2025-07-09,20250709-2200,120.05
base,IT-Calabria,2025-07-09,20250709-0400,101.33
base,IT-Calabria,2025-07-09,20250709-1100,1.0
base,IT-Calabria,2025-07-09,20250709-2000,211.45
base,IT-Calabria,2025-07-09,20250709-0100,101.33
base,IT-Calabria,2025-07-09,20250709-0500,101.33
base,IT-Calabria,2025-07-09,20250709-0800,1.0
base,IT-Calabria,2025-07-09,20250709-2300,114.76
base,IT-Calabria,2025-07-09,20250709-0900,1.0
base,IT-Calabria,2025-07-09,20250709-1500,101.33
base,IT-Calabria,2025-07-09,20250709-1600,101.33
base,IT-Calabria,2025-07-09,20250709-2100,141.32
base,IT-Sicily,2025-07-09,20250709-0700,1.0
base,IT-Sicily,2025-07-09,20250709-0600,101.33
base,IT-Sicily,2025-07-09,20250709-1300,1.0
base,IT-Sicily,2025-07-09,20250709-0200,101.33
base,IT-Sicily,2025-07-09,20250709-1200,1.0
base,IT-Sicily,2025-07-09,20250709-1400,1.0
base,IT-Sicily,2025-07-09,20250709-1900,229.78
base,IT-Sicily,2025-07-09,20250709-0000,101.33
base,IT-Sicily,2025-07-09,20250709-1800,166.43
base,IT-Sicily,2025-07-09,20250709-0300,101.33
base,IT-Sicily,2025-07-09,20250709-1000,1.0
base,IT-Sicily,2025-07-09,20250709-2200,120.05
base,IT-Sicily,2025-07-09,20250709-0400,101.33
base,IT-Sicily,2025-07-09,20250709-1100,1.0
base,IT-Sicily,2025-07-09,20250709-2000,211.45
base,IT-Sicily,2025-07-09,20250709-0100,101.33
base,IT-Sicily,2025-07-09,20250709-0500,101.33
base,IT-Sicily,2025-07-09,20250709-0800,1.0
base,IT-Sicily,2025-07-09,20250709-2300,114.76
base,IT-Sicily,2025-07-09,20250709-0900,1.0
base,IT-Sicily,2025-07-09,20250709-1500,101.33
base,IT-Sicily,2025-07-09,20250709-1600,101.33
base,IT-Sicily,2025-07-09,20250709-2100,163.9
base,IT-Sardinia,2025-07-09,20250709-0700,101.33
base,IT-Sardinia,2025-07-09,20250709-0600,101.33
base,IT-Sardinia,2025-07-09,20250709-1300,85.5
base,IT-Sardinia,2025-07-09,20250709-0200,101.33
base,IT-Sardinia,2025-07-09,20250709-1200,85.5
base,IT-Sardinia,2025-07-09,20250709-1400,90.41
base,IT-Sardinia,2025-07-09,20250709-1900,229.78
base,IT-Sardinia,2025-07-09,20250709-0000,101.33
base,IT-Sardinia,2025-07-09,20250709-1800,166.43
base,IT-Sardinia,2025-07-09,20250709-0300,101.33
base,IT-Sardinia,2025-07-09,20250709-1000,85.5
base,IT-Sardinia,2025-07-09,20250709-2200,124.22
base,IT-Sardinia,2025-07-09,20250709-0400,101.33
base,IT-Sardinia,2025-07-09,20250709-1100,85.5
base,IT-Sardinia,2025-07-09,20250709-2000,211.45
base,IT-Sardinia,2025-07-09,20250709-0100,101.33
base,IT-Sardinia,2025-07-09,20250709-0500,101.33
base,IT-Sardinia,2025-07-09,20250709-0800,94.63
base,IT-Sardinia,2025-07-09,20250709-2300,122.5
base,IT-Sardinia,2025-07-09,20250709-0900,85.5
base,IT-Sardinia,2025-07-09,20250709-1500,101.33
base,IT-Sardinia,2025-07-09,20250709-1600,122.5
base,IT-Sardinia,2025-07-09,20250709-2100,141.32
base,CH,2025-07-09,20250709-0700,92.58
base,CH,2025-07-09,20250709-0600,92.58
base,CH,2025-07-09,20250709-1300,57.46
base,CH,2025-07-09,20250709-0200,92.58
base,CH,2025-07-09,20250709-1200,57.01
base,CH,2025-07-09,20250709-1400,73.57
base,CH,2025-07-09,20250709-1900,103.52
base,CH,2025-07-09,20250709-0000,92.58
base,CH,2025-07-09,20250709-1800,103.52
base,CH,2025-07-09,20250709-0300,92.58
base,CH,2025-07-09,20250709-1000,75.01
base,CH,2025-07-09,20250709-2200,101.33
base,CH,2025-07-09,20250709-0400,101.33
base,CH,2025-07-09,20250709-1100,57.77
base,CH,2025-07-09,20250709-2000,103.52
base,CH,2025-07-09,20250709-0100,92.58
base,CH,2025-07-09,20250709-0500,101.33
base,CH,2025-07-09,20250709-0800,88.89
base,CH,2025-07-09,20250709-2300,101.33
base,CH,2025-07-09,20250709-0900,84.44
base,CH,2025-07-09,20250709-1500,84.44
base,CH,2025-07-09,20250709-1600,92.58
base,CH,2025-07-09,20250709-2100,102.08
base,FR,2025-07-09,20250709-0700,62.34
base,FR,2025-07-09,20250709-0600,62.34
base,FR,2025-07-09,20250709-1300,22.57
base,FR,2025-07-09,20250709-0200,62.34
base,FR,2025-07-09,20250709-1200,22.57
base,FR,2025-07-09,20250709-1400,23.34
base,FR,2025-07-09,20250709-1900,79.75
base,FR,2025-07-09,20250709-0000,62.34
base,FR,2025-07-09,20250709-1800,90.47
base,FR,2025-07-09,20250709-0300,62.34
base,FR,2025-07-09,20250709-1000,24.87
base,FR,2025-07-09,20250709-2200,74.6
base,FR,2025-07-09,20250709-0400,64.46
base,FR,2025-07-09,20250709-1100,22.63
base,FR,2025-07-09,20250709-2000,84.44
base,FR,2025-07-09,20250709-0100,62.34
base,FR,2025-07-09,20250709-0500,66.01
base,FR,2025-07-09,20250709-0800,54.25
base,FR,2025-07-09,20250709-2300,70.29
base,FR,2025-07-09,20250709-0900,48.89
base,FR,2025-07-09,20250709-1500,26.08
base,FR,2025-07-09,20250709-1600,48.89
base,FR,2025-07-09,20250709-2100,84.44
base,AT,2025-07-09,20250709-0700,57.0
base,AT,2025-07-09,20250709-0600,88.89
base,AT,2025-07-09,20250709-1300,57.46
base,AT,2025-07-09,20250709-0200,48.89
base,AT,2025-07-09,20250709-1200,4.8
base,AT,2025-07-09,20250709-1400,73.57
base,AT,2025-07-09,20250709-1900,88.89
base,AT,2025-07-09,20250709-0000,48.89
base,AT,2025-07-09,20250709-1800,88.89
base,AT,2025-07-09,20250709-0300,84.44
base,AT,2025-07-09,20250709-1000,4.8
base,AT,2025-07-09,20250709-2200,84.44
base,AT,2025-07-09,20250709-0400,88.89
base,AT,2025-07-09,20250709-1100,4.8
base,AT,2025-07-09,20250709-2000,88.89
base,AT,2025-07-09,20250709-0100,4.8
base,AT,2025-07-09,20250709-0500,88.89
base,AT,2025-07-09,20250709-0800,4.81
base,AT,2025-07-09,20250709-2300,63.1
base,AT,2025-07-09,20250709-0900,4.8
base,AT,2025-07-09,20250709-1500,84.44
base,AT,2025-07-09,20250709-1600,88.89
base,AT,2025-07-09,20250709-2100,88.89
base,SI,2025-07-09,20250709-0700,88.89
base,SI,2025-07-09,20250709-0600,85.01
base,SI,2025-07-09,20250709-1300,84.44
base,SI,2025-07-09,20250709-0200,9.5
base,SI,2025-07-09,20250709-1200,12.55
base,SI,2025-07-09,20250709-1400,10.76
base,SI,2025-07-09,20250709-1900,103.52
base,SI,2025-07-09,20250709-0000,9.5
base,SI,2025-07-09,20250709-1800,109.78
base,SI,2025-07-09,20250709-0300,12.51
base,SI,2025-07-09,20250709-1000,84.44
base,SI,2025-07-09,20250709-2200,48.89
base,SI,2025-07-09,20250709-0400,84.44
base,SI,2025-07-09,20250709-1100,16.05
base,SI,2025-07-09,20250709-2000,84.44
base,SI,2025-07-09,20250709-0100,9.5
base,SI,2025-07-09,20250709-0500,84.64
base,SI,2025-07-09,20250709-0800,86.36
base,SI,2025-07-09,20250709-2300,48.89
base,SI,2025-07-09,20250709-0900,88.89
base,SI,2025-07-09,20250709-1500,9.5
base,SI,2025-07-09,20250709-1600,88.89
base,SI,2025-07-09,20250709-2100,58.67
treat,IT-NORTH,2025-07-09,20250709-0700,101.33
treat,IT-NORTH,2025-07-09,20250709-0600,101.33
treat,IT-NORTH,2025-07-09,20250709-1300,101.33
treat,IT-NORTH,2025-07-09,20250709-0200,101.33
treat,IT-NORTH,2025-07-09,20250709-1200,101.33
treat,IT-NORTH,2025-07-09,20250709-1400,101.33
treat,IT-NORTH,2025-07-09,20250709-1900,103.52
treat,IT-NORTH,2025-07-09,20250709-0000,101.33
treat,IT-NORTH,2025-07-09,20250709-1800,124.22
treat,IT-NORTH,2025-07-09,20250709-0300,101.33
treat,IT-NORTH,2025-07-09,20250709-1000,101.33
treat,IT-NORTH,2025-07-09,20250709-2200,101.33
treat,IT-NORTH,2025-07-09,20250709-1700,124.22
treat,IT-NORTH,2025-07-09,20250709-0400,101.33
treat,IT-NORTH,2025-07-09,20250709-1100,101.33
treat,IT-NORTH,2025-07-09,20250709-2000,103.52
treat,IT-NORTH,2025-07-09,20250709-0100,101.33
treat,IT-NORTH,2025-07-09,20250709-0500,101.33
treat,IT-NORTH,2025-07-09,20250709-0800,101.33
treat,IT-NORTH,2025-07-09,20250709-2300,101.33
treat,IT-NORTH,2025-07-09,20250709-0900,101.33
treat,IT-NORTH,2025-07-09,20250709-1500,101.33
treat,IT-NORTH,2025-07-09,20250709-1600,108.23
treat,IT-NORTH,2025-07-09,20250709-2100,101.33
treat,IT-CNORTH,2025-07-09,20250709-0700,101.33
treat,IT-CNORTH,2025-07-09,20250709-0600,101.33
treat,IT-CNORTH,2025-07-09,20250709-1300,101.33
treat,IT-CNORTH,2025-07-09,20250709-0200,101.33
treat,IT-CNORTH,2025-07-09,20250709-1200,101.33
treat,IT-CNORTH,2025-07-09,20250709-1400,101.33
treat,IT-CNORTH,2025-07-09,20250709-1900,229.78
treat,IT-CNORTH,2025-07-09,20250709-0000,101.33
treat,IT-CNORTH,2025-07-09,20250709-1800,166.43
treat,IT-CNORTH,2025-07-09,20250709-0300,101.33
treat,IT-CNORTH,2025-07-09,20250709-1000,101.33
treat,IT-CNORTH,2025-07-09,20250709-2200,120.05
treat,IT-CNORTH,2025-07-09,20250709-1700,124.22
treat,IT-CNORTH,2025-07-09,20250709-0400,101.33
treat,IT-CNORTH,2025-07-09,20250709-1100,101.33
treat,IT-CNORTH,2025-07-09,20250709-2000,205.47
treat,IT-CNORTH,2025-07-09,20250709-0100,101.33
treat,IT-CNORTH,2025-07-09,20250709-0500,101.33
treat,IT-CNORTH,2025-07-09,20250709-0800,101.33
treat,IT-CNORTH,2025-07-09,20250709-2300,101.33
treat,IT-CNORTH,2025-07-09,20250709-0900,101.33
treat,IT-CNORTH,2025-07-09,20250709-1500,101.33
treat,IT-CNORTH,2025-07-09,20250709-1600,108.23
treat,IT-CNORTH,2025-07-09,20250709-2100,124.22
treat,IT-CSOUTH,2025-07-09,20250709-0700,101.33
treat,IT-CSOUTH,2025-07-09,20250709-0600,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1300,101.33
treat,IT-CSOUTH,2025-07-09,20250709-0200,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1200,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1400,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1900,229.78
treat,IT-CSOUTH,2025-07-09,20250709-0000,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1800,166.43
treat,IT-CSOUTH,2025-07-09,20250709-0300,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1000,101.33
treat,IT-CSOUTH,2025-07-09,20250709-2200,120.05
treat,IT-CSOUTH,2025-07-09,20250709-1700,124.22
treat,IT-CSOUTH,2025-07-09,20250709-0400,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1100,101.33
treat,IT-CSOUTH,2025-07-09,20250709-2000,205.47
treat,IT-CSOUTH,2025-07-09,20250709-0100,101.33
treat,IT-CSOUTH,2025-07-09,20250709-0500,101.33
treat,IT-CSOUTH,2025-07-09,20250709-0800,101.33
treat,IT-CSOUTH,2025-07-09,20250709-2300,101.33
treat,IT-CSOUTH,2025-07-09,20250709-0900,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1500,101.33
treat,IT-CSOUTH,2025-07-09,20250709-1600,108.23
treat,IT-CSOUTH,2025-07-09,20250709-2100,124.22
treat,IT-SOUTH,2025-07-09,20250709-0700,1.0
treat,IT-SOUTH,2025-07-09,20250709-0600,101.33
treat,IT-SOUTH,2025-07-09,20250709-1300,1.0
treat,IT-SOUTH,2025-07-09,20250709-0200,101.33
treat,IT-SOUTH,2025-07-09,20250709-1200,1.0
treat,IT-SOUTH,2025-07-09,20250709-1400,1.0
treat,IT-SOUTH,2025-07-09,20250709-1900,229.78
treat,IT-SOUTH,2025-07-09,20250709-0000,101.33
treat,IT-SOUTH,2025-07-09,20250709-1800,166.43
treat,IT-SOUTH,2025-07-09,20250709-0300,101.33
treat,IT-SOUTH,2025-07-09,20250709-1000,1.0
treat,IT-SOUTH,2025-07-09,20250709-2200,120.05
treat,IT-SOUTH,2025-07-09,20250709-1700,101.33
treat,IT-SOUTH,2025-07-09,20250709-0400,101.33
treat,IT-SOUTH,2025-07-09,20250709-1100,1.0
treat,IT-SOUTH,2025-07-09,20250709-2000,205.47
treat,IT-SOUTH,2025-07-09,20250709-0100,101.33
treat,IT-SOUTH,2025-07-09,20250709-0500,101.33
treat,IT-SOUTH,2025-07-09,20250709-0800,1.0
treat,IT-SOUTH,2025-07-09,20250709-2300,101.33
treat,IT-SOUTH,2025-07-09,20250709-0900,1.0
treat,IT-SOUTH,2025-07-09,20250709-1500,101.33
treat,IT-SOUTH,2025-07-09,20250709-1600,101.33
treat,IT-SOUTH,2025-07-09,20250709-2100,124.22
treat,IT-Calabria,2025-07-09,20250709-0700,1.0
treat,IT-Calabria,2025-07-09,20250709-0600,101.33
treat,IT-Calabria,2025-07-09,20250709-1300,1.0
treat,IT-Calabria,2025-07-09,20250709-0200,101.33
treat,IT-Calabria,2025-07-09,20250709-1200,1.0
treat,IT-Calabria,2025-07-09,20250709-1400,1.0
treat,IT-Calabria,2025-07-09,20250709-1900,229.78
treat,IT-Calabria,2025-07-09,20250709-0000,101.33
treat,IT-Calabria,2025-07-09,20250709-1800,166.43
treat,IT-Calabria,2025-07-09,20250709-0300,101.33
treat,IT-Calabria,2025-07-09,20250709-1000,1.0
treat,IT-Calabria,2025-07-09,20250709-2200,120.05
treat,IT-Calabria,2025-07-09,20250709-1700,101.33
treat,IT-Calabria,2025-07-09,20250709-0400,101.33
treat,IT-Calabria,2025-07-09,20250709-1100,1.0
treat,IT-Calabria,2025-07-09,20250709-2000,205.47
treat,IT-Calabria,2025-07-09,20250709-0100,101.33
treat,IT-Calabria,2025-07-09,20250709-0500,101.33
treat,IT-Calabria,2025-07-09,20250709-0800,1.0
treat,IT-Calabria,2025-07-09,20250709-2300,101.33
treat,IT-Calabria,2025-07-09,20250709-0900,1.0
treat,IT-Calabria,2025-07-09,20250709-1500,101.33
treat,IT-Calabria,2025-07-09,20250709-1600,101.33
treat,IT-Calabria,2025-07-09,20250709-2100,124.22
treat,IT-Sicily,2025-07-09,20250709-0700,1.0
treat,IT-Sicily,2025-07-09,20250709-0600,101.33
treat,IT-Sicily,2025-07-09,20250709-1300,1.0
treat,IT-Sicily,2025-07-09,20250709-0200,101.33
treat,IT-Sicily,2025-07-09,20250709-1200,1.0
treat,IT-Sicily,2025-07-09,20250709-1400,1.0
treat,IT-Sicily,2025-07-09,20250709-1900,229.78
treat,IT-Sicily,2025-07-09,20250709-0000,101.33
treat,IT-Sicily,2025-07-09,20250709-1800,166.43
treat,IT-Sicily,2025-07-09,20250709-0300,101.33
treat,IT-Sicily,2025-07-09,20250709-1000,1.0
treat,IT-Sicily,2025-07-09,20250709-2200,120.05
treat,IT-Sicily,2025-07-09,20250709-1700,101.33
treat,IT-Sicily,2025-07-09,20250709-0400,101.33
treat,IT-Sicily,2025-07-09,20250709-1100,1.0
treat,IT-Sicily,2025-07-09,20250709-2000,205.47
treat,IT-Sicily,2025-07-09,20250709-0100,101.33
treat,IT-Sicily,2025-07-09,20250709-0500,101.33
treat,IT-Sicily,2025-07-09,20250709-0800,1.0
treat,IT-Sicily,2025-07-09,20250709-2300,101.33
treat,IT-Sicily,2025-07-09,20250709-0900,1.0
treat,IT-Sicily,2025-07-09,20250709-1500,101.33
treat,IT-Sicily,2025-07-09,20250709-1600,101.33
treat,IT-Sicily,2025-07-09,20250709-2100,124.22
treat,IT-Sardinia,2025-07-09,20250709-0700,85.5
treat,IT-Sardinia,2025-07-09,20250709-0600,101.33
treat,IT-Sardinia,2025-07-09,20250709-1300,1.0
treat,IT-Sardinia,2025-07-09,20250709-0200,101.33
treat,IT-Sardinia,2025-07-09,20250709-1200,1.0
treat,IT-Sardinia,2025-07-09,20250709-1400,1.0
treat,IT-Sardinia,2025-07-09,20250709-1900,229.78
treat,IT-Sardinia,2025-07-09,20250709-0000,101.33
treat,IT-Sardinia,2025-07-09,20250709-1800,166.43
treat,IT-Sardinia,2025-07-09,20250709-0300,101.33
treat,IT-Sardinia,2025-07-09,20250709-1000,1.0
treat,IT-Sardinia,2025-07-09,20250709-2200,122.5
treat,IT-Sardinia,2025-07-09,20250709-1700,124.22
treat,IT-Sardinia,2025-07-09,20250709-0400,101.33
treat,IT-Sardinia,2025-07-09,20250709-1100,1.0
treat,IT-Sardinia,2025-07-09,20250709-2000,205.47
