arm,zone,day,hour_utc,price
treat,IT-Sardinia,2025-07-09,20250709-0100,101.33
treat,IT-Sardinia,2025-07-09,20250709-0500,101.33
treat,IT-Sardinia,2025-07-09,20250709-0800,1.0
treat,IT-Sardinia,2025-07-09,20250709-2300,101.33
treat,IT-Sardinia,2025-07-09,20250709-0900,1.0
treat,IT-Sardinia,2025-07-09,20250709-1500,85.5
treat,IT-Sardinia,2025-07-09,20250709-1600,108.23
treat,IT-Sardinia,2025-07-09,20250709-2100,124.22
treat,CH,2025-07-09,20250709-0700,92.58
treat,CH,2025-07-09,20250709-0600,92.58
treat,CH,2025-07-09,20250709-1300,57.46
treat,CH,2025-07-09,20250709-0200,92.58
treat,CH,2025-07-09,20250709-1200,57.01
treat,CH,2025-07-09,20250709-1400,73.57
treat,CH,2025-07-09,20250709-1900,103.52
treat,CH,2025-07-09,20250709-0000,92.58
treat,CH,2025-07-09,20250709-1800,103.52
treat,CH,2025-07-09,20250709-0300,92.58
treat,CH,2025-07-09,20250709-1000,75.01
treat,CH,2025-07-09,20250709-2200,101.33
treat,CH,2025-07-09,20250709-1700,103.52
treat,CH,2025-07-09,20250709-0400,101.33
treat,CH,2025-07-09,20250709-1100,57.77
treat,CH,2025-07-09,20250709-2000,103.52
treat,CH,2025-07-09,20250709-0100,92.58
treat,CH,2025-07-09,20250709-0500,101.33
treat,CH,2025-07-09,20250709-0800,88.89
treat,CH,2025-07-09,20250709-2300,101.33
treat,CH,2025-07-09,20250709-0900,84.44
treat,CH,2025-07-09,20250709-1500,84.44
treat,CH,2025-07-09,20250709-1600,92.58
treat,CH,2025-07-09,20250709-2100,101.33
treat,FR,2025-07-09,20250709-0700,62.34
treat,FR,2025-07-09,20250709-0600,62.34
treat,FR,2025-07-09,20250709-1300,22.57
treat,FR,2025-07-09,20250709-0200,62.34
treat,FR,2025-07-09,20250709-1200,22.57
treat,FR,2025-07-09,20250709-1400,23.34
treat,FR,2025-07-09,20250709-1900,79.01
treat,FR,2025-07-09,20250709-0000,62.34
treat,FR,2025-07-09,20250709-1800,80.54
treat,FR,2025-07-09,20250709-0300,62.34
treat,FR,2025-07-09,20250709-1000,24.87
treat,FR,2025-07-09,20250709-2200,74.6
treat,FR,2025-07-09,20250709-1700,70.38
treat,FR,2025-07-09,20250709-0400,64.46
treat,FR,2025-07-09,20250709-1100,22.63
treat,FR,2025-07-09,20250709-2000,84.44
treat,FR,2025-07-09,20250709-0100,62.34
treat,FR,2025-07-09,20250709-0500,66.01
treat,FR,2025-07-09,20250709-0800,54.25
treat,FR,2025-07-09,20250709-2300,70.29
treat,FR,2025-07-09,20250709-0900,48.89
treat,FR,2025-07-09,20250709-1500,26.08
treat,FR,2025-07-09,20250709-1600,48.89
treat,FR,2025-07-09,20250709-2100,84.44
treat,AT,2025-07-09,20250709-0700,57.0
treat,AT,2025-07-09,20250709-0600,88.89
treat,AT,2025-07-09,20250709-1300,57.46
treat,AT,2025-07-09,20250709-0200,48.89
treat,AT,2025-07-09,20250709-1200,4.8
treat,AT,2025-07-09,20250709-1400,73.57
treat,AT,2025-07-09,20250709-1900,88.89
treat,AT,2025-07-09,20250709-0000,48.89
treat,AT,2025-07-09,20250709-1800,88.89
treat,AT,2025-07-09,20250709-0300,84.44
treat,AT,2025-07-09,20250709-1000,4.8
treat,AT,2025-07-09,20250709-2200,84.44
treat,AT,2025-07-09,20250709-1700,88.89
treat,AT,2025-07-09,20250709-0400,88.89
treat,AT,2025-07-09,20250709-1100,4.8
treat,AT,2025-07-09,20250709-2000,88.89
treat,AT,2025-07-09,20250709-0100,4.8
treat,AT,2025-07-09,20250709-0500,88.89
treat,AT,2025-07-09,20250709-0800,4.81
treat,AT,2025-07-09,20250709-2300,63.1
treat,AT,2025-07-09,20250709-0900,4.8
treat,AT,2025-07-09,20250709-1500,84.44
treat,AT,2025-07-09,20250709-1600,88.89
treat,AT,2025-07-09,20250709-2100,88.89
treat,SI,2025-07-09,20250709-0700,88.89
treat,SI,2025-07-09,20250709-0600,85.01
treat,SI,2025-07-09,20250709-1300,84.44
treat,SI,2025-07-09,20250709-0200,9.5
treat,SI,2025-07-09,20250709-1200,12.55
treat,SI,2025-07-09,20250709-1400,10.76
treat,SI,2025-07-09,20250709-1900,103.52
treat,SI,2025-07-09,20250709-0000,9.5
treat,SI,2025-07-09,20250709-1800,109.78
treat,SI,2025-07-09,20250709-0300,12.51
treat,SI,2025-07-09,20250709-1000,84.44
treat,SI,2025-07-09,20250709-2200,48.89
treat,SI,2025-07-09,20250709-1700,96.7
treat,SI,2025-07-09,20250709-0400,84.44
treat,SI,2025-07-09,20250709-1100,16.05
treat,SI,2025-07-09,20250709-2000,84.44
treat,SI,2025-07-09,20250709-0100,9.5
treat,SI,2025-07-09,20250709-0500,84.64
treat,SI,2025-07-09,20250709-0800,86.36
treat,SI,2025-07-09,20250709-2300,48.89
treat,SI,2025-07-09,20250709-0900,88.89
treat,SI,2025-07-09,20250709-1500,9.5
treat,SI,2025-07-09,20250709-1600,88.16
treat,SI,2025-07-09,20250709-2100,58.67
