day	zone	timeslot	price
2025-07-08	FR	20250708-0200	29.880000
2025-07-08	FR	20250708-0300	30.040000
2025-07-08	FR	20250708-0400	48.150000
2025-07-08	FR	20250708-0500	63.810000
2025-07-08	FR	20250708-0600	58.430000
2025-07-08	FR	20250708-0700	48.150000
2025-07-08	FR	20250708-0800	26.210000
2025-07-08	FR	20250708-0900	24.990000
2025-07-08	FR	20250708-1000	24.990000
2025-07-08	FR	20250708-1100	23.750000
2025-07-08	FR	20250708-1200	5.000000
2025-07-08	FR	20250708-1300	5.000000
2025-07-08	FR	20250708-1400	5.000000
2025-07-08	FR	20250708-1500	9.500000
2025-07-08	FR	20250708-1600	30.360000
2025-07-08	FR	20250708-1700	41.300000
2025-07-08	FR	20250708-1800	83.740000
2025-07-08	FR	20250708-1900	84.690000
2025-07-08	FR	20250708-2000	76.730000
2025-07-08	FR	20250708-2100	63.230000
2025-07-08	FR	20250708-2200	63.230000
2025-07-08	FR	20250708-2300	62.940000
2025-07-08	GR	20250708-0000	104.650000
2025-07-08	GR	20250708-0100	104.650000
2025-07-08	GR	20250708-0200	104.650000
2025-07-08	GR	20250708-0300	104.650000
2025-07-08	GR	20250708-0400	116.440000
2025-07-08	GR	20250708-0500	110.410000
2025-07-08	GR	20250708-0600	99.420000
2025-07-08	GR	20250708-0700	83.740000
2025-07-08	GR	20250708-0800	83.740000
2025-07-08	GR	20250708-0900	83.740000
2025-07-08	GR	20250708-1000	83.740000
2025-07-08	GR	20250708-1100	83.740000
2025-07-08	GR	20250708-1200	83.740000
2025-07-08	GR	20250708-1300	83.740000
2025-07-08	GR	20250708-1400	83.740000
2025-07-08	GR	20250708-1500	125.030000
2025-07-08	GR	20250708-1600	159.550000
2025-07-08	GR	20250708-1700	175.050000
2025-07-08	GR	20250708-1800	178.660000
2025-07-08	GR	20250708-1900	171.130000
2025-07-08	GR	20250708-2000	147.660000
2025-07-08	GR	20250708-2100	109.180000
2025-07-08	GR	20250708-2200	104.650000
2025-07-08	GR	20250708-2300	104.630000
2025-07-08	HU	20250708-0000	58.180000
2025-07-08	HU	20250708-0100	63.160000
2025-07-08	HU	20250708-0200	83.740000
2025-07-08	HU	20250708-0300	83.740000
2025-07-08	HU	20250708-0400	83.740000
2025-07-08	HU	20250708-0500	86.330000
2025-07-08	HU	20250708-0600	86.330000
2025-07-08	HU	20250708-0700	83.740000
2025-07-08	HU	20250708-0800	83.740000
2025-07-08	HU	20250708-0900	83.740000
2025-07-08	HU	20250708-1000	83.740000
2025-07-08	HU	20250708-1100	83.740000
2025-07-08	HU	20250708-1200	83.910000
2025-07-08	HU	20250708-1300	88.150000
2025-07-08	HU	20250708-1400	90.180000
2025-07-08	HU	20250708-1500	88.150000
2025-07-08	HU	20250708-1600	83.740000
2025-07-08	HU	20250708-1700	88.150000
2025-07-08	HU	20250708-1800	88.150000
2025-07-08	HU	20250708-1900	88.150000
2025-07-08	HU	20250708-2000	83.740000
2025-07-08	HU	20250708-2100	83.740000
2025-07-08	HU	20250708-2200	58.180000
2025-07-08	HU	20250708-2300	48.480000
2025-07-08	IT-CNORTH	20250708-0000	100.490000
2025-07-08	IT-CNORTH	20250708-0100	100.490000
2025-07-08	IT-CNORTH	20250708-0200	100.490000
2025-07-08	IT-CNORTH	20250708-0300	100.490000
2025-07-08	IT-CNORTH	20250708-0400	100.490000
2025-07-08	IT-CNORTH	20250708-0500	100.490000
2025-07-08	IT-CNORTH	20250708-0600	100.490000
2025-07-08	IT-CNORTH	20250708-0700	112.120000
2025-07-08	IT-CNORTH	20250708-0800	101.190000
2025-07-08	IT-CNORTH	20250708-0900	100.490000
2025-07-08	IT-CNORTH	20250708-1000	100.490000
2025-07-08	IT-CNORTH	20250708-1100	100.490000
2025-07-08	IT-CNORTH	20250708-1200	100.490000
2025-07-08	IT-CNORTH	20250708-1300	100.490000
2025-07-08	IT-CNORTH	20250708-1400	100.490000
2025-07-08	IT-CNORTH	20250708-1500	111.600000
2025-07-08	IT-CNORTH	20250708-1600	124.620000
2025-07-08	IT-CNORTH	20250708-1700	177.510000
2025-07-08	IT-CNORTH	20250708-1800	168.760000
2025-07-08	IT-CNORTH	20250708-1900	124.620000
2025-07-08	IT-CNORTH	20250708-2000	100.780000
2025-07-08	IT-CNORTH	20250708-2100	100.490000
2025-07-08	IT-CNORTH	20250708-2200	100.490000
2025-07-08	IT-CNORTH	20250708-2300	100.490000
2025-07-08	IT-CSOUTH	20250708-0000	100.490000
2025-07-08	IT-CSOUTH	20250708-0100	100.490000
2025-07-08	IT-CSOUTH	20250708-0200	100.490000
2025-07-08	IT-CSOUTH	20250708-0300	100.490000
2025-07-08	IT-CSOUTH	20250708-0400	100.490000
2025-07-08	IT-CSOUTH	20250708-0500	100.490000
2025-07-08	IT-CSOUTH	20250708-0600	100.490000
2025-07-08	IT-CSOUTH	20250708-0700	112.120000
2025-07-08	IT-CSOUTH	20250708-0800	101.190000
2025-07-08	IT-CSOUTH	20250708-0900	100.490000
2025-07-08	IT-CSOUTH	20250708-1000	100.490000
2025-07-08	IT-CSOUTH	20250708-1100	100.490000
2025-07-08	IT-CSOUTH	20250708-1200	100.490000
2025-07-08	IT-CSOUTH	20250708-1300	100.490000
2025-07-08	IT-CSOUTH	20250708-1400	100.490000
2025-07-08	IT-CSOUTH	20250708-1500	111.600000
2025-07-08	IT-CSOUTH	20250708-1600	124.620000
2025-07-08	IT-CSOUTH	20250708-1700	177.510000
2025-07-08	IT-CSOUTH	20250708-1800	168.760000
2025-07-08	IT-CSOUTH	20250708-1900	124.620000
2025-07-08	IT-CSOUTH	20250708-2000	100.780000
2025-07-08	IT-CSOUTH	20250708-2100	100.490000
2025-07-08	IT-CSOUTH	20250708-2200	100.490000
2025-07-08	IT-CSOUTH	20250708-2300	100.490000
2025-07-08	IT-Calabria	20250708-0000	100.490000
2025-07-08	IT-Calabria	20250708-0100	100.490000
2025-07-08	IT-Calabria	20250708-0200	100.490000
2025-07-08	IT-Calabria	20250708-0300	100.490000
2025-07-08	IT-Calabria	20250708-0400	100.490000
2025-07-08	IT-Calabria	20250708-0500	100.490000
2025-07-08	IT-Calabria	20250708-0600	100.490000
2025-07-08	IT-Calabria	20250708-0700	2.850000
2025-07-08	IT-Calabria	20250708-0800	1.000000
2025-07-08	IT-Calabria	20250708-0900	1.000000
2025-07-08	IT-Calabria	20250708-1000	1.000000
2025-07-08	IT-Calabria	20250708-1100	1.000000
2025-07-08	IT-Calabria	20250708-1200	1.000000
2025-07-08	IT-Calabria	20250708-1300	1.000000
2025-07-08	IT-Calabria	20250708-1400	100.490000
2025-07-08	IT-Calabria	20250708-1500	100.490000
2025-07-08	IT-Calabria	20250708-1600	100.490000
2025-07-08	IT-Calabria	20250708-1700	100.490000
2025-07-08	IT-Calabria	20250708-1800	148.750000
2025-07-08	IT-Calabria	20250708-1900	124.620000
2025-07-08	IT-Calabria	20250708-2000	100.780000
2025-07-08	IT-Calabria	20250708-2100	100.490000
2025-07-08	IT-Calabria	20250708-2200	100.490000
2025-07-08	IT-Calabria	20250708-2300	100.490000
2025-07-08	IT-NORTH	20250708-0000	100.490000
2025-07-08	IT-NORTH	20250708-0100	100.490000
2025-07-08	IT-NORTH	20250708-0200	100.490000
2025-07-08	IT-NORTH	20250708-0300	100.490000
2025-07-08	IT-NORTH	20250708-0400	100.490000
2025-07-08	IT-NORTH	20250708-0500	100.490000
2025-07-08	IT-NORTH	20250708-0600	100.490000
2025-07-08	IT-NORTH	20250708-0700	112.120000
2025-07-08	IT-NORTH	20250708-0800	101.190000
2025-07-08	IT-NORTH	20250708-0900	100.490000
2025-07-08	IT-NORTH	20250708-1000	100.490000
2025-07-08	IT-NORTH	20250708-1100	100.490000
2025-07-08	IT-NORTH	20250708-1200	100.490000
2025-07-08	IT-NORTH	20250708-1300	100.490000
2025-07-08	IT-NORTH	20250708-1400	100.490000
2025-07-08	IT-NORTH	20250708-1500	111.600000
2025-07-08	IT-NORTH	20250708-1600	124.620000
2025-07-08	IT-NORTH	20250708-1700	177.510000
2025-07-08	IT-NORTH	20250708-1800	168.760000
2025-07-08	IT-NORTH	20250708-1900	124.620000
2025-07-08	IT-NORTH	20250708-2000	100.780000
2025-07-08	IT-NORTH	20250708-2100	100.490000
2025-07-08	IT-NORTH	20250708-2200	100.490000
2025-07-08	IT-NORTH	20250708-2300	100.490000
2025-07-08	IT-SOUTH	20250708-0000	100.490000
2025-07-08	IT-SOUTH	20250708-0100	100.490000
2025-07-08	IT-SOUTH	20250708-0200	100.490000
2025-07-08	IT-SOUTH	20250708-0300	100.490000
2025-07-08	IT-SOUTH	20250708-0400	100.490000
2025-07-08	IT-SOUTH	20250708-0500	100.490000
2025-07-08	IT-SOUTH	20250708-0600	100.490000
2025-07-08	IT-SOUTH	20250708-0700	2.850000
2025-07-08	IT-SOUTH	20250708-0800	1.000000
2025-07-08	IT-SOUTH	20250708-0900	1.000000
2025-07-08	IT-SOUTH	20250708-1000	1.000000
2025-07-08	IT-SOUTH	20250708-1100	1.000000
2025-07-08	IT-SOUTH	20250708-1200	1.000000
2025-07-08	IT-SOUTH	20250708-1300	1.000000
2025-07-08	IT-SOUTH	20250708-1400	100.490000
2025-07-08	IT-SOUTH	20250708-1500	100.490000
2025-07-08	IT-SOUTH	20250708-1600	100.490000
2025-07-08	IT-SOUTH	20250708-1700	100.490000
2025-07-08	IT-SOUTH	20250708-1800	148.750000
2025-07-08	IT-SOUTH	20250708-1900	124.620000
2025-07-08	IT-SOUTH	20250708-2000	100.780000
2025-07-08	IT-SOUTH	20250708-2100	100.490000
2025-07-08	IT-SOUTH	20250708-2200	100.490000
2025-07-08	IT-SOUTH	20250708-2300	100.490000
2025-07-08	IT-Sardinia	20250708-0000	100.490000
2025-07-08	IT-Sardinia	20250708-0100	100.490000
2025-07-08	IT-Sardinia	20250708-0200	100.490000
2025-07-08	IT-Sardinia	20250708-0300	100.490000
2025-07-08	IT-Sardinia	20250708-0400	100.490000
2025-07-08	IT-Sardinia	20250708-0500	100.490000
2025-07-08	IT-Sardinia	20250708-0600	90.410000
2025-07-08	IT-Sardinia	20250708-0700	1.000000
2025-07-08	IT-Sardinia	20250708-0800	1.000000
2025-07-08	IT-Sardinia	20250708-0900	1.000000
2025-07-08	IT-Sardinia	20250708-1000	1.000000
2025-07-08	IT-Sardinia	20250708-1100	1.000000
2025-07-08	IT-Sardinia	20250708-1200	1.000000
2025-07-08	IT-Sardinia	20250708-1300	1.000000
2025-07-08	IT-Sardinia	20250708-1400	1.000000
2025-07-08	IT-Sardinia	20250708-1500	1.000000
2025-07-08	IT-Sardinia	20250708-1600	85.500000
2025-07-08	IT-Sardinia	20250708-1700	112.080000
2025-07-08	IT-Sardinia	20250708-1800	123.480000
2025-07-08	IT-Sardinia	20250708-1900	124.620000
2025-07-08	IT-Sardinia	20250708-2000	100.780000
2025-07-08	IT-Sardinia	20250708-2100	100.490000
2025-07-08	IT-Sardinia	20250708-2200	100.490000
2025-07-08	IT-Sardinia	20250708-2300	100.490000
2025-07-08	IT-Sicily	20250708-0000	124.620000
2025-07-08	IT-Sicily	20250708-0100	100.490000
2025-07-08	IT-Sicily	20250708-0200	100.490000
2025-07-08	IT-Sicily	20250708-0300	100.490000
2025-07-08	IT-Sicily	20250708-0400	100.490000
2025-07-08	IT-Sicily	20250708-0500	100.490000
2025-07-08	IT-Sicily	20250708-0600	100.490000
2025-07-08	IT-Sicily	20250708-0700	100.490000
2025-07-08	IT-Sicily	20250708-0800	1.000000
2025-07-08	IT-Sicily	20250708-0900	1.000000
2025-07-08	IT-Sicily	20250708-1000	1.000000
2025-07-08	IT-Sicily	20250708-1100	1.000000
2025-07-08	IT-Sicily	20250708-1200	1.000000
2025-07-08	IT-Sicily	20250708-1300	1.000000
2025-07-08	IT-Sicily	20250708-1400	100.490000
2025-07-08	IT-Sicily	20250708-1500	100.490000
2025-07-08	IT-Sicily	20250708-1600	100.490000
2025-07-08	IT-Sicily	20250708-1700	152.510000
2025-07-08	IT-Sicily	20250708-1800	221.170000
2025-07-08	IT-Sicily	20250708-1900	256.480000
2025-07-08	IT-Sicily	20250708-2000	224.020000
2025-07-08	IT-Sicily	20250708-2100	171.070000
2025-07-08	IT-Sicily	20250708-2200	124.620000
2025-07-08	IT-Sicily	20250708-2300	100.490000
2025-07-08	LT	20250708-0000	46.580000
2025-07-08	LT	20250708-0100	46.390000
2025-07-08	LT	20250708-0200	46.500000
2025-07-08	LT	20250708-0300	44.200000
2025-07-08	LT	20250708-0400	56.770000
2025-07-08	LT	20250708-0500	60.740000
2025-07-08	LT	20250708-0600	56.350000
2025-07-08	LT	20250708-0700	83.740000
2025-07-08	LT	20250708-0800	48.150000
2025-07-08	LT	20250708-0900	9.500000
2025-07-08	LT	20250708-1000	9.500000
2025-07-08	LT	20250708-1100	46.210000
2025-07-08	LT	20250708-1200	39.660000
2025-07-08	LT	20250708-1300	42.510000
2025-07-08	LT	20250708-1400	47.560000
2025-07-08	LT	20250708-1500	52.760000
2025-07-08	LT	20250708-1600	70.090000
2025-07-08	LT	20250708-1700	83.330000
2025-07-08	LT	20250708-1800	86.870000
2025-07-08	LT	20250708-1900	83.930000
2025-07-08	LT	20250708-2000	81.800000
2025-07-08	LT	20250708-2100	68.230000
2025-07-08	LT	20250708-2200	68.230000
2025-07-08	LT	20250708-2300	64.530000
2025-07-08	LV	20250708-0000	46.580000
2025-07-08	LV	20250708-0100	46.390000
2025-07-08	LV	20250708-0200	46.500000
2025-07-08	LV	20250708-0300	44.200000
2025-07-08	LV	20250708-0400	56.770000
2025-07-08	LV	20250708-0500	60.740000
2025-07-08	LV	20250708-0600	56.350000
2025-07-08	LV	20250708-0700	83.740000
2025-07-08	LV	20250708-0800	48.150000
2025-07-08	LV	20250708-0900	9.500000
2025-07-08	LV	20250708-1000	9.500000
2025-07-08	LV	20250708-1100	9.500000
2025-07-08	LV	20250708-1200	39.660000
2025-07-08	LV	20250708-1300	5.000000
2025-07-08	LV	20250708-1400	47.560000
2025-07-08	LV	20250708-1500	52.760000
2025-07-08	LV	20250708-1600	70.090000
2025-07-08	LV	20250708-1700	83.330000
2025-07-08	LV	20250708-1800	86.870000
2025-07-08	LV	20250708-1900	83.930000
2025-07-08	LV	20250708-2000	81.800000
2025-07-08	LV	20250708-2100	68.230000
2025-07-08	LV	20250708-2200	68.230000
2025-07-08	LV	20250708-2300	64.530000
2025-07-08	NL	20250708-0000	83.740000
2025-07-08	NL	20250708-0100	83.740000
2025-07-08	NL	20250708-0200	83.740000
2025-07-08	NL	20250708-0300	83.740000
2025-07-08	NL	20250708-0400	83.740000
2025-07-08	NL	20250708-0500	83.740000
2025-07-08	NL	20250708-0600	83.740000
2025-07-08	NL	20250708-0700	83.740000
2025-07-08	NL	20250708-0800	83.740000
2025-07-08	NL	20250708-0900	83.740000
2025-07-08	NL	20250708-1000	74.420000
2025-07-08	NL	20250708-1100	57.000000
2025-07-08	NL	20250708-1200	48.150000
2025-07-08	NL	20250708-1300	57.000000
2025-07-08	NL	20250708-1400	72.030000
2025-07-08	NL	20250708-1500	80.170000
2025-07-08	NL	20250708-1600	83.740000
2025-07-08	NL	20250708-1700	83.740000
2025-07-08	NL	20250708-1800	83.740000
2025-07-08	NL	20250708-1900	83.740000
2025-07-08	NL	20250708-2000	88.150000
2025-07-08	NL	20250708-2100	88.150000
2025-07-08	NL	20250708-2200	88.150000
2025-07-08	NL	20250708-2300	88.150000
2025-07-08	NO1	20250708-0000	88.150000
2025-07-08	NO1	20250708-0100	87.640000
2025-07-08	NO1	20250708-0200	87.900000
2025-07-08	NO1	20250708-0300	88.570000
2025-07-08	NO1	20250708-0400	88.570000
2025-07-08	NO1	20250708-0500	92.120000
2025-07-08	NO1	20250708-0600	90.060000
2025-07-08	NO1	20250708-0700	88.570000
2025-07-08	NO1	20250708-0800	88.570000
2025-07-08	NO1	20250708-0900	83.740000
2025-07-08	NO1	20250708-1000	65.940000
2025-07-08	NO1	20250708-1100	61.580000
2025-07-08	NO1	20250708-1200	55.580000
2025-07-08	NO1	20250708-1300	55.580000
2025-07-08	NO1	20250708-1400	66.000000
2025-07-08	NO1	20250708-1500	73.370000
2025-07-08	NO1	20250708-1600	88.570000
2025-07-08	NO1	20250708-1700	93.320000
2025-07-08	NO1	20250708-1800	94.200000
2025-07-08	NO1	20250708-1900	94.200000
2025-07-08	NO1	20250708-2000	92.260000
2025-07-08	NO1	20250708-2100	88.570000
2025-07-08	NO1	20250708-2200	88.570000
2025-07-08	NO1	20250708-2300	87.910000
2025-07-08	NO2	20250708-0000	88.150000
2025-07-08	NO2	20250708-0100	88.150000
2025-07-08	NO2	20250708-0200	88.150000
2025-07-08	NO2	20250708-0300	88.150000
2025-07-08	NO2	20250708-0400	88.150000
2025-07-08	NO2	20250708-0500	88.150000
2025-07-08	NO2	20250708-0600	88.150000
2025-07-08	NO2	20250708-0700	88.150000
2025-07-08	NO2	20250708-0800	88.150000
2025-07-08	NO2	20250708-0900	88.150000
2025-07-08	NO2	20250708-1000	74.420000
2025-07-08	NO2	20250708-1100	68.600000
2025-07-08	NO2	20250708-1200	60.610000
2025-07-08	NO2	20250708-1300	60.610000
2025-07-08	NO2	20250708-1400	72.030000
2025-07-08	NO2	20250708-1500	80.170000
2025-07-08	NO2	20250708-1600	88.150000
2025-07-08	NO2	20250708-1700	88.150000
2025-07-08	NO2	20250708-1800	88.150000
2025-07-08	NO2	20250708-1900	88.150000
2025-07-08	NO2	20250708-2000	88.150000
2025-07-08	NO2	20250708-2100	88.150000
2025-07-08	NO2	20250708-2200	88.150000
2025-07-08	NO2	20250708-2300	88.150000
2025-07-08	NO3	20250708-0000	79.340000
2025-07-08	NO3	20250708-0100	78.880000
2025-07-08	NO3	20250708-0200	79.110000
2025-07-08	NO3	20250708-0300	79.710000
2025-07-08	NO3	20250708-0400	79.710000
2025-07-08	NO3	20250708-0500	82.900000
2025-07-08	NO3	20250708-0600	81.050000
2025-07-08	NO3	20250708-0700	79.710000
2025-07-08	NO3	20250708-0800	79.710000
2025-07-08	NO3	20250708-0900	75.370000
2025-07-08	NO3	20250708-1000	59.350000
2025-07-08	NO3	20250708-1100	55.420000
2025-07-08	NO3	20250708-1200	50.020000
2025-07-08	NO3	20250708-1300	50.020000
2025-07-08	NO3	20250708-1400	59.400000
2025-07-08	NO3	20250708-1500	66.030000
2025-07-08	NO3	20250708-1600	79.710000
2025-07-08	NO3	20250708-1700	83.990000
2025-07-08	NO3	20250708-1800	84.780000
2025-07-08	NO3	20250708-1900	84.780000
2025-07-08	NO3	20250708-2000	83.030000
2025-07-08	NO3	20250708-2100	79.710000
2025-07-08	NO3	20250708-2200	79.710000
2025-07-08	NO3	20250708-2300	79.120000
2025-07-08	NO4	20250708-0000	19.550000
2025-07-08	NO4	20250708-0100	18.510000
2025-07-08	NO4	20250708-0200	18.550000
2025-07-08	NO4	20250708-0300	20.200000
2025-07-08	NO4	20250708-0400	25.170000
2025-07-08	NO4	20250708-0500	30.900000
2025-07-08	NO4	20250708-0600	33.940000
2025-07-08	NO4	20250708-0700	31.550000
2025-07-08	NO4	20250708-0800	27.760000
2025-07-08	NO4	20250708-0900	28.320000
2025-07-08	NO4	20250708-1000	30.110000
2025-07-08	NO4	20250708-1100	25.490000
2025-07-08	NO4	20250708-1200	25.690000
2025-07-08	NO4	20250708-1300	24.090000
2025-07-08	NO4	20250708-1400	25.810000
2025-07-08	NO4	20250708-1500	27.190000
2025-07-08	NO4	20250708-1600	27.300000
2025-07-08	NO4	20250708-1700	28.940000
2025-07-08	NO4	20250708-1800	32.920000
2025-07-08	NO4	20250708-1900	30.930000
2025-07-08	NO4	20250708-2000	29.330000
2025-07-08	NO4	20250708-2100	29.790000
2025-07-08	NO4	20250708-2200	25.590000
2025-07-08	NO4	20250708-2300	25.490000
2025-07-08	NO5	20250708-0000	79.340000
2025-07-08	NO5	20250708-0100	78.880000
2025-07-08	NO5	20250708-0200	79.110000
2025-07-08	NO5	20250708-0300	79.710000
2025-07-08	NO5	20250708-0400	79.710000
2025-07-08	NO5	20250708-0500	82.900000
2025-07-08	NO5	20250708-0600	81.050000
2025-07-08	NO5	20250708-0700	79.710000
2025-07-08	NO5	20250708-0800	79.710000
2025-07-08	NO5	20250708-0900	75.370000
2025-07-08	NO5	20250708-1000	59.350000
2025-07-08	NO5	20250708-1100	55.420000
2025-07-08	NO5	20250708-1200	50.020000
2025-07-08	NO5	20250708-1300	50.020000
2025-07-08	NO5	20250708-1400	59.400000
2025-07-08	NO5	20250708-1500	66.030000
2025-07-08	NO5	20250708-1600	79.710000
2025-07-08	NO5	20250708-1700	83.990000
2025-07-08	NO5	20250708-1800	84.780000
2025-07-08	NO5	20250708-1900	84.780000
2025-07-08	NO5	20250708-2000	83.030000
2025-07-08	NO5	20250708-2100	79.710000
2025-07-08	NO5	20250708-2200	79.710000
2025-07-08	NO5	20250708-2300	79.120000
2025-07-08	PL	20250708-0000	92.460000
2025-07-08	PL	20250708-0100	91.540000
2025-07-08	PL	20250708-0200	92.070000
2025-07-08	PL	20250708-0300	93.400000
2025-07-08	PL	20250708-0400	98.550000
2025-07-08	PL	20250708-0500	100.210000
2025-07-08	PL	20250708-0600	96.380000
2025-07-08	PL	20250708-0700	91.660000
2025-07-08	PL	20250708-0800	89.030000
2025-07-08	PL	20250708-0900	89.030000
2025-07-08	PL	20250708-1000	90.430000
2025-07-08	PL	20250708-1100	90.670000
2025-07-08	PL	20250708-1200	90.040000
2025-07-08	PL	20250708-1300	92.860000
2025-07-08	PL	20250708-1400	97.240000
2025-07-08	PL	20250708-1500	100.210000
2025-07-08	PL	20250708-1600	102.510000
2025-07-08	PL	20250708-1700	104.650000
2025-07-08	PL	20250708-1800	104.650000
2025-07-08	PL	20250708-1900	104.650000
2025-07-08	PL	20250708-2000	100.780000
2025-07-08	PL	20250708-2100	93.400000
2025-07-08	PL	20250708-2200	93.400000
2025-07-08	PL	20250708-2300	92.080000
2025-07-08	PT	20250708-0000	48.150000
2025-07-08	PT	20250708-0100	48.150000
2025-07-08	PT	20250708-0200	48.150000
2025-07-08	PT	20250708-0300	48.150000
2025-07-08	PT	20250708-0400	57.000000
2025-07-08	PT	20250708-0500	78.140000
2025-07-08	PT	20250708-0600	58.430000
2025-07-08	PT	20250708-0700	23.750000
2025-07-08	PT	20250708-0800	5.000000
2025-07-08	PT	20250708-0900	5.000000
2025-07-08	PT	20250708-1000	5.000000
2025-07-08	PT	20250708-1100	9.500000
2025-07-08	PT	20250708-1200	5.000000
2025-07-08	PT	20250708-1300	48.150000
2025-07-08	PT	20250708-1400	63.580000
2025-07-08	PT	20250708-1500	83.740000
2025-07-08	PT	20250708-1600	83.740000
2025-07-08	PT	20250708-1700	117.840000
2025-07-08	PT	20250708-1800	83.740000
2025-07-08	PT	20250708-1900	154.260000
2025-07-08	PT	20250708-2000	151.910000
2025-07-08	PT	20250708-2100	83.740000
2025-07-08	PT	20250708-2200	83.740000
2025-07-08	PT	20250708-2300	83.740000
2025-07-08	RO	20250708-0000	104.650000
2025-07-08	RO	20250708-0100	104.650000
2025-07-08	RO	20250708-0200	104.650000
2025-07-08	RO	20250708-0300	104.650000
2025-07-08	RO	20250708-0400	116.440000
2025-07-08	RO	20250708-0500	110.410000
2025-07-08	RO	20250708-0600	104.650000
2025-07-08	RO	20250708-0700	95.280000
2025-07-08	RO	20250708-0800	83.740000
2025-07-08	RO	20250708-0900	83.740000
2025-07-08	RO	20250708-1000	83.740000
2025-07-08	RO	20250708-1100	83.740000
2025-07-08	RO	20250708-1200	83.910000
2025-07-08	RO	20250708-1300	104.650000
2025-07-08	RO	20250708-1400	104.650000
2025-07-08	RO	20250708-1500	125.030000
2025-07-08	RO	20250708-1600	159.550000
2025-07-08	RO	20250708-1700	175.050000
2025-07-08	RO	20250708-1800	178.660000
2025-07-08	RO	20250708-1900	171.130000
2025-07-08	RO	20250708-2000	147.660000
2025-07-08	RO	20250708-2100	109.180000
2025-07-08	RO	20250708-2200	104.650000
2025-07-08	RO	20250708-2300	104.630000
2025-07-08	RS	20250708-0000	104.650000
2025-07-08	RS	20250708-0100	104.650000
2025-07-08	RS	20250708-0200	104.650000
2025-07-08	RS	20250708-0300	104.650000
2025-07-08	RS	20250708-0400	116.440000
2025-07-08	RS	20250708-0500	110.410000
2025-07-08	RS	20250708-0600	104.650000
2025-07-08	RS	20250708-0700	95.280000
2025-07-08	RS	20250708-0800	83.740000
2025-07-08	RS	20250708-0900	83.740000
2025-07-08	RS	20250708-1000	83.740000
2025-07-08	RS	20250708-1100	83.740000
2025-07-08	RS	20250708-1200	83.910000
2025-07-08	RS	20250708-1300	104.650000
2025-07-08	RS	20250708-1400	104.650000
2025-07-08	RS	20250708-1500	125.030000
2025-07-08	RS	20250708-1600	159.550000
2025-07-08	RS	20250708-1700	158.670000
2025-07-08	RS	20250708-1800	178.660000
2025-07-08	RS	20250708-1900	171.130000
2025-07-08	RS	20250708-2000	147.660000
2025-07-08	RS	20250708-2100	109.180000
2025-07-08	RS	20250708-2200	104.650000
2025-07-08	RS	20250708-2300	104.630000
2025-07-08	SE1	20250708-0000	28.460000
2025-07-08	SE1	20250708-0100	24.890000
2025-07-08	SE1	20250708-0200	21.580000
2025-07-08	SE1	20250708-0300	24.540000
2025-07-08	SE1	20250708-0400	31.500000
2025-07-08	SE1	20250708-0500	34.390000
2025-07-08	SE1	20250708-0600	37.000000
2025-07-08	SE1	20250708-0700	36.120000
2025-07-08	SE1	20250708-0800	33.970000
2025-07-08	SE1	20250708-0900	32.320000
2025-07-08	SE1	20250708-1000	30.860000
2025-07-08	SE1	20250708-1100	30.500000
2025-07-08	SE1	20250708-1200	30.700000
2025-07-08	SE1	20250708-1300	30.820000
2025-07-08	SE1	20250708-1400	31.390000
2025-07-08	SE1	20250708-1500	31.910000
2025-07-08	SE1	20250708-1600	31.220000
2025-07-08	SE1	20250708-1700	29.250000
2025-07-08	SE1	20250708-1800	26.520000
2025-07-08	SE1	20250708-1900	21.460000
2025-07-08	SE1	20250708-2000	20.490000
2025-07-08	SE1	20250708-2100	39.160000
2025-07-08	SE1	20250708-2200	20.180000
2025-07-08	SE1	20250708-2300	20.180000
2025-07-08	SE2	20250708-0000	28.460000
2025-07-08	SE2	20250708-0100	26.100000
2025-07-08	SE2	20250708-0200	24.620000
2025-07-08	SE2	20250708-0300	24.540000
2025-07-08	SE2	20250708-0400	26.810000
2025-07-08	SE2	20250708-0500	32.920000
2025-07-08	SE2	20250708-0600	37.000000
2025-07-08	SE2	20250708-0700	36.120000
2025-07-08	SE2	20250708-0800	33.970000
2025-07-08	SE2	20250708-0900	32.320000
2025-07-08	SE2	20250708-1000	30.860000
2025-07-08	SE2	20250708-1100	30.500000
2025-07-08	SE2	20250708-1200	30.700000
2025-07-08	SE2	20250708-1300	30.820000
2025-07-08	SE2	20250708-1400	31.390000
2025-07-08	SE2	20250708-1500	31.910000
2025-07-08	SE2	20250708-1600	31.220000
2025-07-08	SE2	20250708-1700	29.250000
2025-07-08	SE2	20250708-1800	26.520000
2025-07-08	SE2	20250708-1900	21.460000
2025-07-08	SE2	20250708-2000	20.490000
2025-07-08	SE2	20250708-2100	20.180000
2025-07-08	SE2	20250708-2200	20.180000
2025-07-08	SE2	20250708-2300	20.180000
2025-07-08	SE3	20250708-0000	81.100000
2025-07-08	SE3	20250708-0100	81.100000
2025-07-08	SE3	20250708-0200	81.100000
2025-07-08	SE3	20250708-0300	81.100000
2025-07-08	SE3	20250708-0400	88.150000
2025-07-08	SE3	20250708-0500	88.150000
2025-07-08	SE3	20250708-0600	96.380000
2025-07-08	SE3	20250708-0700	93.400000
2025-07-08	SE3	20250708-0800	93.400000
2025-07-08	SE3	20250708-0900	83.740000
