EU	NO1	20260303-0900	91.5600000000
EU	NO1	20260303-1000	87.1200000000
EU	NO1	20260303-1100	86.9000000000
EU	NO1	20260303-1200	86.9000000000
EU	NO1	20260303-1300	86.9000000000
EU	NO1	20260303-1400	91.6700000000
EU	NO1	20260303-1500	91.8900000000
EU	NO1	20260303-1600	107.2200000000
EU	NO1	20260303-1700	107.2200000000
EU	NO1	20260303-1800	107.2200000000
EU	NO1	20260303-1900	107.2200000000
EU	NO1	20260303-2000	100.5000000000
EU	NO1	20260303-2100	91.8900000000
EU	NO1	20260303-2200	91.8900000000
EU	NO1	20260303-2300	91.6700000000
EU	NO2	20260303-0000	107.2200000000
EU	NO2	20260303-0100	107.2200000000
EU	NO2	20260303-0200	107.2200000000
EU	NO2	20260303-0300	107.2200000000
EU	NO2	20260303-0400	107.2200000000
EU	NO2	20260303-0500	107.2200000000
EU	NO2	20260303-0600	107.2200000000
EU	NO2	20260303-0700	107.2200000000
EU	NO2	20260303-0800	107.2200000000
EU	NO2	20260303-0900	107.2200000000
EU	NO2	20260303-1000	107.2200000000
EU	NO2	20260303-1100	107.2200000000
EU	NO2	20260303-1200	107.2200000000
EU	NO2	20260303-1300	107.2200000000
EU	NO2	20260303-1400	107.2200000000
EU	NO2	20260303-1500	107.2200000000
EU	NO2	20260303-1600	107.2200000000
EU	NO2	20260303-1700	107.2200000000
EU	NO2	20260303-1800	107.2200000000
EU	NO2	20260303-1900	107.2200000000
EU	NO2	20260303-2000	107.2200000000
EU	NO2	20260303-2100	107.2200000000
EU	NO2	20260303-2200	107.2200000000
EU	NO2	20260303-2300	107.2200000000
EU	NO3	20260303-0000	87.1200000000
EU	NO3	20260303-0100	87.1200000000
EU	NO3	20260303-0200	91.6700000000
EU	NO3	20260303-0300	91.6700000000
EU	NO3	20260303-0400	91.6700000000
EU	NO3	20260303-0500	91.8900000000
EU	NO3	20260303-0600	102.7000000000
EU	NO3	20260303-0700	92.8500000000
EU	NO3	20260303-0800	91.6700000000
EU	NO3	20260303-0900	91.5600000000
EU	NO3	20260303-1000	87.1200000000
EU	NO3	20260303-1100	86.9000000000
EU	NO3	20260303-1200	86.9000000000
EU	NO3	20260303-1300	86.9000000000
EU	NO3	20260303-1400	91.6700000000
EU	NO3	20260303-1500	91.8900000000
EU	NO3	20260303-1600	107.2200000000
