mode	day	zone	timeslot	price
1z	2026-03-03	BG	20260303-0700	102.330000
1z	2026-03-03	BG	20260303-2000	102.330000
1z	2026-03-03	BG	20260303-1900	160.320000
1z	2026-03-03	BG	20260303-1300	9.500000
1z	2026-03-03	BG	20260303-2300	56.560000
1z	2026-03-03	BG	20260303-1400	12.850000
1z	2026-03-03	BG	20260303-0900	5.390000
1z	2026-03-03	BG	20260303-1700	250.000000
1z	2026-03-03	BG	20260303-0600	166.960000
1z	2026-03-03	BG	20260303-1500	102.330000
1z	2026-03-03	BG	20260303-0400	102.330000
1z	2026-03-03	BG	20260303-2200	67.720000
1z	2026-03-03	BG	20260303-0500	170.130000
1z	2026-03-03	BG	20260303-1200	5.390000
1z	2026-03-03	BG	20260303-1600	177.220000
1z	2026-03-03	BG	20260303-0300	67.720000
1z	2026-03-03	BG	20260303-0800	12.800000
1z	2026-03-03	BG	20260303-0100	67.720000
1z	2026-03-03	BG	20260303-1100	5.000000
1z	2026-03-03	BG	20260303-1000	5.000000
1z	2026-03-03	RO	20260303-0630	161.410000
1z	2026-03-03	RO	20260303-0030	143.030000
1z	2026-03-03	RO	20260303-2000	347.500000
1z	2026-03-03	RO	20260303-1945	234.090000
1z	2026-03-03	RO	20260303-0545	233.920000
1z	2026-03-03	RO	20260303-1430	142.700000
1z	2026-03-03	RO	20260303-1745	366.750000
1z	2026-03-03	RO	20260303-0345	202.340000
1z	2026-03-03	RO	20260303-1715	375.970000
1z	2026-03-03	RO	20260303-1815	348.280000
1z	2026-03-03	RO	20260303-1545	345.730000
1z	2026-03-03	RO	20260303-1230	101.860000
1z	2026-03-03	RO	20260303-0145	143.790000
1z	2026-03-03	RO	20260303-0245	149.870000
1z	2026-03-03	RO	20260303-1045	94.540000
1z	2026-03-03	RO	20260303-0815	102.330000
1z	2026-03-03	RO	20260303-2245	149.220000
1z	2026-03-03	RO	20260303-0600	218.530000
1z	2026-03-03	RO	20260303-0915	100.160000
1z	2026-03-03	RO	20260303-1330	102.330000
1z	2026-03-03	RO	20260303-1145	97.100000
1z	2026-03-03	RO	20260303-1530	249.640000
1z	2026-03-03	RO	20260303-2345	144.970000
1z	2026-03-03	RO	20260303-1100	97.000000
1z	2026-03-03	RO	20260303-1000	101.590000
1z	2026-03-03	RO	20260303-1630	376.470000
1z	2026-03-03	RO	20260303-2315	144.970000
1z	2026-03-03	RO	20260303-1730	378.260000
1z	2026-03-03	RO	20260303-0415	154.330000
1z	2026-03-03	RO	20260303-0515	221.850000
1z	2026-03-03	RO	20260303-0730	127.870000
1z	2026-03-03	RO	20260303-1030	96.420000
1z	2026-03-03	RO	20260303-1400	102.330000
1z	2026-03-03	RO	20260303-0115	143.880000
1z	2026-03-03	RO	20260303-1645	403.290000
1z	2026-03-03	RO	20260303-2115	211.130000
1z	2026-03-03	RO	20260303-1700	367.030000
1z	2026-03-03	RO	20260303-0230	148.530000
1z	2026-03-03	RO	20260303-2230	150.140000
1z	2026-03-03	RO	20260303-0645	149.940000
1z	2026-03-03	RO	20260303-0215	146.870000
1z	2026-03-03	RO	20260303-1600	271.870000
1z	2026-03-03	RO	20260303-1115	96.360000
1z	2026-03-03	RO	20260303-0715	136.970000
1z	2026-03-03	RO	20260303-0200	145.950000
1z	2026-03-03	RO	20260303-1415	130.140000
1z	2026-03-03	RO	20260303-0445	231.670000
1z	2026-03-03	RO	20260303-0700	144.550000
1z	2026-03-03	RO	20260303-2145	151.490000
1z	2026-03-03	RO	20260303-1900	383.520000
1z	2026-03-03	RO	20260303-1300	101.860000
1z	2026-03-03	RO	20260303-0615	207.210000
1z	2026-03-03	RO	20260303-1130	96.230000
1z	2026-03-03	RO	20260303-2300	145.370000
1z	2026-03-03	RO	20260303-1215	101.860000
1z	2026-03-03	RO	20260303-1615	346.000000
1z	2026-03-03	RO	20260303-1245	101.860000
1z	2026-03-03	RO	20260303-1845	250.160000
1z	2026-03-03	RO	20260303-1930	264.470000
1z	2026-03-03	RO	20260303-0315	149.210000
1z	2026-03-03	RO	20260303-0400	147.740000
1z	2026-03-03	RO	20260303-0530	230.130000
1z	2026-03-03	RO	20260303-0500	207.920000
1z	2026-03-03	RO	20260303-1915	344.290000
1z	2026-03-03	RO	20260303-0300	145.360000
1z	2026-03-03	RO	20260303-0930	95.060000
1z	2026-03-03	RO	20260303-0830	101.860000
1z	2026-03-03	RO	20260303-1315	101.860000
1z	2026-03-03	RO	20260303-1800	365.890000
1z	2026-03-03	RO	20260303-1830	272.240000
1z	2026-03-03	RO	20260303-1445	155.310000
1z	2026-03-03	RO	20260303-0000	146.080000
1z	2026-03-03	RO	20260303-2100	233.590000
1z	2026-03-03	RO	20260303-2215	151.820000
1z	2026-03-03	RO	20260303-1345	130.810000
1z	2026-03-03	RO	20260303-0015	144.560000
1z	2026-03-03	RO	20260303-1015	98.750000
1z	2026-03-03	RO	20260303-2045	205.970000
1z	2026-03-03	RO	20260303-2330	145.350000
1z	2026-03-03	RO	20260303-1515	209.470000
1z	2026-03-03	RO	20260303-0045	142.220000
1z	2026-03-03	RO	20260303-0900	101.860000
1z	2026-03-03	RO	20260303-2200	153.490000
1z	2026-03-03	RO	20260303-0845	101.860000
1z	2026-03-03	RO	20260303-1500	150.740000
1z	2026-03-03	RO	20260303-2030	230.300000
1z	2026-03-03	RO	20260303-0945	91.140000
1z	2026-03-03	RO	20260303-0430	207.960000
1z	2026-03-03	RO	20260303-2130	163.320000
1z	2026-03-03	RO	20260303-0745	102.330000
1z	2026-03-03	RO	20260303-1200	100.660000
1z	2026-03-03	RO	20260303-0330	154.220000
1z	2026-03-03	RO	20260303-0800	129.810000
1z	2026-03-03	RO	20260303-0100	144.320000
1z	2026-03-03	RO	20260303-0130	143.850000
1z	2026-03-03	RO	20260303-2015	260.590000
1z	2026-03-03	RS	20260303-1800	186.920000
1z	2026-03-03	RS	20260303-2100	102.330000
1z	2026-03-03	RS	20260303-0000	102.330000
1z	2026-03-03	RS	20260303-0200	94.900000
1z	2026-03-03	RS	20260303-0700	185.420000
1z	2026-03-03	RS	20260303-2000	177.430000
1z	2026-03-03	RS	20260303-1900	187.640000
1z	2026-03-03	RS	20260303-1300	102.330000
1z	2026-03-03	RS	20260303-2300	102.330000
1z	2026-03-03	RS	20260303-1400	102.330000
1z	2026-03-03	RS	20260303-0900	102.330000
1z	2026-03-03	RS	20260303-1700	184.940000
1z	2026-03-03	RS	20260303-0600	173.900000
1z	2026-03-03	RS	20260303-1500	102.330000
1z	2026-03-03	RS	20260303-0400	102.330000
1z	2026-03-03	RS	20260303-2200	102.330000
1z	2026-03-03	RS	20260303-0500	102.330000
1z	2026-03-03	RS	20260303-1200	91.320000
1z	2026-03-03	RS	20260303-1600	168.410000
1z	2026-03-03	RS	20260303-0300	92.410000
1z	2026-03-03	RS	20260303-0800	169.820000
1z	2026-03-03	RS	20260303-0100	102.330000
1z	2026-03-03	RS	20260303-1100	91.140000
1z	2026-03-03	RS	20260303-1000	102.330000
1z	2026-03-03	HU	20260303-0630	101.860000
1z	2026-03-03	HU	20260303-0030	67.740000
1z	2026-03-03	HU	20260303-2000	101.860000
1z	2026-03-03	HU	20260303-1945	101.860000
1z	2026-03-03	HU	20260303-0545	101.860000
1z	2026-03-03	HU	20260303-1430	67.220000
1z	2026-03-03	HU	20260303-1745	101.860000
1z	2026-03-03	HU	20260303-0345	101.860000
1z	2026-03-03	HU	20260303-1715	101.860000
1z	2026-03-03	HU	20260303-1815	101.860000
1z	2026-03-03	HU	20260303-1545	101.860000
1z	2026-03-03	HU	20260303-1230	67.220000
1z	2026-03-03	HU	20260303-0145	67.720000
1z	2026-03-03	HU	20260303-0245	101.860000
1z	2026-03-03	HU	20260303-1045	67.220000
1z	2026-03-03	HU	20260303-0815	67.220000
1z	2026-03-03	HU	20260303-2245	67.220000
1z	2026-03-03	HU	20260303-0600	101.860000
1z	2026-03-03	HU	20260303-0915	67.220000
1z	2026-03-03	HU	20260303-1330	67.220000
1z	2026-03-03	HU	20260303-1145	67.220000
1z	2026-03-03	HU	20260303-1530	101.860000
1z	2026-03-03	HU	20260303-2345	101.860000
1z	2026-03-03	HU	20260303-1100	67.220000
1z	2026-03-03	HU	20260303-1000	67.220000
1z	2026-03-03	HU	20260303-1630	101.860000
1z	2026-03-03	HU	20260303-2315	101.860000
1z	2026-03-03	HU	20260303-1730	101.860000
1z	2026-03-03	HU	20260303-0415	101.860000
1z	2026-03-03	HU	20260303-0515	101.860000
1z	2026-03-03	HU	20260303-0730	67.220000
1z	2026-03-03	HU	20260303-1030	67.220000
1z	2026-03-03	HU	20260303-1400	10.500000
1z	2026-03-03	HU	20260303-0115	67.860000
1z	2026-03-03	HU	20260303-1645	101.860000
1z	2026-03-03	HU	20260303-2115	101.860000
1z	2026-03-03	HU	20260303-1700	101.860000
1z	2026-03-03	HU	20260303-0230	101.860000
1z	2026-03-03	HU	20260303-2230	67.770000
1z	2026-03-03	HU	20260303-0645	67.220000
1z	2026-03-03	HU	20260303-0215	101.860000
1z	2026-03-03	HU	20260303-1600	101.860000
1z	2026-03-03	HU	20260303-1115	67.220000
1z	2026-03-03	HU	20260303-0715	101.860000
1z	2026-03-03	HU	20260303-0200	101.860000
1z	2026-03-03	HU	20260303-1415	57.000000
1z	2026-03-03	HU	20260303-0445	101.860000
1z	2026-03-03	HU	20260303-0700	101.860000
1z	2026-03-03	HU	20260303-2145	101.860000
1z	2026-03-03	HU	20260303-1900	101.860000
1z	2026-03-03	HU	20260303-1300	12.500000
1z	2026-03-03	HU	20260303-0615	101.860000
1z	2026-03-03	HU	20260303-1130	67.220000
1z	2026-03-03	HU	20260303-2300	101.860000
1z	2026-03-03	HU	20260303-1215	63.290000
1z	2026-03-03	HU	20260303-1615	101.860000
1z	2026-03-03	HU	20260303-1245	67.220000
1z	2026-03-03	HU	20260303-1845	101.860000
1z	2026-03-03	HU	20260303-1930	101.860000
1z	2026-03-03	HU	20260303-0315	101.860000
1z	2026-03-03	HU	20260303-0400	101.860000
1z	2026-03-03	HU	20260303-0530	101.860000
1z	2026-03-03	HU	20260303-0500	101.860000
1z	2026-03-03	HU	20260303-1915	101.860000
1z	2026-03-03	HU	20260303-0300	101.860000
1z	2026-03-03	HU	20260303-0930	63.320000
1z	2026-03-03	HU	20260303-0830	30.000000
1z	2026-03-03	HU	20260303-1315	57.000000
1z	2026-03-03	HU	20260303-1800	101.860000
1z	2026-03-03	HU	20260303-1830	101.860000
1z	2026-03-03	HU	20260303-1445	101.860000
1z	2026-03-03	HU	20260303-0000	101.860000
1z	2026-03-03	HU	20260303-2100	101.860000
1z	2026-03-03	HU	20260303-2215	91.730000
1z	2026-03-03	HU	20260303-1345	68.250000
1z	2026-03-03	HU	20260303-0015	82.160000
1z	2026-03-03	HU	20260303-1015	67.220000
1z	2026-03-03	HU	20260303-2045	101.860000
1z	2026-03-03	HU	20260303-2330	101.860000
1z	2026-03-03	HU	20260303-1515	67.220000
1z	2026-03-03	HU	20260303-0045	67.220000
1z	2026-03-03	HU	20260303-0900	67.220000
1z	2026-03-03	HU	20260303-2200	101.860000
1z	2026-03-03	HU	20260303-0845	10.500000
1z	2026-03-03	HU	20260303-1500	56.560000
1z	2026-03-03	HU	20260303-2030	101.860000
1z	2026-03-03	HU	20260303-0945	57.000000
1z	2026-03-03	HU	20260303-0430	101.860000
1z	2026-03-03	HU	20260303-2130	101.860000
1z	2026-03-03	HU	20260303-0745	57.000000
1z	2026-03-03	HU	20260303-1200	57.000000
1z	2026-03-03	HU	20260303-0330	101.860000
1z	2026-03-03	HU	20260303-0800	68.040000
1z	2026-03-03	HU	20260303-0100	75.340000
1z	2026-03-03	HU	20260303-0130	67.720000
1z	2026-03-03	HU	20260303-2015	101.860000
5z	2026-03-03	BG	20260303-0000	129.570000
5z	2026-03-03	BG	20260303-0100	127.940000
5z	2026-03-03	BG	20260303-0200	132.220000
5z	2026-03-03	BG	20260303-0300	146.190000
5z	2026-03-03	BG	20260303-0400	155.490000
5z	2026-03-03	BG	20260303-0500	177.650000
5z	2026-03-03	BG	20260303-0600	173.410000
5z	2026-03-03	BG	20260303-0700	121.020000
5z	2026-03-03	BG	20260303-0800	101.860000
5z	2026-03-03	BG	20260303-0900	13.510000
5z	2026-03-03	BG	20260303-1000	12.500000
5z	2026-03-03	BG	20260303-1100	12.500000
5z	2026-03-03	BG	20260303-1200	10.510000
5z	2026-03-03	BG	20260303-1300	67.720000
5z	2026-03-03	BG	20260303-1400	101.860000
5z	2026-03-03	BG	20260303-1500	156.810000
5z	2026-03-03	BG	20260303-1600	337.700000
5z	2026-03-03	BG	20260303-1700	380.760000
5z	2026-03-03	BG	20260303-1800	317.800000
5z	2026-03-03	BG	20260303-1900	180.410000
5z	2026-03-03	BG	20260303-2000	178.160000
5z	2026-03-03	BG	20260303-2100	158.960000
5z	2026-03-03	BG	20260303-2200	150.190000
5z	2026-03-03	BG	20260303-2300	130.170000
5z	2026-03-03	GR	20260303-0000	129.570000
5z	2026-03-03	GR	20260303-0100	127.940000
5z	2026-03-03	GR	20260303-0200	132.220000
5z	2026-03-03	GR	20260303-0300	146.190000
5z	2026-03-03	GR	20260303-0400	155.490000
5z	2026-03-03	GR	20260303-0500	177.650000
5z	2026-03-03	GR	20260303-0600	158.880000
5z	2026-03-03	GR	20260303-0700	101.860000
5z	2026-03-03	GR	20260303-0800	101.860000
5z	2026-03-03	GR	20260303-0900	5.390000
5z	2026-03-03	GR	20260303-1000	5.360000
5z	2026-03-03	GR	20260303-1100	5.360000
5z	2026-03-03	GR	20260303-1200	10.510000
5z	2026-03-03	GR	20260303-1300	67.720000
5z	2026-03-03	GR	20260303-1400	101.860000
5z	2026-03-03	GR	20260303-1500	156.810000
5z	2026-03-03	GR	20260303-1600	181.130000
5z	2026-03-03	GR	20260303-1700	186.370000
5z	2026-03-03	GR	20260303-1800	187.640000
5z	2026-03-03	GR	20260303-1900	180.410000
5z	2026-03-03	GR	20260303-2000	178.160000
5z	2026-03-03	GR	20260303-2100	158.960000
5z	2026-03-03	GR	20260303-2200	150.190000
5z	2026-03-03	GR	20260303-2300	130.170000
5z	2026-03-03	HU	20260303-0000	75.340000
5z	2026-03-03	HU	20260303-0100	67.720000
5z	2026-03-03	HU	20260303-0200	101.860000
5z	2026-03-03	HU	20260303-0300	101.860000
5z	2026-03-03	HU	20260303-0400	101.860000
5z	2026-03-03	HU	20260303-0500	101.860000
5z	2026-03-03	HU	20260303-0600	101.860000
5z	2026-03-03	HU	20260303-0700	101.860000
5z	2026-03-03	HU	20260303-0800	63.000000
5z	2026-03-03	HU	20260303-0900	67.220000
5z	2026-03-03	HU	20260303-1000	67.220000
5z	2026-03-03	HU	20260303-1100	67.220000
5z	2026-03-03	HU	20260303-1200	67.220000
5z	2026-03-03	HU	20260303-1300	67.220000
5z	2026-03-03	HU	20260303-1400	67.220000
5z	2026-03-03	HU	20260303-1500	86.570000
5z	2026-03-03	HU	20260303-1600	101.860000
5z	2026-03-03	HU	20260303-1700	101.860000
5z	2026-03-03	HU	20260303-1800	101.860000
5z	2026-03-03	HU	20260303-1900	101.860000
5z	2026-03-03	HU	20260303-2000	101.860000
5z	2026-03-03	HU	20260303-2100	101.860000
5z	2026-03-03	HU	20260303-2200	77.300000
5z	2026-03-03	HU	20260303-2300	101.860000
5z	2026-03-03	RO	20260303-0000	129.570000
5z	2026-03-03	RO	20260303-0100	127.940000
5z	2026-03-03	RO	20260303-0200	132.220000
5z	2026-03-03	RO	20260303-0300	146.190000
5z	2026-03-03	RO	20260303-0400	155.490000
5z	2026-03-03	RO	20260303-0500	177.650000
5z	2026-03-03	RO	20260303-0600	173.410000
5z	2026-03-03	RO	20260303-0700	121.020000
5z	2026-03-03	RO	20260303-0800	101.860000
5z	2026-03-03	RO	20260303-0900	13.510000
5z	2026-03-03	RO	20260303-1000	12.500000
5z	2026-03-03	RO	20260303-1100	12.500000
5z	2026-03-03	RO	20260303-1200	10.510000
5z	2026-03-03	RO	20260303-1300	67.720000
5z	2026-03-03	RO	20260303-1400	101.860000
5z	2026-03-03	RO	20260303-1500	156.810000
5z	2026-03-03	RO	20260303-1600	337.700000
5z	2026-03-03	RO	20260303-1700	380.760000
5z	2026-03-03	RO	20260303-1800	317.800000
5z	2026-03-03	RO	20260303-1900	180.410000
5z	2026-03-03	RO	20260303-2000	178.160000
5z	2026-03-03	RO	20260303-2100	158.960000
5z	2026-03-03	RO	20260303-2200	150.190000
5z	2026-03-03	RO	20260303-2300	130.170000
5z	2026-03-03	RS	20260303-0000	102.330000
5z	2026-03-03	RS	20260303-0100	102.330000
5z	2026-03-03	RS	20260303-0200	94.900000
5z	2026-03-03	RS	20260303-0300	92.410000
5z	2026-03-03	RS	20260303-0400	102.330000
5z	2026-03-03	RS	20260303-0500	102.330000
5z	2026-03-03	RS	20260303-0600	173.900000
5z	2026-03-03	RS	20260303-0700	185.420000
5z	2026-03-03	RS	20260303-0800	169.820000
5z	2026-03-03	RS	20260303-0900	102.330000
5z	2026-03-03	RS	20260303-1000	102.330000
5z	2026-03-03	RS	20260303-1100	91.140000
5z	2026-03-03	RS	20260303-1200	91.320000
5z	2026-03-03	RS	20260303-1300	102.330000
5z	2026-03-03	RS	20260303-1400	102.330000
5z	2026-03-03	RS	20260303-1500	102.330000
5z	2026-03-03	RS	20260303-1600	168.410000
5z	2026-03-03	RS	20260303-1700	184.940000
5z	2026-03-03	RS	20260303-1800	186.920000
5z	2026-03-03	RS	20260303-1900	187.640000
5z	2026-03-03	RS	20260303-2000	177.430000
5z	2026-03-03	RS	20260303-2100	102.330000
5z	2026-03-03	RS	20260303-2200	102.330000
5z	2026-03-03	RS	20260303-2300	102.330000
1z	2026-05-12	GR	20260512-0445	181.900000
1z	2026-05-12	GR	20260512-0200	110.340000
1z	2026-05-12	GR	20260512-1800	196.810000
1z	2026-05-12	GR	20260512-0600	72.840000
1z	2026-05-12	GR	20260512-1815	197.470000
1z	2026-05-12	GR	20260512-0115	107.200000
1z	2026-05-12	GR	20260512-2145	110.340000
1z	2026-05-12	GR	20260512-1845	194.390000
1z	2026-05-12	GR	20260512-0730	1.000000
1z	2026-05-12	GR	20260512-0745	1.000000
1z	2026-05-12	GR	20260512-0415	190.710000
1z	2026-05-12	GR	20260512-0145	107.200000
1z	2026-05-12	GR	20260512-0315	187.840000
1z	2026-05-12	GR	20260512-0215	110.340000
1z	2026-05-12	GR	20260512-0230	110.340000
1z	2026-05-12	GR	20260512-1345	1.000000
1z	2026-05-12	GR	20260512-2045	110.340000
1z	2026-05-12	GR	20260512-2345	107.200000
1z	2026-05-12	GR	20260512-1445	5.640000
1z	2026-05-12	GR	20260512-0045	107.200000
1z	2026-05-12	GR	20260512-0630	5.640000
1z	2026-05-12	GR	20260512-2115	110.340000
1z	2026-05-12	GR	20260512-2230	107.200000
1z	2026-05-12	GR	20260512-1530	72.840000
1z	2026-05-12	GR	20260512-1945	182.600000
1z	2026-05-12	GR	20260512-1045	1.000000
1z	2026-05-12	GR	20260512-2100	110.340000
1z	2026-05-12	GR	20260512-0715	1.000000
1z	2026-05-12	GR	20260512-0900	1.000000
1z	2026-05-12	GR	20260512-0700	2.850000
1z	2026-05-12	GR	20260512-0930	1.000000
1z	2026-05-12	GR	20260512-0645	5.640000
1z	2026-05-12	GR	20260512-1300	1.000000
1z	2026-05-12	GR	20260512-1630	107.200000
1z	2026-05-12	GR	20260512-0345	189.830000
1z	2026-05-12	GR	20260512-1030	1.000000
1z	2026-05-12	GR	20260512-1200	1.000000
1z	2026-05-12	GR	20260512-0030	107.200000
1z	2026-05-12	GR	20260512-1930	185.030000
1z	2026-05-12	GR	20260512-1615	107.200000
1z	2026-05-12	GR	20260512-1645	110.340000
1z	2026-05-12	GR	20260512-1715	185.750000
1z	2026-05-12	GR	20260512-0000	107.200000
1z	2026-05-12	GR	20260512-1600	107.200000
1z	2026-05-12	GR	20260512-1100	1.000000
1z	2026-05-12	GR	20260512-1500	5.640000
1z	2026-05-12	GR	20260512-2215	107.200000
1z	2026-05-12	GR	20260512-0530	107.200000
1z	2026-05-12	GR	20260512-0130	107.200000
1z	2026-05-12	GR	20260512-1245	1.000000
1z	2026-05-12	GR	20260512-0100	107.200000
1z	2026-05-12	GR	20260512-1745	190.600000
1z	2026-05-12	GR	20260512-0400	192.470000
1z	2026-05-12	GR	20260512-1515	5.810000
1z	2026-05-12	GR	20260512-1015	1.000000
1z	2026-05-12	GR	20260512-1000	1.000000
1z	2026-05-12	GR	20260512-0330	189.170000
1z	2026-05-12	GR	20260512-2200	107.200000
1z	2026-05-12	GR	20260512-1330	1.000000
1z	2026-05-12	GR	20260512-2030	110.340000
1z	2026-05-12	GR	20260512-1400	1.000000
1z	2026-05-12	GR	20260512-2330	107.200000
1z	2026-05-12	GR	20260512-0245	181.720000
1z	2026-05-12	GR	20260512-2300	107.200000
1z	2026-05-12	GR	20260512-2130	110.340000
1z	2026-05-12	GR	20260512-1430	1.000000
1z	2026-05-12	GR	20260512-0015	107.200000
1z	2026-05-12	GR	20260512-1215	1.000000
1z	2026-05-12	GR	20260512-2315	107.200000
1z	2026-05-12	GR	20260512-1230	1.000000
1z	2026-05-12	GR	20260512-1315	1.000000
1z	2026-05-12	GR	20260512-2015	110.340000
1z	2026-05-12	GR	20260512-1545	107.200000
1z	2026-05-12	GR	20260512-2245	107.200000
1z	2026-05-12	GR	20260512-0830	1.000000
1z	2026-05-12	GR	20260512-1145	1.000000
1z	2026-05-12	GR	20260512-0500	107.200000
1z	2026-05-12	GR	20260512-0915	1.000000
1z	2026-05-12	GR	20260512-1115	1.000000
1z	2026-05-12	GR	20260512-0615	5.810000
1z	2026-05-12	GR	20260512-0300	186.080000
1z	2026-05-12	GR	20260512-1900	191.190000
1z	2026-05-12	GR	20260512-1415	1.000000
1z	2026-05-12	GR	20260512-0845	1.000000
1z	2026-05-12	GR	20260512-0815	1.000000
1z	2026-05-12	GR	20260512-1700	110.340000
1z	2026-05-12	GR	20260512-1130	1.000000
1z	2026-05-12	GR	20260512-1730	188.620000
1z	2026-05-12	GR	20260512-0430	187.400000
1z	2026-05-12	GR	20260512-0945	1.000000
1z	2026-05-12	GR	20260512-1830	196.370000
1z	2026-05-12	GR	20260512-1915	187.890000
1z	2026-05-12	GR	20260512-0545	107.200000
1z	2026-05-12	GR	20260512-0800	1.000000
1z	2026-05-12	GR	20260512-2000	182.010000
1z	2026-05-12	GR	20260512-0515	107.200000
1z	2026-05-12	BG	20260512-0200	9.500000
1z	2026-05-12	BG	20260512-1000	1.000000
1z	2026-05-12	BG	20260512-0300	72.840000
1z	2026-05-12	BG	20260512-0600	76.140000
1z	2026-05-12	BG	20260512-1800	537.730000
1z	2026-05-12	BG	20260512-1900	186.050000
1z	2026-05-12	BG	20260512-2100	76.140000
1z	2026-05-12	BG	20260512-2200	13.350000
1z	2026-05-12	BG	20260512-0900	1.000000
1z	2026-05-12	BG	20260512-0700	9.500000
1z	2026-05-12	BG	20260512-1400	9.500000
1z	2026-05-12	BG	20260512-1700	3000.000000
1z	2026-05-12	BG	20260512-2300	11.070000
1z	2026-05-12	BG	20260512-1300	5.000000
1z	2026-05-12	BG	20260512-1200	2.850000
1z	2026-05-12	BG	20260512-0000	9.500000
1z	2026-05-12	BG	20260512-1600	178.920000
1z	2026-05-12	BG	20260512-1100	1.000000
1z	2026-05-12	BG	20260512-1500	17.260000
1z	2026-05-12	BG	20260512-0800	5.000000
1z	2026-05-12	BG	20260512-2000	172.940000
1z	2026-05-12	BG	20260512-0100	9.500000
1z	2026-05-12	BG	20260512-0500	97.490000
1z	2026-05-12	BG	20260512-0400	76.140000
1z	2026-05-12	RO	20260512-0445	12.880000
1z	2026-05-12	RO	20260512-0200	10.760000
1z	2026-05-12	RO	20260512-1800	238.770000
1z	2026-05-12	RO	20260512-0600	9.500000
1z	2026-05-12	RO	20260512-1815	237.490000
1z	2026-05-12	RO	20260512-0115	10.720000
1z	2026-05-12	RO	20260512-2145	97.490000
1z	2026-05-12	RO	20260512-1845	231.150000
1z	2026-05-12	RO	20260512-0730	9.500000
1z	2026-05-12	RO	20260512-0745	9.500000
1z	2026-05-12	RO	20260512-0415	13.010000
1z	2026-05-12	RO	20260512-0145	12.890000
1z	2026-05-12	RO	20260512-0315	12.990000
1z	2026-05-12	RO	20260512-0215	12.930000
1z	2026-05-12	RO	20260512-0230	16.720000
1z	2026-05-12	RO	20260512-1345	12.910000
1z	2026-05-12	RO	20260512-2045	107.200000
1z	2026-05-12	RO	20260512-2345	72.840000
1z	2026-05-12	RO	20260512-1445	85.500000
1z	2026-05-12	RO	20260512-0045	16.790000
1z	2026-05-12	RO	20260512-0630	9.500000
1z	2026-05-12	RO	20260512-2115	107.200000
1z	2026-05-12	RO	20260512-2230	76.140000
1z	2026-05-12	RO	20260512-1530	110.340000
1z	2026-05-12	RO	20260512-1945	110.340000
1z	2026-05-12	RO	20260512-1045	5.810000
1z	2026-05-12	RO	20260512-2100	107.200000
1z	2026-05-12	RO	20260512-0715	9.500000
1z	2026-05-12	RO	20260512-0900	5.640000
1z	2026-05-12	RO	20260512-0700	10.670000
1z	2026-05-12	RO	20260512-0930	5.640000
1z	2026-05-12	RO	20260512-0645	5.810000
1z	2026-05-12	RO	20260512-1300	9.500000
1z	2026-05-12	RO	20260512-1630	110.340000
1z	2026-05-12	RO	20260512-0345	72.840000
1z	2026-05-12	RO	20260512-1030	5.810000
1z	2026-05-12	RO	20260512-1200	9.500000
1z	2026-05-12	RO	20260512-0030	13.030000
1z	2026-05-12	RO	20260512-1930	162.540000
1z	2026-05-12	RO	20260512-1615	110.340000
1z	2026-05-12	RO	20260512-1645	201.490000
1z	2026-05-12	RO	20260512-1715	231.930000
1z	2026-05-12	RO	20260512-0000	12.900000
1z	2026-05-12	RO	20260512-1600	107.200000
1z	2026-05-12	RO	20260512-1100	5.810000
1z	2026-05-12	RO	20260512-1500	85.500000
1z	2026-05-12	RO	20260512-2215	85.500000
1z	2026-05-12	RO	20260512-0530	10.680000
1z	2026-05-12	RO	20260512-0130	10.770000
1z	2026-05-12	RO	20260512-1245	9.500000
1z	2026-05-12	RO	20260512-0100	10.680000
1z	2026-05-12	RO	20260512-1745	235.370000
1z	2026-05-12	RO	20260512-0400	12.920000
1z	2026-05-12	RO	20260512-1515	107.200000
1z	2026-05-12	RO	20260512-1015	5.640000
1z	2026-05-12	RO	20260512-1000	5.810000
1z	2026-05-12	RO	20260512-0330	16.880000
1z	2026-05-12	RO	20260512-2200	85.500000
1z	2026-05-12	RO	20260512-1330	10.680000
1z	2026-05-12	RO	20260512-2030	110.340000
1z	2026-05-12	RO	20260512-1400	10.700000
1z	2026-05-12	RO	20260512-2330	72.840000
1z	2026-05-12	RO	20260512-0245	62.620000
1z	2026-05-12	RO	20260512-2300	72.840000
1z	2026-05-12	RO	20260512-2130	107.200000
1z	2026-05-12	RO	20260512-1430	72.840000
1z	2026-05-12	RO	20260512-0015	12.950000
1z	2026-05-12	RO	20260512-1215	9.500000
1z	2026-05-12	RO	20260512-2315	72.840000
1z	2026-05-12	RO	20260512-1230	9.500000
1z	2026-05-12	RO	20260512-1315	9.500000
1z	2026-05-12	RO	20260512-2015	203.520000
1z	2026-05-12	RO	20260512-1545	192.480000
1z	2026-05-12	RO	20260512-2245	76.140000
1z	2026-05-12	RO	20260512-0830	5.810000
1z	2026-05-12	RO	20260512-1145	5.810000
1z	2026-05-12	RO	20260512-0500	12.970000
1z	2026-05-12	RO	20260512-0915	5.640000
1z	2026-05-12	RO	20260512-1115	5.810000
1z	2026-05-12	RO	20260512-0615	9.500000
1z	2026-05-12	RO	20260512-0300	10.790000
1z	2026-05-12	RO	20260512-1900	237.060000
1z	2026-05-12	RO	20260512-1415	13.040000
