mode	day	zone	timeslot	price
1z	2026-06-20	HU	20260620-0700	63.640000
1z	2026-06-20	HU	20260620-2315	63.640000
1z	2026-06-20	HU	20260620-0815	11.180000
1z	2026-06-20	HU	20260620-1415	5.180000
1z	2026-06-20	HU	20260620-1200	5.000000
1z	2026-06-20	HU	20260620-1615	18.040000
1z	2026-06-20	HU	20260620-2215	63.640000
1z	2026-06-20	HU	20260620-0300	98.460000
1z	2026-06-20	HU	20260620-1230	5.000000
1z	2026-06-20	HU	20260620-0045	63.640000
1z	2026-06-20	HU	20260620-1315	5.000000
1z	2026-06-20	HU	20260620-0630	18.210000
1z	2026-06-20	HU	20260620-0845	9.500000
1z	2026-06-20	HU	20260620-0945	5.180000
1z	2026-06-20	HU	20260620-0530	11.270000
1z	2026-06-20	HU	20260620-0215	75.340000
1z	2026-06-20	HU	20260620-1430	5.180000
1z	2026-06-20	HU	20260620-1330	5.180000
1z	2026-06-20	HU	20260620-0315	98.460000
1z	2026-06-20	HU	20260620-0230	75.340000
1z	2026-06-20	HU	20260620-1500	5.180000
1z	2026-06-20	HU	20260620-2045	75.340000
1z	2026-06-20	HU	20260620-0800	11.340000
1z	2026-06-20	HU	20260620-0000	75.340000
1z	2026-06-20	HU	20260620-0245	75.340000
1z	2026-06-20	HU	20260620-0730	18.280000
1z	2026-06-20	HU	20260620-1130	5.000000
1z	2026-06-20	HU	20260620-1700	75.340000
1z	2026-06-20	HU	20260620-2200	75.340000
1z	2026-06-20	HU	20260620-0130	63.640000
5z	2026-06-20	BG	20260620-0000	114.170000
5z	2026-06-20	BG	20260620-0100	114.170000
5z	2026-06-20	BG	20260620-0200	114.170000
5z	2026-06-20	BG	20260620-0300	98.460000
5z	2026-06-20	BG	20260620-0400	63.640000
5z	2026-06-20	BG	20260620-0500	9.500000
5z	2026-06-20	BG	20260620-0600	3.750000
5z	2026-06-20	BG	20260620-0700	3.150000
5z	2026-06-20	BG	20260620-0800	2.850000
5z	2026-06-20	BG	20260620-0900	1.000000
5z	2026-06-20	BG	20260620-1000	1.000000
5z	2026-06-20	BG	20260620-1100	1.000000
5z	2026-06-20	BG	20260620-1200	1.000000
5z	2026-06-20	BG	20260620-1300	3.770000
5z	2026-06-20	BG	20260620-1400	5.180000
5z	2026-06-20	BG	20260620-1500	63.640000
5z	2026-06-20	BG	20260620-1600	98.460000
5z	2026-06-20	BG	20260620-1700	172.330000
5z	2026-06-20	BG	20260620-1800	181.370000
5z	2026-06-20	BG	20260620-1900	178.310000
5z	2026-06-20	BG	20260620-2000	170.290000
5z	2026-06-20	BG	20260620-2100	114.170000
5z	2026-06-20	BG	20260620-2200	150.870000
5z	2026-06-20	BG	20260620-2300	114.170000
5z	2026-06-20	GR	20260620-0000	114.170000
5z	2026-06-20	GR	20260620-0100	114.170000
5z	2026-06-20	GR	20260620-0200	98.460000
5z	2026-06-20	GR	20260620-0300	98.460000
5z	2026-06-20	GR	20260620-0400	63.640000
5z	2026-06-20	GR	20260620-0500	9.500000
5z	2026-06-20	GR	20260620-0600	3.750000
5z	2026-06-20	GR	20260620-0700	1.000000
5z	2026-06-20	GR	20260620-0800	1.000000
5z	2026-06-20	GR	20260620-0900	1.000000
5z	2026-06-20	GR	20260620-1000	1.000000
5z	2026-06-20	GR	20260620-1100	1.000000
5z	2026-06-20	GR	20260620-1200	1.000000
5z	2026-06-20	GR	20260620-1300	1.000000
5z	2026-06-20	GR	20260620-1400	5.180000
5z	2026-06-20	GR	20260620-1500	63.640000
5z	2026-06-20	GR	20260620-1600	98.460000
5z	2026-06-20	GR	20260620-1700	172.330000
5z	2026-06-20	GR	20260620-1800	181.370000
5z	2026-06-20	GR	20260620-1900	178.310000
5z	2026-06-20	GR	20260620-2000	170.290000
5z	2026-06-20	GR	20260620-2100	114.170000
5z	2026-06-20	GR	20260620-2200	98.460000
5z	2026-06-20	GR	20260620-2300	114.170000
5z	2026-06-20	HU	20260620-0000	63.640000
5z	2026-06-20	HU	20260620-0100	63.640000
5z	2026-06-20	HU	20260620-0200	75.340000
5z	2026-06-20	HU	20260620-0300	75.340000
5z	2026-06-20	HU	20260620-0400	30.000000
5z	2026-06-20	HU	20260620-0500	13.700000
5z	2026-06-20	HU	20260620-0600	57.000000
5z	2026-06-20	HU	20260620-0700	57.000000
5z	2026-06-20	HU	20260620-0800	11.040000
5z	2026-06-20	HU	20260620-0900	5.180000
5z	2026-06-20	HU	20260620-1000	5.180000
5z	2026-06-20	HU	20260620-1100	5.000000
5z	2026-06-20	HU	20260620-1200	5.000000
5z	2026-06-20	HU	20260620-1300	5.000000
5z	2026-06-20	HU	20260620-1400	5.180000
5z	2026-06-20	HU	20260620-1500	9.500000
5z	2026-06-20	HU	20260620-1600	57.000000
5z	2026-06-20	HU	20260620-1700	98.460000
5z	2026-06-20	HU	20260620-1800	98.460000
5z	2026-06-20	HU	20260620-1900	98.460000
5z	2026-06-20	HU	20260620-2000	98.460000
5z	2026-06-20	HU	20260620-2100	75.340000
5z	2026-06-20	HU	20260620-2200	63.640000
5z	2026-06-20	HU	20260620-2300	63.640000
5z	2026-06-20	RO	20260620-0000	114.170000
5z	2026-06-20	RO	20260620-0100	114.170000
5z	2026-06-20	RO	20260620-0200	114.170000
5z	2026-06-20	RO	20260620-0300	172.990000
5z	2026-06-20	RO	20260620-0400	250.000000
5z	2026-06-20	RO	20260620-0500	220.610000
5z	2026-06-20	RO	20260620-0600	163.110000
5z	2026-06-20	RO	20260620-0700	98.460000
5z	2026-06-20	RO	20260620-0800	2.850000
5z	2026-06-20	RO	20260620-0900	1.000000
5z	2026-06-20	RO	20260620-1000	1.000000
5z	2026-06-20	RO	20260620-1100	1.000000
5z	2026-06-20	RO	20260620-1200	1.000000
5z	2026-06-20	RO	20260620-1300	3.770000
5z	2026-06-20	RO	20260620-1400	136.580000
5z	2026-06-20	RO	20260620-1500	172.840000
5z	2026-06-20	RO	20260620-1600	3000.000000
5z	2026-06-20	RO	20260620-1700	3000.000000
5z	2026-06-20	RO	20260620-1800	3000.000000
5z	2026-06-20	RO	20260620-1900	3000.000000
5z	2026-06-20	RO	20260620-2000	3000.000000
5z	2026-06-20	RO	20260620-2100	279.000000
5z	2026-06-20	RO	20260620-2200	175.970000
5z	2026-06-20	RO	20260620-2300	114.170000
5z	2026-06-20	RS	20260620-0000	114.170000
5z	2026-06-20	RS	20260620-0100	114.170000
5z	2026-06-20	RS	20260620-0200	114.170000
5z	2026-06-20	RS	20260620-0300	114.170000
5z	2026-06-20	RS	20260620-0400	114.170000
5z	2026-06-20	RS	20260620-0500	114.170000
5z	2026-06-20	RS	20260620-0600	114.170000
5z	2026-06-20	RS	20260620-0700	114.170000
5z	2026-06-20	RS	20260620-0800	114.170000
5z	2026-06-20	RS	20260620-0900	114.170000
5z	2026-06-20	RS	20260620-1000	114.170000
5z	2026-06-20	RS	20260620-1100	114.170000
5z	2026-06-20	RS	20260620-1200	114.170000
5z	2026-06-20	RS	20260620-1300	114.170000
5z	2026-06-20	RS	20260620-1400	114.170000
5z	2026-06-20	RS	20260620-1500	114.170000
5z	2026-06-20	RS	20260620-1600	218.400000
5z	2026-06-20	RS	20260620-1700	236.800000
5z	2026-06-20	RS	20260620-1800	278.870000
5z	2026-06-20	RS	20260620-1900	311.030000
5z	2026-06-20	RS	20260620-2000	230.430000
5z	2026-06-20	RS	20260620-2100	157.530000
5z	2026-06-20	RS	20260620-2200	144.240000
5z	2026-06-20	RS	20260620-2300	114.170000
1z	2026-07-08	GR	20260708-1400	79.980000
1z	2026-07-08	GR	20260708-0200	108.860000
1z	2026-07-08	GR	20260708-0030	108.860000
1z	2026-07-08	GR	20260708-1900	200.530000
1z	2026-07-08	GR	20260708-1145	6.000000
1z	2026-07-08	GR	20260708-0400	113.980000
1z	2026-07-08	GR	20260708-1315	74.590000
1z	2026-07-08	GR	20260708-2145	113.980000
1z	2026-07-08	GR	20260708-1915	198.260000
1z	2026-07-08	GR	20260708-0530	108.860000
1z	2026-07-08	GR	20260708-1115	5.730000
1z	2026-07-08	GR	20260708-0915	5.730000
1z	2026-07-08	GR	20260708-2015	190.140000
1z	2026-07-08	GR	20260708-0245	108.860000
1z	2026-07-08	GR	20260708-0430	108.860000
1z	2026-07-08	GR	20260708-1500	108.860000
1z	2026-07-08	GR	20260708-1130	6.000000
1z	2026-07-08	GR	20260708-1215	74.590000
1z	2026-07-08	GR	20260708-1045	5.730000
1z	2026-07-08	GR	20260708-1745	195.120000
1z	2026-07-08	GR	20260708-2245	108.860000
1z	2026-07-08	GR	20260708-2215	108.860000
1z	2026-07-08	GR	20260708-2030	187.860000
1z	2026-07-08	GR	20260708-0100	108.860000
1z	2026-07-08	GR	20260708-0945	5.730000
1z	2026-07-08	GR	20260708-0830	74.590000
1z	2026-07-08	GR	20260708-2345	108.860000
1z	2026-07-08	GR	20260708-1030	5.730000
1z	2026-07-08	GR	20260708-2300	108.860000
1z	2026-07-08	GR	20260708-0315	108.860000
1z	2026-07-08	GR	20260708-0415	113.980000
1z	2026-07-08	GR	20260708-1815	199.340000
1z	2026-07-08	GR	20260708-1715	194.090000
1z	2026-07-08	GR	20260708-0615	108.860000
1z	2026-07-08	GR	20260708-0815	74.590000
1z	2026-07-08	GR	20260708-1630	191.040000
1z	2026-07-08	GR	20260708-1830	199.130000
1z	2026-07-08	GR	20260708-1430	108.860000
1z	2026-07-08	GR	20260708-1700	191.400000
1z	2026-07-08	GR	20260708-2130	180.580000
1z	2026-07-08	GR	20260708-0330	108.860000
1z	2026-07-08	GR	20260708-0130	108.860000
1z	2026-07-08	GR	20260708-2200	108.860000
1z	2026-07-08	GR	20260708-0930	5.730000
1z	2026-07-08	GR	20260708-0745	74.590000
1z	2026-07-08	GR	20260708-0345	113.980000
1z	2026-07-08	GR	20260708-1600	113.980000
1z	2026-07-08	GR	20260708-1845	197.680000
1z	2026-07-08	GR	20260708-1515	108.860000
1z	2026-07-08	GR	20260708-0645	95.420000
1z	2026-07-08	GR	20260708-1230	74.590000
1z	2026-07-08	GR	20260708-1300	74.590000
1z	2026-07-08	GR	20260708-2330	108.860000
1z	2026-07-08	GR	20260708-0015	108.860000
1z	2026-07-08	GR	20260708-2230	108.860000
1z	2026-07-08	GR	20260708-0230	108.860000
1z	2026-07-08	GR	20260708-2315	108.860000
1z	2026-07-08	GR	20260708-0115	108.860000
1z	2026-07-08	GR	20260708-1945	193.300000
1z	2026-07-08	GR	20260708-1615	184.850000
1z	2026-07-08	GR	20260708-1200	6.000000
1z	2026-07-08	GR	20260708-1645	196.420000
1z	2026-07-08	GR	20260708-0045	108.860000
1z	2026-07-08	GR	20260708-0215	108.860000
1z	2026-07-08	GR	20260708-1730	194.910000
1z	2026-07-08	GR	20260708-0000	108.860000
1z	2026-07-08	GR	20260708-0800	74.590000
1z	2026-07-08	GR	20260708-1015	5.730000
1z	2026-07-08	GR	20260708-1345	79.980000
1z	2026-07-08	GR	20260708-1245	74.590000
1z	2026-07-08	GR	20260708-0500	166.420000
1z	2026-07-08	GR	20260708-0515	108.860000
1z	2026-07-08	GR	20260708-0700	85.500000
1z	2026-07-08	GR	20260708-1930	195.780000
1z	2026-07-08	GR	20260708-1800	199.540000
1z	2026-07-08	GR	20260708-2000	192.410000
1z	2026-07-08	GR	20260708-0145	108.860000
1z	2026-07-08	GR	20260708-1330	74.590000
1z	2026-07-08	GR	20260708-2115	183.060000
1z	2026-07-08	GR	20260708-1445	108.860000
1z	2026-07-08	GR	20260708-0900	5.730000
1z	2026-07-08	GR	20260708-0845	6.000000
1z	2026-07-08	GR	20260708-1530	108.860000
1z	2026-07-08	GR	20260708-2045	185.180000
1z	2026-07-08	GR	20260708-0715	74.590000
1z	2026-07-08	GR	20260708-0630	108.860000
1z	2026-07-08	GR	20260708-0730	74.590000
1z	2026-07-08	GR	20260708-2100	185.340000
1z	2026-07-08	GR	20260708-1415	108.860000
1z	2026-07-08	GR	20260708-1100	5.730000
1z	2026-07-08	GR	20260708-1545	113.980000
1z	2026-07-08	GR	20260708-1000	5.730000
1z	2026-07-08	GR	20260708-0445	108.860000
1z	2026-07-08	GR	20260708-0545	108.860000
1z	2026-07-08	GR	20260708-0600	108.860000
1z	2026-07-08	GR	20260708-0300	108.860000
1z	2026-07-08	BG	20260708-0700	12.590000
1z	2026-07-08	BG	20260708-1400	10.540000
1z	2026-07-08	BG	20260708-1600	159.940000
1z	2026-07-08	BG	20260708-1800	3000.000000
1z	2026-07-08	BG	20260708-2000	3000.000000
1z	2026-07-08	BG	20260708-0200	113.980000
1z	2026-07-08	BG	20260708-1300	12.590000
1z	2026-07-08	BG	20260708-0100	108.860000
1z	2026-07-08	BG	20260708-1900	3000.000000
1z	2026-07-08	BG	20260708-0900	5.000000
1z	2026-07-08	BG	20260708-2300	108.860000
1z	2026-07-08	BG	20260708-0400	108.860000
1z	2026-07-08	BG	20260708-1200	3.750000
1z	2026-07-08	BG	20260708-2100	143.880000
1z	2026-07-08	BG	20260708-1100	2.850000
1z	2026-07-08	BG	20260708-0000	108.860000
1z	2026-07-08	BG	20260708-0800	5.730000
1z	2026-07-08	BG	20260708-1500	100.120000
1z	2026-07-08	BG	20260708-1700	3000.000000
1z	2026-07-08	BG	20260708-1000	2.850000
1z	2026-07-08	BG	20260708-0500	143.500000
1z	2026-07-08	BG	20260708-0600	113.980000
1z	2026-07-08	BG	20260708-2200	113.980000
1z	2026-07-08	BG	20260708-0300	108.860000
1z	2026-07-08	RO	20260708-1400	108.860000
1z	2026-07-08	RO	20260708-0200	113.980000
1z	2026-07-08	RO	20260708-0030	138.590000
1z	2026-07-08	RO	20260708-1900	237.630000
1z	2026-07-08	RO	20260708-1145	94.520000
1z	2026-07-08	RO	20260708-0400	189.880000
1z	2026-07-08	RO	20260708-1315	108.860000
1z	2026-07-08	RO	20260708-2145	113.980000
1z	2026-07-08	RO	20260708-1915	227.960000
1z	2026-07-08	RO	20260708-0530	138.900000
1z	2026-07-08	RO	20260708-1115	85.500000
1z	2026-07-08	RO	20260708-0915	108.860000
1z	2026-07-08	RO	20260708-2015	179.460000
1z	2026-07-08	RO	20260708-0245	113.980000
1z	2026-07-08	RO	20260708-0430	182.060000
1z	2026-07-08	RO	20260708-1500	182.580000
1z	2026-07-08	RO	20260708-1130	94.510000
1z	2026-07-08	RO	20260708-1215	85.500000
1z	2026-07-08	RO	20260708-1045	94.520000
1z	2026-07-08	RO	20260708-1745	234.970000
1z	2026-07-08	RO	20260708-2245	151.890000
1z	2026-07-08	RO	20260708-2215	164.620000
1z	2026-07-08	RO	20260708-2030	156.280000
1z	2026-07-08	RO	20260708-0100	113.980000
1z	2026-07-08	RO	20260708-0945	108.860000
1z	2026-07-08	RO	20260708-0830	108.860000
1z	2026-07-08	RO	20260708-2345	158.750000
1z	2026-07-08	RO	20260708-1030	94.510000
1z	2026-07-08	RO	20260708-2300	175.700000
1z	2026-07-08	RO	20260708-0315	152.870000
1z	2026-07-08	RO	20260708-0415	198.860000
1z	2026-07-08	RO	20260708-1815	225.070000
1z	2026-07-08	RO	20260708-1715	224.000000
1z	2026-07-08	RO	20260708-0615	113.980000
1z	2026-07-08	RO	20260708-0815	113.980000
1z	2026-07-08	RO	20260708-1630	210.340000
1z	2026-07-08	RO	20260708-1830	224.450000
1z	2026-07-08	RO	20260708-1430	113.980000
1z	2026-07-08	RO	20260708-1700	216.180000
1z	2026-07-08	RO	20260708-2130	151.660000
1z	2026-07-08	RO	20260708-0330	155.480000
1z	2026-07-08	RO	20260708-0130	113.980000
1z	2026-07-08	RO	20260708-2200	179.330000
1z	2026-07-08	RO	20260708-0930	108.860000
1z	2026-07-08	RO	20260708-0745	108.860000
1z	2026-07-08	RO	20260708-0345	162.290000
1z	2026-07-08	RO	20260708-1600	156.020000
1z	2026-07-08	RO	20260708-1845	221.070000
1z	2026-07-08	RO	20260708-1515	210.510000
1z	2026-07-08	RO	20260708-0645	113.980000
1z	2026-07-08	RO	20260708-1230	85.500000
1z	2026-07-08	RO	20260708-1300	108.860000
1z	2026-07-08	RO	20260708-2330	159.890000
1z	2026-07-08	RO	20260708-0015	138.300000
1z	2026-07-08	RO	20260708-2230	157.280000
1z	2026-07-08	RO	20260708-0230	113.980000
1z	2026-07-08	RO	20260708-2315	161.120000
1z	2026-07-08	RO	20260708-0115	113.980000
1z	2026-07-08	RO	20260708-1945	206.730000
1z	2026-07-08	RO	20260708-1615	186.380000
1z	2026-07-08	RO	20260708-1200	85.500000
1z	2026-07-08	RO	20260708-1645	220.340000
1z	2026-07-08	RO	20260708-0045	138.890000
1z	2026-07-08	RO	20260708-0215	113.980000
1z	2026-07-08	RO	20260708-1730	229.770000
1z	2026-07-08	RO	20260708-0000	136.610000
1z	2026-07-08	RO	20260708-0800	113.980000
1z	2026-07-08	RO	20260708-1015	94.510000
1z	2026-07-08	RO	20260708-1345	108.860000
1z	2026-07-08	RO	20260708-1245	85.500000
1z	2026-07-08	RO	20260708-0500	176.830000
1z	2026-07-08	RO	20260708-0515	159.250000
1z	2026-07-08	RO	20260708-0700	113.980000
1z	2026-07-08	RO	20260708-1930	218.600000
1z	2026-07-08	RO	20260708-1800	224.070000
1z	2026-07-08	RO	20260708-2000	206.080000
1z	2026-07-08	RO	20260708-0145	113.980000
1z	2026-07-08	RO	20260708-1330	108.860000
1z	2026-07-08	RO	20260708-2115	159.880000
1z	2026-07-08	RO	20260708-1445	139.760000
1z	2026-07-08	RO	20260708-0900	108.860000
1z	2026-07-08	RO	20260708-0845	108.860000
1z	2026-07-08	RO	20260708-1530	224.270000
1z	2026-07-08	RO	20260708-2045	113.980000
1z	2026-07-08	RO	20260708-0715	113.980000
1z	2026-07-08	RO	20260708-0630	113.980000
1z	2026-07-08	RO	20260708-0730	113.980000
1z	2026-07-08	RO	20260708-2100	175.980000
1z	2026-07-08	RO	20260708-1415	113.980000
1z	2026-07-08	RO	20260708-1100	85.500000
1z	2026-07-08	RO	20260708-1545	236.880000
1z	2026-07-08	RO	20260708-1000	94.510000
1z	2026-07-08	RO	20260708-0445	174.150000
1z	2026-07-08	RO	20260708-0545	113.980000
1z	2026-07-08	RO	20260708-0600	154.200000
1z	2026-07-08	RO	20260708-0300	151.040000
1z	2026-07-08	RS	20260708-0700	113.980000
1z	2026-07-08	RS	20260708-1400	113.980000
1z	2026-07-08	RS	20260708-1600	176.950000
1z	2026-07-08	RS	20260708-1800	193.680000
1z	2026-07-08	RS	20260708-2000	184.630000
1z	2026-07-08	RS	20260708-0200	79.980000
1z	2026-07-08	RS	20260708-1300	108.860000
1z	2026-07-08	RS	20260708-0100	79.980000
1z	2026-07-08	RS	20260708-1900	200.530000
1z	2026-07-08	RS	20260708-0900	79.980000
1z	2026-07-08	RS	20260708-2300	79.980000
1z	2026-07-08	RS	20260708-0400	113.980000
1z	2026-07-08	RS	20260708-1200	79.980000
1z	2026-07-08	RS	20260708-2100	113.980000
1z	2026-07-08	RS	20260708-1100	79.980000
1z	2026-07-08	RS	20260708-0000	108.860000
1z	2026-07-08	RS	20260708-0800	108.860000
1z	2026-07-08	RS	20260708-1500	113.980000
1z	2026-07-08	RS	20260708-1700	187.280000
1z	2026-07-08	RS	20260708-1000	79.980000
1z	2026-07-08	RS	20260708-0500	113.980000
1z	2026-07-08	RS	20260708-0600	113.980000
1z	2026-07-08	RS	20260708-2200	113.980000
1z	2026-07-08	RS	20260708-0300	79.980000
1z	2026-07-08	HU	20260708-1400	9.500000
1z	2026-07-08	HU	20260708-0200	9.500000
1z	2026-07-08	HU	20260708-0030	9.500000
1z	2026-07-08	HU	20260708-1900	106.590000
1z	2026-07-08	HU	20260708-1145	5.730000
1z	2026-07-08	HU	20260708-0400	9.500000
1z	2026-07-08	HU	20260708-1315	9.500000
1z	2026-07-08	HU	20260708-2145	74.590000
1z	2026-07-08	HU	20260708-1915	106.590000
1z	2026-07-08	HU	20260708-0530	9.500000
1z	2026-07-08	HU	20260708-1115	5.730000
1z	2026-07-08	HU	20260708-0915	5.730000
1z	2026-07-08	HU	20260708-2015	74.590000
1z	2026-07-08	HU	20260708-0245	9.500000
1z	2026-07-08	HU	20260708-0430	9.500000
1z	2026-07-08	HU	20260708-1500	11.500000
1z	2026-07-08	HU	20260708-1130	5.730000
1z	2026-07-08	HU	20260708-1215	9.500000
1z	2026-07-08	HU	20260708-1045	5.000000
1z	2026-07-08	HU	20260708-1745	106.590000
1z	2026-07-08	HU	20260708-2245	11.670000
1z	2026-07-08	HU	20260708-2215	18.970000
1z	2026-07-08	HU	20260708-2030	74.590000
1z	2026-07-08	HU	20260708-0100	9.500000
1z	2026-07-08	HU	20260708-0945	5.000000
1z	2026-07-08	HU	20260708-0830	5.000000
1z	2026-07-08	HU	20260708-2345	14.060000
1z	2026-07-08	HU	20260708-1030	5.000000
1z	2026-07-08	HU	20260708-2300	19.300000
1z	2026-07-08	HU	20260708-0315	9.500000
1z	2026-07-08	HU	20260708-0415	9.500000
1z	2026-07-08	HU	20260708-1815	106.590000
1z	2026-07-08	HU	20260708-1715	75.340000
1z	2026-07-08	HU	20260708-0615	9.500000
1z	2026-07-08	HU	20260708-0815	5.730000
1z	2026-07-08	HU	20260708-1630	106.590000
1z	2026-07-08	HU	20260708-1830	106.590000
1z	2026-07-08	HU	20260708-1430	11.430000
1z	2026-07-08	HU	20260708-1700	74.590000
1z	2026-07-08	HU	20260708-2130	74.590000
1z	2026-07-08	HU	20260708-0330	11.260000
1z	2026-07-08	HU	20260708-0130	9.500000
1z	2026-07-08	HU	20260708-2200	65.390000
1z	2026-07-08	HU	20260708-0930	5.000000
1z	2026-07-08	HU	20260708-0745	5.000000
1z	2026-07-08	HU	20260708-0345	11.500000
1z	2026-07-08	HU	20260708-1600	19.000000
1z	2026-07-08	HU	20260708-1845	106.590000
1z	2026-07-08	HU	20260708-1515	19.260000
1z	2026-07-08	HU	20260708-0645	5.730000
1z	2026-07-08	HU	20260708-1230	9.500000
1z	2026-07-08	HU	20260708-1300	9.500000
1z	2026-07-08	HU	20260708-2330	14.320000
1z	2026-07-08	HU	20260708-0015	9.500000
1z	2026-07-08	HU	20260708-2230	14.290000
1z	2026-07-08	HU	20260708-0230	9.500000
1z	2026-07-08	HU	20260708-2315	18.750000
1z	2026-07-08	HU	20260708-0115	9.500000
1z	2026-07-08	HU	20260708-1945	102.760000
1z	2026-07-08	HU	20260708-1615	74.590000
1z	2026-07-08	HU	20260708-1200	9.500000
1z	2026-07-08	HU	20260708-1645	108.860000
1z	2026-07-08	HU	20260708-0045	9.500000
1z	2026-07-08	HU	20260708-0215	9.500000
1z	2026-07-08	HU	20260708-1730	106.590000
1z	2026-07-08	HU	20260708-0000	9.500000
1z	2026-07-08	HU	20260708-0800	5.730000
1z	2026-07-08	HU	20260708-1015	5.000000
1z	2026-07-08	HU	20260708-1345	9.500000
1z	2026-07-08	HU	20260708-1245	9.500000
1z	2026-07-08	HU	20260708-0500	11.280000
1z	2026-07-08	HU	20260708-0515	9.500000
1z	2026-07-08	HU	20260708-0700	5.730000
1z	2026-07-08	HU	20260708-1930	106.590000
1z	2026-07-08	HU	20260708-1800	106.590000
1z	2026-07-08	HU	20260708-2000	74.590000
1z	2026-07-08	HU	20260708-0145	9.500000
1z	2026-07-08	HU	20260708-1330	9.500000
1z	2026-07-08	HU	20260708-2115	74.590000
1z	2026-07-08	HU	20260708-1445	14.580000
1z	2026-07-08	HU	20260708-0900	5.730000
1z	2026-07-08	HU	20260708-0845	5.000000
1z	2026-07-08	HU	20260708-1530	74.590000
1z	2026-07-08	HU	20260708-2045	74.590000
1z	2026-07-08	HU	20260708-0715	5.730000
1z	2026-07-08	HU	20260708-0630	5.730000
1z	2026-07-08	HU	20260708-0730	5.730000
1z	2026-07-08	HU	20260708-2100	74.590000
1z	2026-07-08	HU	20260708-1415	9.500000
1z	2026-07-08	HU	20260708-1100	5.730000
1z	2026-07-08	HU	20260708-1545	106.590000
1z	2026-07-08	HU	20260708-1000	5.730000
1z	2026-07-08	HU	20260708-0445	9.500000
1z	2026-07-08	HU	20260708-0545	9.500000
1z	2026-07-08	HU	20260708-0600	9.500000
1z	2026-07-08	HU	20260708-0300	9.500000
5z	2026-07-08	BG	20260708-0000	113.980000
5z	2026-07-08	BG	20260708-0100	108.860000
5z	2026-07-08	BG	20260708-0200	108.860000
5z	2026-07-08	BG	20260708-0300	113.980000
5z	2026-07-08	BG	20260708-0400	113.980000
5z	2026-07-08	BG	20260708-0500	108.860000
5z	2026-07-08	BG	20260708-0600	79.980000
5z	2026-07-08	BG	20260708-0700	9.500000
5z	2026-07-08	BG	20260708-0800	5.730000
5z	2026-07-08	BG	20260708-0900	9.500000
5z	2026-07-08	BG	20260708-1000	6.000000
5z	2026-07-08	BG	20260708-1100	6.000000
5z	2026-07-08	BG	20260708-1200	9.500000
5z	2026-07-08	BG	20260708-1300	74.590000
5z	2026-07-08	BG	20260708-1400	108.860000
5z	2026-07-08	BG	20260708-1500	113.980000
5z	2026-07-08	BG	20260708-1600	184.000000
5z	2026-07-08	BG	20260708-1700	263.220000
5z	2026-07-08	BG	20260708-1800	200.530000
5z	2026-07-08	BG	20260708-1900	258.800000
5z	2026-07-08	BG	20260708-2000	185.500000
5z	2026-07-08	BG	20260708-2100	156.510000
5z	2026-07-08	BG	20260708-2200	113.980000
5z	2026-07-08	BG	20260708-2300	108.860000
5z	2026-07-08	GR	20260708-0000	113.980000
5z	2026-07-08	GR	20260708-0100	108.860000
5z	2026-07-08	GR	20260708-0200	108.860000
5z	2026-07-08	GR	20260708-0300	113.980000
5z	2026-07-08	GR	20260708-0400	113.980000
5z	2026-07-08	GR	20260708-0500	108.860000
5z	2026-07-08	GR	20260708-0600	79.980000
5z	2026-07-08	GR	20260708-0700	9.500000
5z	2026-07-08	GR	20260708-0800	5.730000
5z	2026-07-08	GR	20260708-0900	9.500000
5z	2026-07-08	GR	20260708-1000	6.000000
5z	2026-07-08	GR	20260708-1100	6.000000
5z	2026-07-08	GR	20260708-1200	9.500000
5z	2026-07-08	GR	20260708-1300	74.590000
5z	2026-07-08	GR	20260708-1400	108.860000
5z	2026-07-08	GR	20260708-1500	113.980000
5z	2026-07-08	GR	20260708-1600	184.000000
5z	2026-07-08	GR	20260708-1700	263.220000
5z	2026-07-08	GR	20260708-1800	200.530000
5z	2026-07-08	GR	20260708-1900	258.800000
5z	2026-07-08	GR	20260708-2000	185.500000
5z	2026-07-08	GR	20260708-2100	156.510000
5z	2026-07-08	GR	20260708-2200	113.980000
5z	2026-07-08	GR	20260708-2300	108.860000
5z	2026-07-08	HU	20260708-0000	9.500000
5z	2026-07-08	HU	20260708-0100	11.200000
5z	2026-07-08	HU	20260708-0200	11.200000
5z	2026-07-08	HU	20260708-0300	11.300000
5z	2026-07-08	HU	20260708-0400	9.500000
5z	2026-07-08	HU	20260708-0500	9.500000
5z	2026-07-08	HU	20260708-0600	9.500000
5z	2026-07-08	HU	20260708-0700	5.730000
5z	2026-07-08	HU	20260708-0800	5.270000
5z	2026-07-08	HU	20260708-0900	5.000000
5z	2026-07-08	HU	20260708-1000	5.000000
5z	2026-07-08	HU	20260708-1100	5.730000
5z	2026-07-08	HU	20260708-1200	9.500000
5z	2026-07-08	HU	20260708-1300	9.500000
5z	2026-07-08	HU	20260708-1400	11.280000
5z	2026-07-08	HU	20260708-1500	74.590000
5z	2026-07-08	HU	20260708-1600	106.590000
5z	2026-07-08	HU	20260708-1700	106.590000
5z	2026-07-08	HU	20260708-1800	106.590000
5z	2026-07-08	HU	20260708-1900	106.590000
5z	2026-07-08	HU	20260708-2000	74.590000
5z	2026-07-08	HU	20260708-2100	74.590000
5z	2026-07-08	HU	20260708-2200	19.280000
5z	2026-07-08	HU	20260708-2300	19.150000
5z	2026-07-08	RO	20260708-0000	113.980000
