zone	timeslot	price
SE4	20260301-1200	23.75
SE4	20260301-1500	45.57
SE4	20260301-0400	11
SE4	20260301-0800	12.27
SE4	20260301-1900	61.91
SE4	20260301-0100	15.37
SE4	20260301-1100	23.75
SE4	20260301-2100	54.89
SE4	20260301-1700	75.6
SE4	20260301-1600	74.93
SE4	20260301-0700	11
SE4	20260301-2000	63.37
SE4	20260301-2200	54.6
SE4	20260301-2300	53.93
SE4	20260301-1000	26.35
SE4	20260301-1800	70.78
SE4	20260301-0300	11
SE4	20260301-1300	26.25
SE4	20260301-0000	12.22
SE4	20260301-0600	12.27
SE4	20260301-0200	12.22
SE4	20260301-0900	30
SE4	20260301-1400	1
SI	20260302-0300	80.13
SI	20260302-0200	78.4
SI	20260302-1400	84.35
SI	20260302-1900	102.13
SI	20260302-2300	44.02
SI	20260302-2000	84.35
SI	20260302-0900	80.13
SI	20260302-0500	96.16
SI	20260302-1000	71.7
SI	20260302-1300	78.4
SI	20260302-2100	84.35
SI	20260302-1200	76.81
SI	20260302-0000	82.69
SI	20260302-0400	84.35
SI	20260302-0100	79.43
SI	20260302-0700	102.13
SI	20260302-2200	84.35
SI	20260302-1100	71.81
SI	20260302-1700	161.85
SI	20260302-0600	84.35
SI	20260302-1600	151.83
SI	20260302-1500	84.35
SI	20260302-0800	84.35
ES	20260302-0300	36.53
ES	20260302-0200	36.53
ES	20260302-1400	4.22
ES	20260302-1900	102.13
ES	20260302-2300	59.68
ES	20260302-2000	80.13
ES	20260302-0900	12.59
ES	20260302-0500	46.72
ES	20260302-1000	4.22
ES	20260302-1300	4.22
ES	20260302-2100	80.13
ES	20260302-1200	4.22
ES	20260302-0000	36.53
ES	20260302-0400	37.41
ES	20260302-0100	36.53
ES	20260302-0700	89.15
ES	20260302-2200	80.13
ES	20260302-1100	4.22
ES	20260302-1700	89.58
ES	20260302-0600	80.13
ES	20260302-1600	55.35
ES	20260302-1500	9.5
ES	20260302-0800	80.13
GR	20260302-0300	94.65
GR	20260302-0200	80.13
GR	20260302-1400	80.13
GR	20260302-1900	144.88
GR	20260302-2300	96.16
GR	20260302-2000	134.77
GR	20260302-0900	1
GR	20260302-0500	96.16
GR	20260302-1000	1
GR	20260302-1300	44.35
GR	20260302-2100	111.98
GR	20260302-1200	4.22
GR	20260302-0000	89.38
GR	20260302-0400	96.16
GR	20260302-0100	82.17
GR	20260302-0700	80.13
GR	20260302-2200	96.16
GR	20260302-1100	1
GR	20260302-1700	167.96
GR	20260302-0600	80.13
GR	20260302-1600	142.39
GR	20260302-1500	96.16
GR	20260302-0800	4.22
IT-CNORTH	20260302-0300	96.16
IT-CNORTH	20260302-0200	96.16
IT-CNORTH	20260302-1400	123.73
IT-CNORTH	20260302-1900	102.13
IT-CNORTH	20260302-2300	96.16
IT-CNORTH	20260302-2000	96.76
IT-CNORTH	20260302-0900	241.98
IT-CNORTH	20260302-0500	96.16
IT-CNORTH	20260302-1000	166.45
IT-CNORTH	20260302-1300	96.16
IT-CNORTH	20260302-2100	96.16
IT-CNORTH	20260302-1200	96.16
IT-CNORTH	20260302-0000	96.16
IT-CNORTH	20260302-0400	96.16
IT-CNORTH	20260302-0100	96.16
IT-CNORTH	20260302-0700	321.08
IT-CNORTH	20260302-2200	96.16
IT-CNORTH	20260302-1100	96.16
IT-CNORTH	20260302-1700	161.85
IT-CNORTH	20260302-0600	102.13
IT-CNORTH	20260302-1600	151.83
IT-CNORTH	20260302-1500	170.66
IT-CNORTH	20260302-0800	306.26
HU	20260302-0300	94.65
HU	20260302-0200	80.13
HU	20260302-1400	102.13
HU	20260302-1900	144.88
HU	20260302-2300	44.02
HU	20260302-2000	134.77
HU	20260302-0900	80.13
HU	20260302-0500	114.5
HU	20260302-1000	71.7
HU	20260302-1300	80.13
HU	20260302-2100	111.98
HU	20260302-1200	76.81
HU	20260302-0000	88.57
HU	20260302-0400	102.13
HU	20260302-0100	82.17
HU	20260302-0700	109.34
HU	20260302-2200	102.13
HU	20260302-1100	71.81
HU	20260302-1700	167.96
HU	20260302-0600	127.15
HU	20260302-1600	151.83
HU	20260302-1500	125.32
HU	20260302-0800	101.1
IT-SOUTH	20260302-0300	96.16
IT-SOUTH	20260302-0200	96.16
IT-SOUTH	20260302-1400	96.16
IT-SOUTH	20260302-1900	96.16
IT-SOUTH	20260302-2300	96.16
IT-SOUTH	20260302-2000	96.16
IT-SOUTH	20260302-0900	96.16
IT-SOUTH	20260302-0500	96.16
IT-SOUTH	20260302-1000	96.16
IT-SOUTH	20260302-1300	96.16
IT-SOUTH	20260302-2100	96.16
IT-SOUTH	20260302-1200	96.16
IT-SOUTH	20260302-0000	96.16
IT-SOUTH	20260302-0400	96.16
IT-SOUTH	20260302-0100	96.16
IT-SOUTH	20260302-0700	96.16
IT-SOUTH	20260302-2200	96.16
IT-SOUTH	20260302-1100	96.16
IT-SOUTH	20260302-1700	96.16
IT-SOUTH	20260302-0600	96.16
IT-SOUTH	20260302-1600	96.16
IT-SOUTH	20260302-1500	96.16
IT-SOUTH	20260302-0800	96.16
IT-Sicily	20260302-0300	96.16
IT-Sicily	20260302-0200	96.16
IT-Sicily	20260302-1400	96.16
IT-Sicily	20260302-1900	96.16
IT-Sicily	20260302-2300	96.16
IT-Sicily	20260302-2000	96.16
IT-Sicily	20260302-0900	96.16
IT-Sicily	20260302-0500	96.16
IT-Sicily	20260302-1000	96.16
IT-Sicily	20260302-1300	96.16
IT-Sicily	20260302-2100	96.16
IT-Sicily	20260302-1200	96.16
IT-Sicily	20260302-0000	96.16
IT-Sicily	20260302-0400	96.16
IT-Sicily	20260302-0100	96.16
IT-Sicily	20260302-0700	96.16
IT-Sicily	20260302-2200	96.16
IT-Sicily	20260302-1100	96.16
IT-Sicily	20260302-1700	96.16
IT-Sicily	20260302-0600	96.16
IT-Sicily	20260302-1600	96.16
IT-Sicily	20260302-1500	96.16
IT-Sicily	20260302-0800	96.16
IT-Sardinia	20260302-0300	96.16
IT-Sardinia	20260302-0200	96.16
IT-Sardinia	20260302-1400	96.16
IT-Sardinia	20260302-1900	96.16
IT-Sardinia	20260302-2300	96.16
IT-Sardinia	20260302-2000	96.16
IT-Sardinia	20260302-0900	96.16
IT-Sardinia	20260302-0500	96.16
IT-Sardinia	20260302-1000	96.16
IT-Sardinia	20260302-1300	96.16
IT-Sardinia	20260302-2100	96.16
IT-Sardinia	20260302-1200	96.16
IT-Sardinia	20260302-0000	96.16
IT-Sardinia	20260302-0400	96.16
IT-Sardinia	20260302-0100	96.16
IT-Sardinia	20260302-0700	96.16
IT-Sardinia	20260302-2200	96.16
IT-Sardinia	20260302-1100	96.16
IT-Sardinia	20260302-1700	96.16
IT-Sardinia	20260302-0600	96.16
IT-Sardinia	20260302-1600	96.16
IT-Sardinia	20260302-1500	96.16
IT-Sardinia	20260302-0800	96.16
RS	20260302-0300	94.65
RS	20260302-0200	80.13
RS	20260302-1400	102.13
RS	20260302-1900	144.88
RS	20260302-2300	102.13
RS	20260302-2000	134.77
RS	20260302-0900	80.13
RS	20260302-0500	114.5
RS	20260302-1000	71.7
RS	20260302-1300	80.13
RS	20260302-2100	111.98
RS	20260302-1200	76.81
RS	20260302-0000	89.38
RS	20260302-0400	102.13
RS	20260302-0100	82.17
RS	20260302-0700	109.34
RS	20260302-2200	102.13
RS	20260302-1100	71.81
RS	20260302-1700	167.96
RS	20260302-0600	127.15
RS	20260302-1600	151.83
RS	20260302-1500	125.32
RS	20260302-0800	101.1
DK1	20260302-0300	84.35
DK1	20260302-0200	80.13
DK1	20260302-1400	91.58
DK1	20260302-1900	102.13
DK1	20260302-2300	91.58
DK1	20260302-2000	92.22
DK1	20260302-0900	88.57
DK1	20260302-0500	96.16
DK1	20260302-1000	80.13
DK1	20260302-1300	82.45
DK1	20260302-2100	92.22
DK1	20260302-1200	80.13
DK1	20260302-0000	80.13
DK1	20260302-0400	91.58
DK1	20260302-0100	80.13
DK1	20260302-0700	101.08
DK1	20260302-2200	91.58
DK1	20260302-1100	80.13
DK1	20260302-1700	110.83
DK1	20260302-0600	102.13
DK1	20260302-1600	107.59
DK1	20260302-1500	102.13
DK1	20260302-0800	91.58
CH	20260302-0300	84.35
CH	20260302-0200	80.13
CH	20260302-1400	91.58
CH	20260302-1900	102.13
CH	20260302-2300	71.08
CH	20260302-2000	96.76
CH	20260302-0900	88.57
CH	20260302-0500	96.16
CH	20260302-1000	84.35
CH	20260302-1300	82.45
CH	20260302-2100	92.53
CH	20260302-1200	80.13
CH	20260302-0000	80.13
CH	20260302-0400	91.58
CH	20260302-0100	80.13
CH	20260302-0700	101.08
CH	20260302-2200	91.58
CH	20260302-1100	80.13
CH	20260302-1700	161.85
CH	20260302-0600	102.13
CH	20260302-1600	151.83
CH	20260302-1500	102.13
CH	20260302-0800	91.58
SE1	20260302-0300	50.1
SE1	20260302-0200	44.71
SE1	20260302-1400	51.8
SE1	20260302-1900	1
SE1	20260302-2300	1
SE1	20260302-2000	1
SE1	20260302-0900	67.08
SE1	20260302-0500	61.4
SE1	20260302-1000	66.19
SE1	20260302-1300	59.16
SE1	20260302-2100	1
SE1	20260302-1200	63.5
SE1	20260302-0000	38.3
SE1	20260302-0400	56.01
SE1	20260302-0100	40.79
SE1	20260302-0700	66
SE1	20260302-2200	1
SE1	20260302-1100	65.41
SE1	20260302-1700	1
SE1	20260302-0600	65.43
SE1	20260302-1600	38.3
SE1	20260302-1500	39.95
SE1	20260302-0800	66.77
NO4	20260302-0300	29.82
NO4	20260302-0200	29.92
NO4	20260302-1400	28.48
NO4	20260302-1900	25.73
NO4	20260302-2300	17.71
NO4	20260302-2000	25.32
NO4	20260302-0900	31.07
NO4	20260302-0500	30.82
NO4	20260302-1000	30.24
NO4	20260302-1300	28.57
NO4	20260302-2100	24.7
NO4	20260302-1200	29.14
NO4	20260302-0000	29.89
NO4	20260302-0400	30.35
NO4	20260302-0100	30.14
NO4	20260302-0700	32.47
NO4	20260302-2200	22.97
NO4	20260302-1100	29.68
NO4	20260302-1700	27.48
NO4	20260302-0600	32.02
NO4	20260302-1600	28.14
NO4	20260302-1500	28.62
NO4	20260302-0800	31.81
SE3	20260302-0300	72.12
SE3	20260302-0200	72.12
SE3	20260302-1400	82.42
SE3	20260302-1900	84.35
SE3	20260302-2300	82.42
SE3	20260302-2000	83
SE3	20260302-0900	88.57
SE3	20260302-0500	96.16
SE3	20260302-1000	80.13
SE3	20260302-1300	80.13
SE3	20260302-2100	83
SE3	20260302-1200	78.61
SE3	20260302-0000	72.12
SE3	20260302-0400	89.68
SE3	20260302-0100	72.12
SE3	20260302-0700	101.08
SE3	20260302-2200	82.42
SE3	20260302-1100	79
SE3	20260302-1700	84.35
SE3	20260302-0600	102.13
SE3	20260302-1600	84.35
SE3	20260302-1500	84.35
SE3	20260302-0800	91.58
FR	20260302-0300	36.53
FR	20260302-0200	36.53
FR	20260302-1400	33.39
FR	20260302-1900	102.13
FR	20260302-2300	59.68
FR	20260302-2000	80.13
FR	20260302-0900	59.35
FR	20260302-0500	46.72
FR	20260302-1000	41.24
FR	20260302-1300	26.87
FR	20260302-2100	80.13
FR	20260302-1200	26.75
FR	20260302-0000	36.53
FR	20260302-0400	37.41
FR	20260302-0100	36.53
FR	20260302-0700	92.76
FR	20260302-2200	80.13
FR	20260302-1100	26.78
FR	20260302-1700	89.58
FR	20260302-0600	80.13
FR	20260302-1600	55.35
FR	20260302-1500	45.07
FR	20260302-0800	82.28
FI	20260302-0300	44.35
FI	20260302-0200	16
FI	20260302-1400	91.58
FI	20260302-1900	102.13
FI	20260302-2300	75.34
FI	20260302-2000	92.22
FI	20260302-0900	88.57
FI	20260302-0500	64.43
FI	20260302-1000	80.13
FI	20260302-1300	84.35
FI	20260302-2100	80.13
FI	20260302-1200	80.13
FI	20260302-0000	39.66
FI	20260302-0400	57
FI	20260302-0100	16
FI	20260302-0700	93.33
FI	20260302-2200	75.34
FI	20260302-1100	80.13
FI	20260302-1700	116.08
FI	20260302-0600	84.18
FI	20260302-1600	103.11
FI	20260302-1500	102.13
FI	20260302-0800	91.58
PL	20260302-0300	91.58
PL	20260302-0200	91.58
PL	20260302-1400	91.58
PL	20260302-1900	102.13
PL	20260302-2300	91.58
PL	20260302-2000	102.13
PL	20260302-0900	88.57
PL	20260302-0500	102.13
PL	20260302-1000	80.13
PL	20260302-1300	91.58
PL	20260302-2100	102.13
PL	20260302-1200	85.77
PL	20260302-0000	91.58
PL	20260302-0400	91.58
PL	20260302-0100	91.58
PL	20260302-0700	93.33
PL	20260302-2200	96.25
PL	20260302-1100	80.13
PL	20260302-1700	103.11
PL	20260302-0600	102.13
PL	20260302-1600	102.13
PL	20260302-1500	102.13
PL	20260302-0800	91.58
IT-Calabria	20260302-0300	96.16
IT-Calabria	20260302-0200	96.16
IT-Calabria	20260302-1400	96.16
IT-Calabria	20260302-1900	96.16
IT-Calabria	20260302-2300	96.16
IT-Calabria	20260302-2000	96.16
IT-Calabria	20260302-0900	96.16
IT-Calabria	20260302-0500	96.16
IT-Calabria	20260302-1000	96.16
IT-Calabria	20260302-1300	96.16
IT-Calabria	20260302-2100	96.16
IT-Calabria	20260302-1200	96.16
IT-Calabria	20260302-0000	96.16
IT-Calabria	20260302-0400	96.16
IT-Calabria	20260302-0100	96.16
IT-Calabria	20260302-0700	96.16
IT-Calabria	20260302-2200	96.16
IT-Calabria	20260302-1100	96.16
IT-Calabria	20260302-1700	96.16
IT-Calabria	20260302-0600	96.16
IT-Calabria	20260302-1600	96.16
IT-Calabria	20260302-1500	96.16
IT-Calabria	20260302-0800	96.16
AT	20260302-0300	84.35
AT	20260302-0200	80.13
AT	20260302-1400	84.35
AT	20260302-1900	102.13
AT	20260302-2300	65.59
AT	20260302-2000	84.35
AT	20260302-0900	84.35
AT	20260302-0500	96.16
AT	20260302-1000	84.35
AT	20260302-1300	82.45
AT	20260302-2100	84.35
AT	20260302-1200	81.15
AT	20260302-0000	82.45
AT	20260302-0400	84.35
AT	20260302-0100	80.13
AT	20260302-0700	84.35
AT	20260302-2200	84.35
AT	20260302-1100	81.48
AT	20260302-1700	151.83
AT	20260302-0600	102.13
AT	20260302-1600	151.83
AT	20260302-1500	85.71
AT	20260302-0800	84.35
SE2	20260302-0300	50.1
SE2	20260302-0200	44.71
SE2	20260302-1400	51.8
SE2	20260302-1900	1
SE2	20260302-2300	1
SE2	20260302-2000	1
SE2	20260302-0900	69.1
SE2	20260302-0500	62.35
SE2	20260302-1000	67.1
SE2	20260302-1300	59.16
SE2	20260302-2100	1
SE2	20260302-1200	63.5
SE2	20260302-0000	38.3
SE2	20260302-0400	56.01
SE2	20260302-0100	40.79
SE2	20260302-0700	69.77
SE2	20260302-2200	1
SE2	20260302-1100	65.41
SE2	20260302-1700	1
SE2	20260302-0600	67.3
SE2	20260302-1600	38.3
SE2	20260302-1500	39.95
SE2	20260302-0800	70.21
IT-NORTH	20260302-0300	96.16
IT-NORTH	20260302-0200	96.16
IT-NORTH	20260302-1400	123.73
IT-NORTH	20260302-1900	102.13
IT-NORTH	20260302-2300	96.16
IT-NORTH	20260302-2000	96.76
IT-NORTH	20260302-0900	241.98
IT-NORTH	20260302-0500	96.16
IT-NORTH	20260302-1000	166.45
IT-NORTH	20260302-1300	96.16
IT-NORTH	20260302-2100	96.16
IT-NORTH	20260302-1200	96.16
IT-NORTH	20260302-0000	96.16
IT-NORTH	20260302-0400	96.16
IT-NORTH	20260302-0100	96.16
IT-NORTH	20260302-0700	321.08
IT-NORTH	20260302-2200	96.16
IT-NORTH	20260302-1100	96.16
IT-NORTH	20260302-1700	161.85
IT-NORTH	20260302-0600	102.13
IT-NORTH	20260302-1600	151.83
IT-NORTH	20260302-1500	170.66
IT-NORTH	20260302-0800	306.26
LT	20260302-0300	51.39
LT	20260302-0200	50.47
LT	20260302-1400	91.58
LT	20260302-1900	102.13
LT	20260302-2300	77.44
LT	20260302-2000	92.22
LT	20260302-0900	88.57
LT	20260302-0500	76.82
LT	20260302-1000	80.13
LT	20260302-1300	84.35
LT	20260302-2100	80.13
LT	20260302-1200	80.13
LT	20260302-0000	50.78
LT	20260302-0400	67.95
LT	20260302-0100	50.47
LT	20260302-0700	93.33
LT	20260302-2200	80.13
LT	20260302-1100	80.13
LT	20260302-1700	116.08
LT	20260302-0600	84.35
LT	20260302-1600	103.11
LT	20260302-1500	102.13
LT	20260302-0800	91.58
PT	20260302-0300	36.53
PT	20260302-0200	36.53
PT	20260302-1400	44.35
PT	20260302-1900	102.13
PT	20260302-2300	59.68
PT	20260302-2000	80.13
PT	20260302-0900	12.59
PT	20260302-0500	46.72
PT	20260302-1000	4.22
PT	20260302-1300	44.35
PT	20260302-2100	80.13
PT	20260302-1200	4.88
PT	20260302-0000	36.53
PT	20260302-0400	37.41
PT	20260302-0100	36.53
PT	20260302-0700	89.15
PT	20260302-2200	80.13
PT	20260302-1100	4.89
PT	20260302-1700	89.58
PT	20260302-0600	80.13
PT	20260302-1600	55.35
PT	20260302-1500	9.5
PT	20260302-0800	80.13
NO2	20260302-0300	84.35
NO2	20260302-0200	84.35
NO2	20260302-1400	84.35
NO2	20260302-1900	98.97
NO2	20260302-2300	84.35
NO2	20260302-2000	91.58
NO2	20260302-0900	86.04
NO2	20260302-0500	84.35
NO2	20260302-1000	84.35
NO2	20260302-1300	84.35
NO2	20260302-2100	84.35
NO2	20260302-1200	84.35
NO2	20260302-0000	84.35
NO2	20260302-0400	84.35
NO2	20260302-0100	84.35
NO2	20260302-0700	98.23
NO2	20260302-2200	84.35
NO2	20260302-1100	84.35
NO2	20260302-1700	144.24
NO2	20260302-0600	84.35
NO2	20260302-1600	133.77
NO2	20260302-1500	90.5
NO2	20260302-0800	91.58
LV	20260302-0300	51.39
LV	20260302-0200	50.47
LV	20260302-1400	91.58
LV	20260302-1900	102.13
LV	20260302-2300	77.44
LV	20260302-2000	92.22
LV	20260302-0900	88.57
LV	20260302-0500	76.82
LV	20260302-1000	80.13
LV	20260302-1300	84.35
LV	20260302-2100	80.13
LV	20260302-1200	80.13
LV	20260302-0000	50.78
LV	20260302-0400	67.95
LV	20260302-0100	50.47
LV	20260302-0700	93.33
LV	20260302-2200	80.13
LV	20260302-1100	80.13
LV	20260302-1700	116.08
LV	20260302-0600	84.35
LV	20260302-1600	103.11
LV	20260302-1500	102.13
LV	20260302-0800	91.58
NL	20260302-0300	80.13
NL	20260302-0200	80.13
NL	20260302-1400	88.6
NL	20260302-1900	98.97
NL	20260302-2300	89.59
NL	20260302-2000	91.58
NL	20260302-0900	80.13
NL	20260302-0500	80.13
NL	20260302-1000	80.13
NL	20260302-1300	80.13
NL	20260302-2100	90.7
NL	20260302-1200	80.13
NL	20260302-0000	80.13
NL	20260302-0400	80.13
NL	20260302-0100	80.13
NL	20260302-0700	98.23
NL	20260302-2200	89.64
NL	20260302-1100	80.13
NL	20260302-1700	103.11
NL	20260302-0600	91.58
NL	20260302-1600	91.58
NL	20260302-1500	90.5
NL	20260302-0800	91.58
NO5	20260302-0300	76.41
NO5	20260302-0200	76.41
NO5	20260302-1400	84.35
NO5	20260302-1900	84.35
NO5	20260302-2300	84.35
NO5	20260302-2000	84.35
NO5	20260302-0900	80.43
NO5	20260302-0500	84.05
NO5	20260302-1000	76.41
NO5	20260302-1300	76.41
NO5	20260302-2100	84.35
NO5	20260302-1200	74.96
NO5	20260302-0000	76.41
NO5	20260302-0400	81.87
NO5	20260302-0100	76.41
NO5	20260302-0700	84.35
NO5	20260302-2200	84.35
NO5	20260302-1100	75.33
NO5	20260302-1700	84.35
NO5	20260302-0600	84.35
NO5	20260302-1600	84.35
NO5	20260302-1500	84.35
NO5	20260302-0800	84.35
BE	20260302-0300	72.12
BE	20260302-0200	76.7
BE	20260302-1400	80.13
BE	20260302-1900	84.35
BE	20260302-2300	81.53
BE	20260302-2000	84.35
BE	20260302-0900	75.91
BE	20260302-0500	80.13
BE	20260302-1000	72.12
BE	20260302-1300	72.12
BE	20260302-2100	82.45
BE	20260302-1200	63
BE	20260302-0000	80.13
BE	20260302-0400	80.13
BE	20260302-0100	76.58
BE	20260302-0700	84.35
BE	20260302-2200	81.55
BE	20260302-1100	63
BE	20260302-1700	132.48
BE	20260302-0600	84.35
BE	20260302-1600	95.2
BE	20260302-1500	84.35
BE	20260302-0800	82.42
RO	20260302-0300	94.65
RO	20260302-0200	80.13
RO	20260302-1400	102.13
RO	20260302-1900	144.88
RO	20260302-2300	102.13
RO	20260302-2000	134.77
RO	20260302-0900	80.13
RO	20260302-0500	114.5
RO	20260302-1000	71.7
RO	20260302-1300	80.13
RO	20260302-2100	111.98
RO	20260302-1200	76.81
RO	20260302-0000	89.38
RO	20260302-0400	102.13
RO	20260302-0100	82.17
RO	20260302-0700	109.34
RO	20260302-2200	102.13
RO	20260302-1100	71.81
RO	20260302-1700	167.96
RO	20260302-0600	127.15
RO	20260302-1600	151.83
RO	20260302-1500	125.32
RO	20260302-0800	101.1
DK2	20260302-0300	84.35
DK2	20260302-0200	80.13
DK2	20260302-1400	91.58
DK2	20260302-1900	102.13
DK2	20260302-2300	91.58
DK2	20260302-2000	92.22
DK2	20260302-0900	88.57
DK2	20260302-0500	96.16
DK2	20260302-1000	80.13
DK2	20260302-1300	84.35
DK2	20260302-2100	80.13
DK2	20260302-1200	80.13
DK2	20260302-0000	80.13
DK2	20260302-0400	91.58
DK2	20260302-0100	80.13
DK2	20260302-0700	101.08
DK2	20260302-2200	80.13
DK2	20260302-1100	80.13
DK2	20260302-1700	116.08
DK2	20260302-0600	102.13
DK2	20260302-1600	151.83
DK2	20260302-1500	102.13
DK2	20260302-0800	91.58
BG	20260302-0300	94.65
BG	20260302-0200	80.13
BG	20260302-1400	102.13
BG	20260302-1900	144.88
BG	20260302-2300	102.13
BG	20260302-2000	134.77
BG	20260302-0900	80.13
BG	20260302-0500	114.5
BG	20260302-1000	71.7
BG	20260302-1300	80.13
BG	20260302-2100	111.98
BG	20260302-1200	76.81
BG	20260302-0000	89.38
BG	20260302-0400	102.13
BG	20260302-0100	82.17
BG	20260302-0700	109.34
BG	20260302-2200	102.13
BG	20260302-1100	71.81
BG	20260302-1700	167.96
BG	20260302-0600	127.15
BG	20260302-1600	151.83
BG	20260302-1500	125.32
BG	20260302-0800	101.1
IT-CSOUTH	20260302-0300	96.16
IT-CSOUTH	20260302-0200	96.16
IT-CSOUTH	20260302-1400	96.16
IT-CSOUTH	20260302-1900	96.16
IT-CSOUTH	20260302-2300	96.16
IT-CSOUTH	20260302-2000	96.16
IT-CSOUTH	20260302-0900	96.16
IT-CSOUTH	20260302-0500	96.16
IT-CSOUTH	20260302-1000	96.16
IT-CSOUTH	20260302-1300	96.16
IT-CSOUTH	20260302-2100	96.16
IT-CSOUTH	20260302-1200	96.16
IT-CSOUTH	20260302-0000	96.16
IT-CSOUTH	20260302-0400	96.16
IT-CSOUTH	20260302-0100	96.16
IT-CSOUTH	20260302-0700	96.16
IT-CSOUTH	20260302-2200	96.16
IT-CSOUTH	20260302-1100	96.16
IT-CSOUTH	20260302-1700	96.16
IT-CSOUTH	20260302-0600	96.16
IT-CSOUTH	20260302-1600	96.16
IT-CSOUTH	20260302-1500	96.16
IT-CSOUTH	20260302-0800	96.16
CZ	20260302-0300	84.35
CZ	20260302-0200	80.13
CZ	20260302-1400	91.58
CZ	20260302-1900	102.13
CZ	20260302-2300	91.58
CZ	20260302-2000	102.13
CZ	20260302-0900	88.57
CZ	20260302-0500	102.13
CZ	20260302-1000	91.58
CZ	20260302-1300	88.62
CZ	20260302-2100	102.13
CZ	20260302-1200	85.77
CZ	20260302-0000	80.13
CZ	20260302-0400	91.58
CZ	20260302-0100	80.13
CZ	20260302-0700	102.13
CZ	20260302-2200	92.34
CZ	20260302-1100	86.74
CZ	20260302-1700	102.13
CZ	20260302-0600	102.13
CZ	20260302-1600	102.13
CZ	20260302-1500	102.13
CZ	20260302-0800	102.13
NO3	20260302-0300	72.12
NO3	20260302-0200	72.12
NO3	20260302-1400	81.08
NO3	20260302-1900	84.35
NO3	20260302-2300	81.53
NO3	20260302-2000	84.35
NO3	20260302-0900	75.91
NO3	20260302-0500	79.33
NO3	20260302-1000	72.12
NO3	20260302-1300	72.12
NO3	20260302-2100	82.45
NO3	20260302-1200	70.75
NO3	20260302-0000	72.12
NO3	20260302-0400	77.27
NO3	20260302-0100	72.12
NO3	20260302-0700	84.35
NO3	20260302-2200	81.55
NO3	20260302-1100	71.1
NO3	20260302-1700	84.35
NO3	20260302-0600	84.35
NO3	20260302-1600	84.35
NO3	20260302-1500	84.35
NO3	20260302-0800	82.42
NO1	20260302-0300	72.12
NO1	20260302-0200	72.12
NO1	20260302-1400	81.08
NO1	20260302-1900	84.35
NO1	20260302-2300	81.53
NO1	20260302-2000	84.35
NO1	20260302-0900	75.91
NO1	20260302-0500	79.33
NO1	20260302-1000	72.12
NO1	20260302-1300	72.12
NO1	20260302-2100	82.45
NO1	20260302-1200	70.75
NO1	20260302-0000	72.12
NO1	20260302-0400	77.27
NO1	20260302-0100	72.12
NO1	20260302-0700	96.33
NO1	20260302-2200	81.55
NO1	20260302-1100	71.1
NO1	20260302-1700	84.35
NO1	20260302-0600	96.85
NO1	20260302-1600	84.35
NO1	20260302-1500	84.35
NO1	20260302-0800	82.42
DE_LU	20260302-0300	84.35
DE_LU	20260302-0200	80.13
DE_LU	20260302-1400	91.58
DE_LU	20260302-1900	102.13
DE_LU	20260302-2300	91.58
DE_LU	20260302-2000	96.76
DE_LU	20260302-0900	88.57
DE_LU	20260302-0500	96.16
DE_LU	20260302-1000	80.13
DE_LU	20260302-1300	82.45
DE_LU	20260302-2100	92.53
DE_LU	20260302-1200	80.13
DE_LU	20260302-0000	80.13
DE_LU	20260302-0400	91.58
DE_LU	20260302-0100	80.13
DE_LU	20260302-0700	101.08
DE_LU	20260302-2200	91.58
DE_LU	20260302-1100	80.13
DE_LU	20260302-1700	161.85
DE_LU	20260302-0600	102.13
DE_LU	20260302-1600	151.83
DE_LU	20260302-1500	102.13
DE_LU	20260302-0800	91.58
SK	20260302-0300	72.12
SK	20260302-0200	72.12
SK	20260302-1400	81.08
SK	20260302-1900	84.35
SK	20260302-2300	81.53
SK	20260302-2000	84.35
SK	20260302-0900	75.91
SK	20260302-0500	80.13
SK	20260302-1000	72.12
SK	20260302-1300	72.12
SK	20260302-2100	82.45
SK	20260302-1200	70.75
SK	20260302-0000	72.12
SK	20260302-0400	77.27
SK	20260302-0100	72.12
SK	20260302-0700	84.35
SK	20260302-2200	81.55
SK	20260302-1100	71.1
SK	20260302-1700	103.11
SK	20260302-0600	84.35
SK	20260302-1600	103.11
SK	20260302-1500	84.35
SK	20260302-0800	82.42
EE	20260302-0300	51.39
EE	20260302-0200	50.47
EE	20260302-1400	91.58
EE	20260302-1900	102.13
EE	20260302-2300	77.44
EE	20260302-2000	92.22
EE	20260302-0900	88.57
EE	20260302-0500	76.82
EE	20260302-1000	80.13
EE	20260302-1300	84.35
EE	20260302-2100	80.13
EE	20260302-1200	80.13
EE	20260302-0000	50.78
EE	20260302-0400	67.95
EE	20260302-0100	50.47
EE	20260302-0700	93.33
EE	20260302-2200	80.13
EE	20260302-1100	80.13
EE	20260302-1700	116.08
EE	20260302-0600	84.35
EE	20260302-1600	103.11
EE	20260302-1500	102.13
EE	20260302-0800	91.58
SE4	20260302-0300	51.39
SE4	20260302-0200	50.47
SE4	20260302-1400	91.58
SE4	20260302-1900	102.13
SE4	20260302-2300	77.44
SE4	20260302-2000	92.22
SE4	20260302-0900	88.57
SE4	20260302-0500	76.82
SE4	20260302-1000	80.13
SE4	20260302-1300	84.35
SE4	20260302-2100	80.13
SE4	20260302-1200	80.13
SE4	20260302-0000	50.78
SE4	20260302-0400	67.95
SE4	20260302-0100	50.47
