zone	rule	period	n_hours	mae_mw	median_ae_mw
AT	ana16wb	jul26_evening	84	598.0944411354167	620.3071874687498
AT	v3	all	18024	507.7786109873953	427.77881843750015
AT	v3	evening	3004	512.5716407562	423.8765625000001
AT	v3	jul26	504	564.800224201265	520.14297625
AT	v3	jul26_evening	84	567.8866871748513	540.6502667499999
BE	v2	all	18024	518.7143716385976	427.3350106875
BE	v2	evening	3004	474.4528136406735	396.29884243749996
BE	v2	jul26	504	514.0248240350942	461.21688700000004
BE	v2	jul26_evening	84	549.4937640416667	516.4936118749998
BE	rec3	all	18024	562.2918571517861	460.47186106250007
BE	rec3	evening	3004	506.3016025755798	423.69331887500005
BE	rec3	jul26	504	532.0850094109622	475.75543749999986
BE	rec3	jul26_evening	84	554.5500142589286	476.21231249999994
BE	d2	all	18024	580.1296378839811	459.8094649999998
BE	d2	evening	3004	511.56521153241516	418.6754723125001
BE	d2	jul26	504	550.7058908730158	454.80812500000013
BE	d2	jul26_evening	84	565.4610223214285	509.81499999999994
BE	ana8	all	18024	558.5027032993104	474.85335399999985
BE	ana8	evening	3004	507.49178458720314	438.89025028124996
BE	ana8	jul26	504	534.6138211746859	437.4790359687498
BE	ana8	jul26_evening	84	513.9011117735614	520.5839339999998
BE	ana8b	all	18024	523.9274477410137	441.55289021875
BE	ana8b	evening	3004	478.84064691202354	407.10225445312494
BE	ana8b	jul26	504	470.70142042923277	384.40327342187487
BE	ana8b	jul26_evening	84	491.49430399875996	426.8012261093751
BE	ana16	all	18024	545.7132502329058	459.032524125
BE	ana16	evening	3004	481.77081663089496	402.60485503125
BE	ana16	jul26	504	509.93462357638884	438.1124404374999
BE	ana16	jul26_evening	84	469.5040361525298	429.0675110312502
BE	ana16b	all	18024	524.1503210324041	441.28111199999967
BE	ana16b	evening	3004	474.5522140555163	403.50172343750006
BE	ana16b	jul26	504	475.86191783085314	373.22312685937493
BE	ana16b	jul26_evening	84	468.3286470892857	420.1363892812502
BE	ana8w	all	18024	610.0696141233228	517.7116737187503
BE	ana8w	evening	3004	563.555858866019	484.67988246875007
BE	ana8w	jul26	504	609.6251118522239	505.32917299999986
BE	ana8w	jul26_evening	84	488.5891860262897	444.987418875
BE	ana16w	all	18024	605.7555396437793	518.051543
BE	ana16w	evening	3004	551.7097961927985	483.45137600000004
BE	ana16w	jul26	504	650.0845764001735	535.9292942499997
BE	ana16w	jul26_evening	84	475.115913717262	435.1347360000002
BE	anad2	all	18024	493.3260123730691	410.64675203125006
BE	anad2	evening	3004	441.0784792596469	369.33900026562486
BE	anad2	jul26	504	460.939010640873	378.1651838906249
BE	anad2	jul26_evening	84	467.0937943381697	437.2403124062501
BE	anad2w	all	18024	513.784379998276	435.3253840625001
BE	anad2w	evening	3004	462.3487483853681	398.407703171875
BE	anad2w	jul26	504	505.53488758785954	421.305456203125
BE	anad2w	jul26_evening	84	453.0343702485119	389.0979881562499
BE	ana16wb	all	18024	524.1503210324041	441.28111199999967
BE	ana16wb	evening	3004	474.5522140555163	403.50172343750006
BE	ana16wb	jul26	504	475.86191783085314	373.22312685937493
BE	ana16wb	jul26_evening	84	468.3286470892857	420.1363892812502
BE	v3	all	18024	504.0101339991417	417.92299062499995
BE	v3	evening	3004	452.7430693012234	376.98907770312513
BE	v3	jul26	504	468.91181722922863	386.1998335625
BE	v3	jul26_evening	84	501.5325178545387	455.8820627500002
BG	v2	all	18024	282.4229975441911	234.0910375
BG	v2	evening	3004	250.4081783980526	206.1910375
BG	v2	jul26	504	322.74245260863097	289.806949625
BG	v2	jul26_evening	84	541.4242332916667	563.280437125
BG	rec3	all	18024	260.2783618870118	203.23722475
BG	rec3	evening	3004	212.86643237050598	178.39250000000004
BG	rec3	jul26	504	198.78874085019845	154.9803747499999
BG	rec3	jul26_evening	84	236.6310041309524	209.39217499999984
BG	d2	all	18024	224.76232353797712	150.327425
BG	d2	evening	3004	138.31595182939412	110.33292499999997
BG	d2	jul26	504	254.86879161507935	153.24602524999983
BG	d2	jul26_evening	84	184.01104102380955	145.63929999999982
BG	ana8	all	18024	277.4567457312889	220.62237499999998
BG	ana8	evening	3004	284.5257033837383	217.86961212499995
BG	ana8	jul26	504	455.8697718229167	339.5025499999999
BG	ana8	jul26_evening	84	1034.9444463392856	1052.82756225
BG	ana8b	all	18024	269.1489594577439	224.96668750000003
BG	ana8b	evening	3004	273.36677991357357	218.25667493750004
BG	ana8b	jul26	504	385.71844180208336	295.9933437500001
BG	ana8b	jul26_evening	84	900.0778393630951	951.7442060625001
BG	ana16	all	18024	279.5261827979223	226.57028737500008
BG	ana16	evening	3004	293.48496735394474	223.75717499999996
BG	ana16	jul26	504	457.1611308462302	317.09081262499996
BG	ana16	jul26_evening	84	1075.203692160714	1095.38649975
BG	ana16b	all	18024	270.2644219214034	224.40844375000006
BG	ana16b	evening	3004	274.44497484129494	214.33150618750003
BG	ana16b	jul26	504	393.1093089878472	304.031931
BG	ana16b	jul26_evening	84	932.3304161488095	972.4196625
BG	ana8w	all	18024	291.6787725461745	232.35945000000004
BG	ana8w	evening	3004	322.7709974244341	234.32285000000002
BG	ana8w	jul26	504	501.60789150843254	344.48943750000007
BG	ana8w	jul26_evening	84	1258.7314454345237	1273.4881497499998
BG	ana16w	all	18024	289.96773396669715	232.75832499999999
BG	ana16w	evening	3004	323.37835658696736	228.70000000000005
BG	ana16w	jul26	504	516.5210128859127	347.468175
BG	ana16w	jul26_evening	84	1323.2365990059523	1363.71557475
BG	anad2	all	18024	216.12245253622254	164.10825
BG	anad2	evening	3004	180.30819122673935	142.58963124999997
BG	anad2	jul26	504	305.9430000357143	232.65965662500003
BG	anad2	jul26_evening	84	562.1831418988096	573.4534000000001
BG	anad2w	all	18024	220.74718811134457	166.2526125
BG	anad2w	evening	3004	195.5383757957307	147.9592375
BG	anad2w	jul26	504	326.09886327876984	220.64080624999997
BG	anad2w	jul26_evening	84	683.4740498005953	709.8562995
BG	ana16wb	all	18024	270.2644219214034	224.40844375000006
BG	ana16wb	evening	3004	274.44497484129494	214.33150618750003
BG	ana16wb	jul26	504	393.1093089878472	304.031931
BG	ana16wb	jul26_evening	84	932.3304161488095	972.4196625
BG	v3	all	18024	265.84861146447093	220.5686625
BG	v3	evening	3004	259.4257881138482	211.61876250000006
BG	v3	jul26	504	367.6246675171131	294.068362125
BG	v3	jul26_evening	84	808.3139627261904	835.5097563125
CZ	v2	all	18024	396.09570235727364	340.727546875
CZ	v2	evening	3004	383.5241433276465	319.3782656249999
CZ	v2	jul26	504	456.42862413194445	421.9197187499999
CZ	v2	jul26_evening	84	512.5100416666667	521.7372499999999
CZ	rec3	all	18024	415.49360607939417	344.42690000000005
CZ	rec3	evening	3004	414.3035470955392	333.9116750000001
CZ	rec3	jul26	504	352.93361448412696	306.74693749999994
CZ	rec3	jul26_evening	84	389.0512648809524	334.18499999999995
CZ	d2	all	18024	381.5294689580559	316.51543124999995
CZ	d2	evening	3004	391.7792462133821	325.1446875
CZ	d2	jul26	504	388.10264707341275	261.52481250000017
CZ	d2	jul26_evening	84	403.45794791666674	268.34125000000006
CZ	ana8	all	18024	402.73347745020527	347.23088125000004
CZ	ana8	evening	3004	399.40144579935077	349.30625000000003
CZ	ana8	jul26	504	447.8175147073413	388.08565312500025
CZ	ana8	jul26_evening	84	455.94521249999985	382.0902187499998
CZ	ana8b	all	18024	373.8062727340976	321.4995312500001
CZ	ana8b	evening	3004	368.14242557735514	319.05921874999996
CZ	ana8b	jul26	504	465.2335707093254	435.2931718749999
CZ	ana8b	jul26_evening	84	519.342804278274	509.96482031249997
CZ	ana16	all	18024	392.0440239430759	334.3512
CZ	ana16	evening	3004	388.81809853528625	336.78855624999994
CZ	ana16	jul26	504	435.7801940600198	397.072365625
CZ	ana16	jul26_evening	84	481.76312953869046	444.44756249999983
CZ	ana16b	all	18024	368.7613849154252	315.29430937500007
CZ	ana16b	evening	3004	364.21011096766813	313.7250015625
CZ	ana16b	jul26	504	460.3797952690972	430.8066093750001
CZ	ana16b	jul26_evening	84	522.986369345238	516.7736796874999
CZ	ana8w	all	18024	399.0880607693215	342.05749999999995
CZ	ana8w	evening	3004	390.23022173768305	333.89049062500004
CZ	ana8w	jul26	504	497.96166812996034	466.03572187500004
CZ	ana8w	jul26_evening	84	543.7908273065476	552.0358375
CZ	ana16w	all	18024	381.2309623054677	328.6265625
CZ	ana16w	evening	3004	374.9222060544274	325.99548437499993
CZ	ana16w	jul26	504	483.90738825644837	443.1944218750001
CZ	ana16w	jul26_evening	84	545.3532180059525	520.632328125
CZ	anad2	all	18024	336.1834722151715	285.6707265625
CZ	anad2	evening	3004	342.3476322237018	299.03960625
CZ	anad2	jul26	504	345.0813558469742	278.35221875
CZ	anad2	jul26_evening	84	368.93359877232143	278.36521875000017
CZ	anad2w	all	18024	331.10147000960524	282.5428703125
CZ	anad2w	evening	3004	335.2930317784621	292.1430015625
CZ	anad2w	jul26	504	365.0099485553075	325.06155625
CZ	anad2w	jul26_evening	84	405.9424898065476	357.59602500000005
CZ	ana16wb	all	18024	368.7613849154252	315.29430937500007
CZ	ana16wb	evening	3004	364.21011096766813	313.7250015625
CZ	ana16wb	jul26	504	460.3797952690972	430.8066093750001
CZ	ana16wb	jul26_evening	84	522.986369345238	516.7736796874999
CZ	v3	all	18024	373.6675849610242	319.42569843750005
CZ	v3	evening	3004	369.2652497825816	316.34825781250004
CZ	v3	jul26	504	439.83046114211305	402.5398171875001
CZ	v3	jul26_evening	84	490.82270613839285	422.7726499999999
DE_LU	v2	all	18024	2368.4996783731044	1940.1428962500004
DE_LU	v2	evening	3004	2362.7431877936638	1909.1574706874999
DE_LU	v2	jul26	504	2271.789698785838	1810.3808555625
DE_LU	v2	jul26_evening	84	2633.756436375	1841.7371239999998
DE_LU	rec3	all	18024	2463.913107521751	1993.756757
DE_LU	rec3	evening	3004	2394.0447184664613	1849.8291033125001
DE_LU	rec3	jul26	504	2414.7330403033234	1649.32689375
DE_LU	rec3	jul26_evening	84	2517.113932504464	1205.0671125
DE_LU	d2	all	18024	2609.2095815336934	2094.2803126874996
DE_LU	d2	evening	3004	2565.0002733353167	2031.5634639375005
DE_LU	d2	jul26	504	2643.399405590278	1998.4262512500004
DE_LU	d2	jul26_evening	84	2687.443113497024	1824.5758931250002
DE_LU	ana8	all	18024	2362.68625931538	1938.0558405625002
DE_LU	ana8	evening	3004	2207.4701664034205	1746.767972375
DE_LU	ana8	jul26	504	2272.7522581858875	1805.6270210624998
DE_LU	ana8	jul26_evening	84	2266.850453235119	1493.1975568125
DE_LU	ana8b	all	18024	2221.3307298242016	1850.5616883281243
DE_LU	ana8b	evening	3004	2173.9850468638137	1748.3038065
DE_LU	ana8b	jul26	504	2187.1211240737844	1742.68209928125
DE_LU	ana8b	jul26_evening	84	2236.6163915003717	1380.7305941406248
DE_LU	ana16	all	18024	2289.447837390786	1870.8249818749998
DE_LU	ana16	evening	3004	2135.6937149838204	1685.088040093749
DE_LU	ana16	jul26	504	2250.302592454489	1816.1449420000001
DE_LU	ana16	jul26_evening	84	2074.9570735587795	1046.9547780312496
DE_LU	ana16b	all	18024	2197.463403824957	1805.5582955156249
DE_LU	ana16b	evening	3004	2147.872201740038	1727.353565609375
DE_LU	ana16b	jul26	504	2186.449497392981	1723.0268296406248
DE_LU	ana16b	jul26_evening	84	2347.0371412812497	1625.60962953125
DE_LU	ana8w	all	18024	2350.6527179492196	1930.1682028749988
DE_LU	ana8w	evening	3004	2186.8192801994282	1750.4965595000003
DE_LU	ana8w	jul26	504	2360.523060592138	2023.7021766875
DE_LU	ana8w	jul26_evening	84	2110.451595789435	1356.109478375
DE_LU	ana16w	all	18024	2278.3725372365266	1868.0909895000004
DE_LU	ana16w	evening	3004	2132.1006770670842	1721.6761141562502
DE_LU	ana16w	jul26	504	2288.618022760789	1876.6935761250002
DE_LU	ana16w	jul26_evening	84	2135.914468729167	1468.6722516249997
DE_LU	anad2	all	18024	2154.2116872870683	1792.3939910000004
DE_LU	anad2	evening	3004	2081.6220347130597	1688.1120114687496
DE_LU	anad2	jul26	504	2104.1137776591645	1565.9183148125003
DE_LU	anad2	jul26_evening	84	2082.112100537575	1383.5457417656248
DE_LU	anad2w	all	18024	2144.679448124882	1790.7641258124995
DE_LU	anad2w	evening	3004	2061.9468533900526	1682.99210646875
DE_LU	anad2w	jul26	504	2050.926286859561	1496.5607560312492
