zone	rule	period	n_hours	mae_mw	median_ae_mw
DK2	anad2	all	18024	160.64562867316843	138.33890625
DK2	anad2	evening	3004	170.6795294078416	150.24068750000004
DK2	anad2	jul26	504	170.3847914340278	139.81141796875
DK2	anad2	jul26_evening	84	192.7438641651786	161.08785178125
DK2	anad2w	all	18024	161.0942894710542	138.21175000000005
DK2	anad2w	evening	3004	172.27465352593416	152.06656250000003
DK2	anad2w	jul26	504	172.18680024553572	136.433046875
DK2	anad2w	jul26_evening	84	193.37270270684522	183.07562500000006
DK2	ana16wb	all	18024	167.29011300928448	146.07343749999998
DK2	ana16wb	evening	3004	181.5690188422208	164.01453125000003
DK2	ana16wb	jul26	504	236.58281794605654	214.443453125
DK2	ana16wb	jul26_evening	84	296.70920594494044	303.39278125
DK2	v3	all	18024	200.7552151132541	165.963125
DK2	v3	evening	3004	216.12678835827228	181.94450000000003
DK2	v3	jul26	504	299.7814000012401	296.18199037499994
DK2	v3	jul26_evening	84	388.05496854166665	431.78856249999995
EE	v2	all	18024	120.35917864985576	82.7640625
EE	v2	evening	3004	100.99513097453395	69.89375000000001
EE	v2	jul26	504	106.43830324900793	66.92687499999997
EE	v2	jul26_evening	84	57.02535714285715	53.45874999999995
EE	rec3	all	18024	82.0601100417499	64.1315625
EE	rec3	evening	3004	69.45378251872503	55.39156249999999
EE	rec3	jul26	504	76.01477814980157	57.46125000000001
EE	rec3	jul26_evening	84	65.73345238095239	61.38187499999995
EE	d2	all	18024	80.81341982772969	61.954375
EE	d2	evening	3004	66.42415106441412	50.97000000000004
EE	d2	jul26	504	81.30056702876986	63.553124999999966
EE	d2	jul26_evening	84	57.75169642857143	57.759999999999934
EE	ana8	all	18024	84.61642486712162	68.58828125000002
EE	ana8	evening	3004	72.79578125790611	62.27609375
EE	ana8	jul26	504	75.3341431001984	59.310156250000006
EE	ana8	jul26_evening	84	71.92026041666666	55.84953125000001
EE	ana8b	all	18024	88.70612824418139	69.21007812499998
EE	ana8b	evening	3004	74.00061268038449	58.085546875000006
EE	ana8b	jul26	504	89.84914839781746	65.49335937500001
EE	ana8b	jul26_evening	84	67.77269345238095	54.98703124999997
EE	ana16	all	18024	84.29116653018198	68.95953125000004
EE	ana16	evening	3004	73.16705817202065	60.82265624999998
EE	ana16	jul26	504	74.05746798859127	63.86718750000003
EE	ana16	jul26_evening	84	71.70671130952381	56.051406249999985
EE	ana16b	all	18024	88.91738787561029	69.2840625
EE	ana16b	evening	3004	74.67655888419607	57.529687499999994
EE	ana16b	jul26	504	86.02015779761904	63.23187499999999
EE	ana16b	jul26_evening	84	65.56417782738097	49.18601562500001
EE	ana8w	all	18024	88.71790304392754	71.96656250000002
EE	ana8w	evening	3004	75.78344700773968	64.385625
EE	ana8w	jul26	504	94.75556943948413	83.52781250000002
EE	ana8w	jul26_evening	84	89.3776711309524	81.80578125
EE	ana16w	all	18024	89.1289763730304	72.85125
EE	ana16w	evening	3004	78.4405337221205	67.24015625000001
EE	ana16w	jul26	504	89.3722458779762	80.76853125
EE	ana16w	jul26_evening	84	85.86185267857142	73.00437500000001
EE	anad2	all	18024	71.1575145293775	56.74773437500001
EE	anad2	evening	3004	60.19649062853696	49.26492187500001
EE	anad2	jul26	504	67.00797470610118	53.462031249999995
EE	anad2	jul26_evening	84	56.36216889880953	44.231328125000005
EE	anad2w	all	18024	71.98595898614347	56.334843749999976
EE	anad2w	evening	3004	61.54201671875	49.66312499999995
EE	anad2w	jul26	504	69.30938031746032	55.54851562499999
EE	anad2w	jul26_evening	84	57.12737723214286	43.768125
EE	ana16wb	all	18024	88.91738787561029	69.2840625
EE	ana16wb	evening	3004	74.67655888419607	57.529687499999994
EE	ana16wb	jul26	504	86.02015779761904	63.23187499999999
EE	ana16wb	jul26_evening	84	65.56417782738097	49.18601562500001
EE	v3	all	18024	126.75278214103416	98.63843750000001
EE	v3	evening	3004	109.59213422020639	87.42937500000001
EE	v3	jul26	504	105.02811361607142	73.13125
EE	v3	jul26_evening	84	63.38574404761906	48.58124999999998
ES	v2	all	18024	737.5870625970928	608.2262500000002
ES	v2	evening	3004	743.6571379826897	629.5487499999999
ES	v2	jul26	504	521.0045808531745	393.71750000000003
ES	v2	jul26_evening	84	544.4894047619048	482.6837499999998
ES	rec3	all	18024	807.0864216461385	654.095
ES	rec3	evening	3004	794.8502446737684	635.0575
ES	rec3	jul26	504	685.6629737103174	561.0225000000002
ES	rec3	jul26_evening	84	785.1280654761907	686.47
ES	d2	all	18024	737.4059924267643	578.6025000000001
ES	d2	evening	3004	739.1471945739016	580.7725
ES	d2	jul26	504	529.7546130952381	434.5099999999999
ES	d2	jul26_evening	84	567.2203571428571	467.07000000000005
ES	ana8	all	18024	737.6649713923101	608.2124999999999
ES	ana8	evening	3004	746.0184202313582	622.7262499999999
ES	ana8	jul26	504	545.027017609127	424.1337500000001
ES	ana8	jul26_evening	84	535.5581026785715	421.685
ES	ana8b	all	18024	693.9445510326509	580.301875
ES	ana8b	evening	3004	704.8015576106857	607.3896874999999
ES	ana8b	jul26	504	447.44123821924603	364.18937500000027
ES	ana8b	jul26_evening	84	524.7225892857143	474.55562499999985
ES	ana16	all	18024	723.219118224312	584.28125
ES	ana16	evening	3004	734.8476104776963	603.6925000000001
ES	ana16	jul26	504	512.8072631448414	438.89875
ES	ana16	jul26_evening	84	556.0154761904762	511.7562499999999
ES	ana16b	all	18024	691.3666399661562	575.0187500000001
ES	ana16b	evening	3004	702.7768545064913	594.714375
ES	ana16b	jul26	504	454.3582576884921	379.9950000000001
ES	ana16b	jul26_evening	84	489.4285863095239	428.428125
ES	ana8w	all	18024	729.0073156971262	607.4687500000001
ES	ana8w	evening	3004	742.2778355942078	626.8362500000001
ES	ana8w	jul26	504	489.39489459325404	419.41875000000005
ES	ana8w	jul26_evening	84	557.7916071428572	434.5024999999999
ES	ana16w	all	18024	713.631456530182	587.57625
ES	ana16w	evening	3004	723.4635425682424	584.46375
ES	ana16w	jul26	504	506.71700644841263	426.12125000000003
ES	ana16w	jul26_evening	84	499.5428273809524	369.9674999999999
ES	anad2	all	18024	643.3878583589935	526.1537500000001
ES	anad2	evening	3004	651.7426569781957	530.316875
ES	anad2	jul26	504	447.1505772569444	389.53187499999996
ES	anad2	jul26_evening	84	464.62264880952387	355.28000000000003
ES	anad2w	all	18024	635.0598103917	515.5868750000001
ES	anad2w	evening	3004	642.00868311002	522.7149999999999
ES	anad2w	jul26	504	435.6453807043651	355.87125000000003
ES	anad2w	jul26_evening	84	459.5585863095239	348.89500000000004
ES	ana16wb	all	18024	691.3666399661562	575.0187500000001
ES	ana16wb	evening	3004	702.7768545064913	594.714375
ES	ana16wb	jul26	504	454.3582576884921	379.9950000000001
ES	ana16wb	jul26_evening	84	489.4285863095239	428.428125
ES	v3	all	18024	696.5269188477863	580.3775
ES	v3	evening	3004	710.2626796562917	605.865625
ES	v3	jul26	504	471.2967280505952	378.62125
ES	v3	jul26_evening	84	507.02264880952384	447.59000000000003
FI	v2	all	18024	553.327934760056	453.6468231875
FI	v2	evening	3004	529.2210349551431	445.43440012499997
FI	v2	jul26	504	544.3999237306548	466.68287499999997
FI	v2	jul26_evening	84	440.68201317708326	383.0076565625
FI	rec3	all	18024	497.3624114129285	417.17763687499996
FI	rec3	evening	3004	473.9961893178263	388.13685906250004
FI	rec3	jul26	504	519.2568431622024	468.51972043750004
FI	rec3	jul26_evening	84	498.65039957886904	488.211917375
FI	d2	all	18024	502.46861291107	405.64125
FI	d2	evening	3004	491.94743886035286	409.3415590625
FI	d2	jul26	504	465.4129731862599	394.2521159375
FI	d2	jul26_evening	84	514.4340560892857	521.6574860000001
FI	ana8	all	18024	466.6637283552105	395.3007751250001
FI	ana8	evening	3004	465.0856970392602	403.3339062499999
FI	ana8	jul26	504	371.21504982514887	300.06403124999997
FI	ana8	jul26_evening	84	360.7642019114583	348.6147595
FI	ana8b	all	18024	459.98928941479244	381.09865979687504
FI	ana8b	evening	3004	444.3476990390521	362.9812656250001
FI	ana8b	jul26	504	444.9824279809028	395.8009858125
FI	ana8b	jul26_evening	84	370.18288616369045	327.07767990624984
FI	ana16	all	18024	461.13766150298216	394.89418612500015
FI	ana16	evening	3004	452.78835814957137	390.79609375000007
FI	ana16	jul26	504	360.76689737152776	293.31854562499996
FI	ana16	jul26_evening	84	358.41087611160714	356.9913749999999
FI	ana16b	all	18024	455.70913438234095	377.56442037500005
FI	ana16b	evening	3004	439.0547093562021	363.54279978125
FI	ana16b	jul26	504	429.3487060512773	383.2625870625
FI	ana16b	jul26_evening	84	357.8289560848213	350.23703125
FI	ana8w	all	18024	465.51970665422846	382.58843750000005
FI	ana8w	evening	3004	460.8499541273302	387.21512175
FI	ana8w	jul26	504	414.5171959677579	355.781875
FI	ana8w	jul26_evening	84	399.78445646875	401.05300675
FI	ana16w	all	18024	449.3697060654474	375.46142856249986
FI	ana16w	evening	3004	441.33209424906374	377.37968749999993
FI	ana16w	jul26	504	378.30904653534225	317.72853750000013
FI	ana16w	jul26_evening	84	368.5408902485119	368.87250000000006
FI	anad2	all	18024	429.3884476252219	354.92632812499994
FI	anad2	evening	3004	418.0912434140625	343.42801309375005
FI	anad2	jul26	504	374.23931886569943	307.72679687500005
FI	anad2	jul26_evening	84	402.76485588913687	394.20836793749993
FI	anad2w	all	18024	425.9803520574998	354.4878125
FI	anad2w	evening	3004	418.05884368076937	355.46508990625006
FI	anad2w	jul26	504	381.52178038027034	312.21585037500006
FI	anad2w	jul26_evening	84	399.8392000111607	425.15377924999996
FI	ana16wb	all	18024	455.70913438234095	377.56442037500005
FI	ana16wb	evening	3004	439.0547093562021	363.54279978125
FI	ana16wb	jul26	504	429.3487060512773	383.2625870625
FI	ana16wb	jul26_evening	84	357.8289560848213	350.23703125
FI	v3	all	18024	553.327934760056	453.6468231875
FI	v3	evening	3004	529.2210349551431	445.43440012499997
FI	v3	jul26	504	544.3999237306548	466.68287499999997
FI	v3	jul26_evening	84	440.68201317708326	383.0076565625
FR	v2	all	18024	1584.6573849681906	1194.1525031250007
FR	v2	evening	3004	1486.0099751267892	1144.1095778124995
FR	v2	jul26	504	1460.3822001139633	1143.2903634375007
FR	v2	jul26_evening	84	1442.0459785119049	1290.7654434374995
FR	rec3	all	18024	1678.1787874922718	1270.3816693749995
FR	rec3	evening	3004	1568.8159090685751	1214.475125
FR	rec3	jul26	504	1560.7626401587302	1401.7593718750004
FR	rec3	jul26_evening	84	1427.9942130952384	1377.1059281250004
FR	d2	all	18024	1659.4814684917192	1223.9198999999999
FR	d2	evening	3004	1442.5156312084723	1127.1158124999995
FR	d2	jul26	504	1776.7875503745038	1451.2119737500002
FR	d2	jul26_evening	84	1730.8798036607145	1438.9354906249996
FR	ana8	all	18024	1544.7512373645093	1250.4542187499992
FR	ana8	evening	3004	1420.6022394392685	1162.5941999999995
FR	ana8	jul26	504	1627.6246147073412	1447.5834396874998
FR	ana8	jul26_evening	84	1475.5034891071427	1233.3995175
FR	ana8b	all	18024	1437.098325111026	1136.9439046874993
FR	ana8b	evening	3004	1317.1837722873458	1073.5852187500002
FR	ana8b	jul26	504	1498.7642729928696	1343.3683632812504
FR	ana8b	jul26_evening	84	1341.0836442410716	1246.9356468749993
FR	ana16	all	18024	1499.755377825922	1203.7474012500006
FR	ana16	evening	3004	1366.0763824660246	1112.84860875
FR	ana16	jul26	504	1475.2838434821429	1209.8426615625003
FR	ana16	jul26_evening	84	1342.8273618973215	1108.091523125
FR	ana16b	all	18024	1423.184579686455	1135.4779999843754
FR	ana16b	evening	3004	1295.5695563525924	1045.2095781406242
FR	ana16b	jul26	504	1548.3240015506574	1448.10489125
FR	ana16b	jul26_evening	84	1373.469728024554	1140.906792031251
FR	ana8w	all	18024	1688.344020811833	1417.1198750000008
FR	ana8w	evening	3004	1593.4477999318824	1339.1659906250006
FR	ana8w	jul26	504	1764.2708156212798	1635.673319999999
FR	ana8w	jul26_evening	84	1532.2008225000002	1413.5861031250006
FR	ana16w	all	18024	1646.943586462233	1395.811590625
FR	ana16w	evening	3004	1524.8158332205808	1248.2741796875002
FR	ana16w	jul26	504	1888.96235874628	1793.9572615624993
FR	ana16w	jul26_evening	84	1676.9633600669642	1730.9965543749995
FR	anad2	all	18024	1370.4522966004622	1052.1254062499997
FR	anad2	evening	3004	1206.3295636533476	947.6369939062499
FR	anad2	jul26	504	1461.952666107391	1338.4058575000004
FR	anad2	jul26_evening	84	1358.434852466518	1346.6728498437506
FR	anad2w	all	18024	1414.5166307289205	1109.0834062499994
FR	anad2w	evening	3004	1241.368604599742	992.5364937499999
FR	anad2w	jul26	504	1627.8863629929315	1477.4971767187503
FR	anad2w	jul26_evening	84	1428.1440235900297	1359.1652671875008
FR	ana16wb	all	18024	1423.184579686455	1135.4779999843754
FR	ana16wb	evening	3004	1295.5695563525924	1045.2095781406242
FR	ana16wb	jul26	504	1548.3240015506574	1448.10489125
FR	ana16wb	jul26_evening	84	1373.469728024554	1140.906792031251
FR	v3	all	18024	1419.7509707351505	1093.5065625000002
FR	v3	evening	3004	1313.8006028076002	1042.027775
FR	v3	jul26	504	1435.5742295039063	1123.719474531249
FR	v3	jul26_evening	84	1369.458858887649	1175.771899531249
GR	v2	all	18024	351.1530230664669	295.226
GR	v2	evening	3004	362.41137849533953	321.57574999999997
GR	v2	jul26	504	466.81845734126983	439.951
GR	v2	jul26_evening	84	589.1776309523809	633.488
GR	rec3	all	18024	345.19920450510426	284.135
GR	rec3	evening	3004	358.76057806258325	304.6700000000001
GR	rec3	jul26	504	567.377048611111	548.75
GR	rec3	jul26_evening	84	571.3205238095239	593.519
GR	d2	all	18024	326.13677521637817	258.84475
GR	d2	evening	3004	329.6297939414115	274.8125
GR	d2	jul26	504	349.7279454365079	295.88975000000005
GR	d2	jul26_evening	84	293.4799285714286	255.70825000000002
GR	ana8	all	18024	372.56113420994234	320.73750000000007
GR	ana8	evening	3004	361.4134518142477	311.34975
GR	ana8	jul26	504	378.6942693452381	333.72249999999997
GR	ana8	jul26_evening	84	416.3713035714285	335.7245
GR	ana8b	all	18024	346.94635809892367	307.24275
GR	ana8b	evening	3004	344.2180135652464	315.77049999999997
GR	ana8b	jul26	504	373.500255952381	376.924625
GR	ana8b	jul26_evening	84	425.0159791666666	447.7000625
GR	ana16	all	18024	362.5435265895473	315.28200000000004
GR	ana16	evening	3004	352.6915485186418	299.22125
GR	ana16	jul26	504	365.8425962301587	351.27975000000004
GR	ana16	jul26_evening	84	433.1598720238096	497.03812500000004
GR	ana16b	all	18024	344.99232714713713	303.299375
GR	ana16b	evening	3004	343.18949122003994	311.29775
GR	ana16b	jul26	504	364.65149355158735	359.86518750000005
GR	ana16b	jul26_evening	84	409.3686056547619	416.6285
GR	ana8w	all	18024	400.508863903684	349.93575
GR	ana8w	evening	3004	387.10965013315575	344.40250000000003
GR	ana8w	jul26	504	376.63166964285716	338.48275
GR	ana8w	jul26_evening	84	353.64611309523815	352.12912500000004
GR	ana16w	all	18024	391.1565123585219	343.87375000000003
GR	ana16w	evening	3004	380.5206106025299	341.7425
GR	ana16w	jul26	504	353.4691617063492	299.90749999999997
GR	ana16w	jul26_evening	84	318.2217708333334	267.73524999999995
GR	anad2	all	18024	299.08362894612736	258.77124999999995
GR	anad2	evening	3004	294.12755613348867	249.70125000000002
GR	anad2	jul26	504	320.70424900793654	301.9535625
GR	anad2	jul26_evening	84	322.1115223214286	336.8631875
GR	anad2w	all	18024	308.78396634348644	268.365625
GR	anad2w	evening	3004	301.665149508988	264.22125
GR	anad2w	jul26	504	305.50259176587304	267.40375
GR	anad2w	jul26_evening	84	275.73346875000004	255.00725
GR	ana16wb	all	18024	344.99232714713713	303.299375
GR	ana16wb	evening	3004	343.18949122003994	311.29775
GR	ana16wb	jul26	504	364.65149355158735	359.86518750000005
GR	ana16wb	jul26_evening	84	409.3686056547619	416.6285
GR	v3	all	18024	338.39187268364407	295.9225
GR	v3	evening	3004	336.2038752912783	293.005
GR	v3	jul26	504	400.5880600198413	389.3785625
GR	v3	jul26_evening	84	494.2181651785714	567.4715625
HU	v2	all	18024	348.4520784273746	242.0734375
HU	v2	evening	3004	229.64653439580556	193.23778124999978
HU	v2	jul26	504	255.27809523809523	170.8293437499999
HU	v2	jul26_evening	84	151.38354092261903	132.08840625000016
HU	rec3	all	18024	357.37841369840214	250.953125
HU	rec3	evening	3004	238.73626765146474	199.28374999999977
HU	rec3	jul26	504	285.9454546130952	207.55068750000004
HU	rec3	jul26_evening	84	164.2803169642857	140.59437500000007
HU	d2	all	18024	320.10557732606526	212.10087499999986
HU	d2	evening	3004	191.91029007157124	158.45925000000005
HU	d2	jul26	504	330.3586163194445	248.67337499999996
HU	d2	jul26_evening	84	201.94126785714286	174.94768750000003
HU	ana8	all	18024	316.78379387830114	223.90374999999995
HU	ana8	evening	3004	216.21907786284956	172.9200000000002
HU	ana8	jul26	504	276.21817051091267	224.6640937500001
HU	ana8	jul26_evening	84	230.14986755952373	185.73984375000003
HU	ana8b	all	18024	301.9312693925461	218.4146875
HU	ana8b	evening	3004	206.64941210885488	177.21890625000026
HU	ana8b	jul26	504	242.62495616319444	196.5065624999998
HU	ana8b	jul26_evening	84	175.13836755952377	140.32237499999997
HU	ana16	all	18024	306.2368043934477	219.7834375
HU	ana16	evening	3004	212.28581581641146	177.34968750000007
HU	ana16	jul26	504	269.24626994047617	218.08575000000008
HU	ana16	jul26_evening	84	243.34972395833333	240.15187499999973
HU	ana16b	all	18024	298.50931898649026	215.12250000000006
HU	ana16b	evening	3004	204.27288529460716	175.4024062499999
HU	ana16b	jul26	504	234.65205871775794	188.84284375000004
HU	ana16b	jul26_evening	84	159.87213132440476	138.29518750000028
HU	ana8w	all	18024	334.279662515951	234.42624999999987
HU	ana8w	evening	3004	226.05294957556592	190.69875000000025
HU	ana8w	jul26	504	287.17371292162704	263.7360937499999
HU	ana8w	jul26_evening	84	236.252609375	206.81309375
HU	ana16w	all	18024	320.15795236351534	223.21687500000007
HU	ana16w	evening	3004	216.45377249500663	183.02937499999996
HU	ana16w	jul26	504	268.71122755456344	222.98081249999996
HU	ana16w	jul26_evening	84	203.36360714285712	168.05249999999978
HU	anad2	all	18024	261.4015360099728	183.443921875
HU	anad2	evening	3004	168.60950517018975	137.2279375000001
HU	anad2	jul26	504	248.21734243551586	207.76668749999993
HU	anad2	jul26_evening	84	170.3505286458333	143.03229687500004
HU	anad2w	all	18024	264.92649995977587	182.97015625000017
HU	anad2w	evening	3004	170.60324173601865	141.47874999999976
HU	anad2w	jul26	504	242.11869301835316	191.8501874999999
HU	anad2w	jul26_evening	84	153.86229464285714	109.3662187499998
HU	ana16wb	all	18024	298.50931898649026	215.12250000000006
HU	ana16wb	evening	3004	204.27288529460716	175.4024062499999
HU	ana16wb	jul26	504	234.65205871775794	188.84284375000004
HU	ana16wb	jul26_evening	84	159.87213132440476	138.29518750000028
HU	v3	all	18024	294.00069024321743	213.92693749999995
HU	v3	evening	3004	205.2535798747503	172.86192187499978
HU	v3	jul26	504	231.75250751488096	173.21725000000018
HU	v3	jul26_evening	84	180.74513392857145	158.1819999999998
LT	v2	all	18024	201.45797227760625	167.59176881250005
LT	v2	evening	3004	198.8244498871988	165.12187499999996
LT	v2	jul26	504	267.72455586981295	228.32104593749997
LT	v2	jul26_evening	84	269.7040619900227	239.1921431875
LT	rec3	all	18024	189.6108345467171	156.27853181249998
LT	rec3	evening	3004	183.67762448279217	151.5583994375
LT	rec3	jul26	504	245.94351965778532	211.9629509375
LT	rec3	jul26_evening	84	193.02990673972508	175.557940375
LT	d2	all	18024	192.51957260955015	156.15038487500001
LT	d2	evening	3004	194.95664574744467	163.10436699999997
LT	d2	jul26	504	257.59266734743716	214.39295175000007
LT	d2	jul26_evening	84	201.10585531903342	180.89279738750002
LT	ana8	all	18024	189.14992589102047	152.19948721875
LT	ana8	evening	3004	180.46346897067363	150.09188153125004
LT	ana8	jul26	504	209.6428326827641	164.40361917857138
LT	ana8	jul26_evening	84	221.43662645773102	172.63288000000003
LT	ana8b	all	18024	175.97336709958918	143.42094724999995
LT	ana8b	evening	3004	170.24180979459936	142.6165625
LT	ana8b	jul26	504	204.75597231507643	155.40148609375004
LT	ana8b	jul26_evening	84	207.0740601386834	156.39084815625
LT	ana16	all	18024	187.59962888350265	152.02791496874997
LT	ana16	evening	3004	179.99906980815004	150.25546656249998
LT	ana16	jul26	504	215.1298491935764	164.88756268749998
LT	ana16	jul26_evening	84	219.1995305966199	189.16040662499998
LT	ana16b	all	18024	174.76375992726528	142.96786865624998
LT	ana16b	evening	3004	169.9990899473134	142.15468750000002
LT	ana16b	jul26	504	203.75432417055106	156.67899287499998
LT	ana16b	jul26_evening	84	209.5110948262188	165.95789343750002
LT	ana8w	all	18024	204.19481704051088	167.44993931250002
LT	ana8w	evening	3004	185.13498612547693	154.04861093749997
LT	ana8w	jul26	504	251.15368262890328	205.538299375
LT	ana8w	jul26_evening	84	226.16378916532025	195.57262550000002
LT	ana16w	all	18024	199.94483240182626	165.67620928125
LT	ana16w	evening	3004	181.92656562868993	153.95719865625
LT	ana16w	jul26	504	242.92247686424082	211.0925461875
LT	ana16w	jul26_evening	84	221.0828724823554	191.74667081249999
LT	anad2	all	18024	165.58695052865917	137.11093749999998
LT	anad2	evening	3004	167.55174252558353	144.00107468750002
LT	anad2	jul26	504	198.40267214560714	153.6620719375
LT	anad2	jul26_evening	84	170.60430252089358	133.6617471
LT	anad2w	all	18024	168.49782178580168	137.83840778125
LT	anad2w	evening	3004	167.34061975527135	141.73946090625
LT	anad2w	jul26	504	199.78192640016886	138.81794656250003
LT	anad2w	jul26_evening	84	171.60382661257086	135.3435649464286
LT	ana16wb	all	18024	174.76375992726528	142.96786865624998
LT	ana16wb	evening	3004	169.9990899473134	142.15468750000002
LT	ana16wb	jul26	504	203.75432417055106	156.67899287499998
LT	ana16wb	jul26_evening	84	209.5110948262188	165.95789343750002
LT	v3	all	18024	198.29294087052997	165.343125
LT	v3	evening	3004	195.54810833438037	166.65500000000003
LT	v3	jul26	504	275.57526066318025	239.14807656249997
LT	v3	jul26_evening	84	266.8956202023243	250.1463405625
LV	v2	all	18024	99.01950295439414	81.375
LV	v2	evening	3004	101.66199145187369	87.80000000000001
LV	v2	jul26	504	90.44926008597882	66.484375
LV	v2	jul26_evening	84	54.76777565192744	44.484375
LV	rec3	all	18024	97.95041692095724	78.125
LV	rec3	evening	3004	100.61089638418616	82.2875
LV	rec3	jul26	504	104.32123842592593	78.5
LV	rec3	jul26_evening	84	61.640667517006804	50.34375
LV	d2	all	18024	87.97774892735612	68.01249999999999
LV	d2	evening	3004	89.80467927683722	67.325
LV	d2	jul26	504	96.20020667989418	74.48958333333333
LV	d2	jul26_evening	84	63.316149376417236	50.375
LV	ana8	all	18024	119.26090610667259	95.50312499999998
LV	ana8	evening	3004	117.38672514028914	94.765625
LV	ana8	jul26	504	86.37211061507936	73.80000000000001
LV	ana8	jul26_evening	84	85.62886196145125	74.30833333333334
LV	ana8b	all	18024	94.65525246430684	77.96875000000001
LV	ana8b	evening	3004	95.30352149514933	80.56875
LV	ana8b	jul26	504	86.53358754960317	71.36249999999998
LV	ana8b	jul26_evening	84	67.17034261621316	59.0359375
LV	ana16	all	18024	112.49536781315389	88.97499999999998
LV	ana16	evening	3004	114.4598776036713	91.675
LV	ana16	jul26	504	83.03690535241876	69.371875
LV	ana16	jul26_evening	84	73.51948696145125	66.5875
LV	ana16b	all	18024	92.78269453063903	76.375
LV	ana16b	evening	3004	94.64668685799886	79.3265625
LV	ana16b	jul26	504	83.56001895549886	69.3234375
LV	ana16b	jul26_evening	84	63.54314767573696	63.39531249999999
LV	ana8w	all	18024	115.035325647153	92.015625
LV	ana8w	evening	3004	113.68638808968994	93.334375
LV	ana8w	jul26	504	103.10899116591081	85.15625
LV	ana8w	jul26_evening	84	92.9985048185941	87.140625
LV	ana16w	all	18024	109.27604838390083	88.37187499999999
LV	ana16w	evening	3004	109.94688243056876	89.17500000000001
LV	ana16w	jul26	504	97.52623889833711	82.79583333333335
LV	ana16w	jul26_evening	84	83.10765660430837	83.515625
LV	anad2	all	18024	84.78635865307898	67.765625
LV	anad2	evening	3004	87.46878205051995	70.6265625
LV	anad2	jul26	504	75.6333135511149	60.118750000000006
LV	anad2	jul26_evening	84	51.98910501700679	34.7921875
LV	anad2w	all	18024	82.9161707306924	65.9515625
LV	anad2w	evening	3004	84.58234610796715	67.4125
LV	anad2w	jul26	504	80.21924189814816	64.275
LV	anad2w	jul26_evening	84	57.16305803571429	39.992187499999986
LV	ana16wb	all	18024	92.78269453063903	76.375
LV	ana16wb	evening	3004	94.64668685799886	79.3265625
LV	ana16wb	jul26	504	83.56001895549886	69.3234375
LV	ana16wb	jul26_evening	84	63.54314767573696	63.39531249999999
LV	v3	all	18024	95.0385029583571	78.14062499999999
LV	v3	evening	3004	97.65998371219327	82.79218750000001
LV	v3	jul26	504	80.82109256897202	66.28281249999999
LV	v3	jul26_evening	84	60.34824440192744	50.95625000000001
NL	v2	all	18024	881.0706919094416	739.8815625
NL	v2	evening	3004	843.3976090966312	687.2749375000001
NL	v2	jul26	504	1324.8175708824049	1224.8536803125003
NL	v2	jul26_evening	84	1617.4091175010628	1644.2728228124997
NL	rec3	all	18024	932.2275920472885	785.3867499999999
NL	rec3	evening	3004	904.4215704423863	745.9001250000001
NL	rec3	jul26	504	1360.6040476420776	1235.293293125
NL	rec3	jul26_evening	84	1647.228248180272	1608.75614
NL	d2	all	18024	961.1145637469837	794.140375
NL	d2	evening	3004	904.0409553185832	752.809125
NL	d2	jul26	504	1173.8627518700396	911.0823356249999
NL	d2	jul26_evening	84	1124.7689494791664	813.0125043749999
NL	ana8	all	18024	991.506472199065	819.4359168750002
NL	ana8	evening	3004	1008.0854752503903	850.4809375
NL	ana8	jul26	504	1259.036631035407	1206.1973043750002
NL	ana8	jul26_evening	84	1513.1741439530185	1732.1301062500002
NL	ana8b	all	18024	873.6159286496699	715.8852187500001
NL	ana8b	evening	3004	852.5054503824762	696.1596562500001
NL	ana8b	jul26	504	1290.2338290081136	1183.1902812500002
NL	ana8b	jul26_evening	84	1599.2731661378618	1610.6640995312496
NL	ana16	all	18024	969.395190518054	794.7747499999998
NL	ana16	evening	3004	958.248434241319	806.62545875
NL	ana16	jul26	504	1248.2300903599773	1150.2209675000001
NL	ana16	jul26_evening	84	1456.052613707483	1564.57609
NL	ana16b	all	18024	877.792873212872	715.1612812499998
NL	ana16b	evening	3004	872.995218759848	713.5353124999999
NL	ana16b	jul26	504	1267.7833092172446	1161.8823762499999
NL	ana16b	jul26_evening	84	1622.0304388398176	1471.1936328125003
NL	ana8w	all	18024	1035.9167387146151	862.3679374999999
NL	ana8w	evening	3004	1037.2697445637461	861.9748749999999
NL	ana8w	jul26	504	1319.7099381113592	1260.869995625
NL	ana8w	jul26_evening	84	1628.575779940476	1713.61023
NL	ana16w	all	18024	1047.0295479231788	869.4337275
NL	ana16w	evening	3004	1103.9852902836794	938.693625
NL	ana16w	jul26	504	1298.5627263917236	1107.7300406249997
NL	ana16w	jul26_evening	84	1684.5464939306974	1567.3780625
NL	anad2	all	18024	836.4587316386098	693.0113437499999
NL	anad2	evening	3004	796.1771790492289	668.5705625
NL	anad2	jul26	504	1050.068103419076	912.0479209374998
NL	anad2	jul26_evening	84	1089.0833883567175	1071.6774646875
NL	anad2w	all	18024	857.2573796573928	708.0082500000001
NL	anad2w	evening	3004	834.2413089521265	690.8516562499999
NL	anad2w	jul26	504	1069.7412780024092	882.2666940625
NL	anad2w	jul26_evening	84	1171.1545638180273	1135.07624296875
NL	ana16wb	all	18024	877.792873212872	715.1612812499998
NL	ana16wb	evening	3004	872.995218759848	713.5353124999999
