zone	cp	rule	n_days	mae_mw
FI	EE	ana16b	751	119.98130554104944
FI	NO4	ana16b	751	16.089542196848647
FI	RU	ana16b	751	0.0
FI	SE1	ana16b	751	260.3401391275747
FI	SE3	ana16b	751	281.0260837841402
FI	EE	v3	751	113.3632280327619
FI	NO4	v3	751	18.667900611434753
FI	RU	v3	751	0.0
FI	SE1	v3	751	308.1143867348258
FI	SE3	v3	751	324.9752174043914
FR	BE	v2	751	531.4343952924503
FR	CH	v2	751	397.603473701731
FR	DE_LU	v2	751	388.50679350745304
FR	ES	v2	751	692.5642309559476
FR	GB	v2	751	482.1915121338819
FR	GB_ElecLink	v2	751	123.24238515312916
FR	GB_IFA	v2	751	265.8337032024933
FR	GB_IFA2	v2	751	180.2950046224599
FR	IT-NORTH	v2	751	276.4915671812583
FR	BE	rec3	751	543.5281595788879
FR	CH	rec3	751	391.85481989292055
FR	DE_LU	rec3	751	415.4284240805777
FR	ES	rec3	751	725.7250635957612
FR	GB	rec3	751	473.1525629112874
FR	GB_ElecLink	rec3	751	123.29172214824678
FR	GB_IFA	rec3	751	259.68054916813816
FR	GB_IFA2	rec3	751	163.73292223743948
FR	IT-NORTH	rec3	751	276.4672961051931
FR	BE	ana8	751	524.8429772351379
FR	CH	ana8	751	376.296676930759
FR	DE_LU	ana8	751	405.5754540955924
FR	ES	ana8	751	729.4885249528406
FR	GB	ana8	751	480.6360374211196
FR	GB_ElecLink	ana8	751	153.3858743897026
FR	GB_IFA	ana8	751	241.56121490940822
FR	GB_IFA2	ana8	751	197.9164786429085
FR	IT-NORTH	ana8	751	335.512821064969
FR	BE	ana8b	751	486.98622316947194
FR	CH	ana8b	751	358.1997613251775
FR	DE_LU	ana8b	751	376.2607207453892
FR	ES	ana8b	751	661.42013395334
FR	GB	ana8b	751	448.4607768061968
FR	GB_ElecLink	ana8b	751	133.0851018086995
FR	GB_IFA	ana8b	751	238.28469414195928
FR	GB_IFA2	ana8b	751	182.45039967467892
FR	IT-NORTH	ana8b	751	279.8923331044718
FR	BE	ana16	751	508.82510215550093
FR	CH	ana16	751	371.8970355151465
FR	DE_LU	ana16	751	397.6472389597319
FR	ES	ana16	751	708.1552526145695
FR	GB	ana16	751	473.1555082308733
FR	GB_ElecLink	ana16	751	155.54555037727474
FR	GB_IFA	ana16	751	232.9239655851377
FR	GB_IFA2	ana16	751	199.001308533067
FR	IT-NORTH	ana16	751	334.2259452327452
