day,arm,zone,ts,price
2025-05-01,B_on,NO2,20250501-0700,44.38
2025-05-01,B_on,NO2,20250501-0100,80.55
2025-05-01,B_on,NO2,20250501-0800,8.55
2025-05-01,B_on,NO2,20250501-0900,3.79
2025-05-01,B_on,NO2,20250501-1100,2.84
2025-05-01,B_on,NO2,20250501-0200,80.55
2025-05-01,B_on,NO2,20250501-2300,71.91
2025-05-01,B_on,NO2,20250501-0400,80.55
2025-05-01,B_on,NO2,20250501-1900,84.11
2025-05-01,B_on,NO2,20250501-0000,80.55
2025-05-01,B_on,NO2,20250501-0300,80.55
2025-05-01,B_on,NO2,20250501-0600,69.22
2025-05-01,B_on,NO2,20250501-1400,28.92
2025-05-01,B_on,NO2,20250501-1600,80.55
2025-05-01,B_on,FR,20250501-1700,20.82
2025-05-01,B_on,FR,20250501-1200,2.85
2025-05-01,B_on,FR,20250501-0500,23.0
2025-05-01,B_on,FR,20250501-2200,47.23
2025-05-01,B_on,FR,20250501-2100,48.96
2025-05-01,B_on,FR,20250501-1000,3.06
2025-05-01,B_on,FR,20250501-1800,45.21
2025-05-01,B_on,FR,20250501-2000,48.96
2025-05-01,B_on,FR,20250501-1500,2.85
2025-05-01,B_on,FR,20250501-1300,2.85
2025-05-01,B_on,FR,20250501-0700,13.76
2025-05-01,B_on,FR,20250501-0100,23.75
2025-05-01,B_on,FR,20250501-0800,5.0
2025-05-01,B_on,FR,20250501-0900,3.75
2025-05-01,B_on,FR,20250501-1100,2.85
2025-05-01,B_on,FR,20250501-0200,23.0
2025-05-01,B_on,FR,20250501-2300,21.73
2025-05-01,B_on,FR,20250501-0400,23.0
2025-05-01,B_on,FR,20250501-1900,50.57
2025-05-01,B_on,FR,20250501-0000,44.11
2025-05-01,B_on,FR,20250501-0300,23.0
2025-05-01,B_on,FR,20250501-0600,21.33
2025-05-01,B_on,FR,20250501-1400,2.85
2025-05-01,B_on,FR,20250501-1600,20.28
2025-11-15,A_off,NL,20251115-2300,99.7
2025-11-15,A_off,NL,20251115-0100,83.09
2025-11-15,A_off,NL,20251115-0800,87.46
2025-11-15,A_off,NL,20251115-1200,99.31
2025-11-15,A_off,NL,20251115-1600,101.82
2025-11-15,A_off,NL,20251115-2200,99.22
2025-11-15,A_off,NL,20251115-1800,101.82
2025-11-15,A_off,NL,20251115-1300,99.7
2025-11-15,A_off,NL,20251115-0300,83.09
2025-11-15,A_off,NL,20251115-0000,83.09
2025-11-15,A_off,NL,20251115-1900,87.46
2025-11-15,A_off,NL,20251115-1000,87.46
2025-11-15,A_off,NL,20251115-0900,95.62
2025-11-15,A_off,NL,20251115-0500,83.09
2025-11-15,A_off,NL,20251115-1700,101.82
2025-11-15,A_off,NL,20251115-0200,83.09
2025-11-15,A_off,NL,20251115-1500,101.82
2025-11-15,A_off,NL,20251115-2000,87.46
2025-11-15,A_off,NL,20251115-0700,87.46
2025-11-15,A_off,NL,20251115-1400,101.82
2025-11-15,A_off,NL,20251115-0600,83.09
2025-11-15,A_off,NL,20251115-1100,87.46
2025-11-15,A_off,NL,20251115-2100,87.46
2025-11-15,A_off,NL,20251115-0400,83.09
2025-11-15,A_off,BE,20251115-2300,87.46
2025-11-15,A_off,BE,20251115-0100,74.86
2025-11-15,A_off,BE,20251115-0800,83.09
2025-11-15,A_off,BE,20251115-1200,87.46
2025-11-15,A_off,BE,20251115-1600,87.46
2025-11-15,A_off,BE,20251115-2200,87.46
2025-11-15,A_off,BE,20251115-1800,87.46
2025-11-15,A_off,BE,20251115-1300,87.46
2025-11-15,A_off,BE,20251115-0300,74.86
2025-11-15,A_off,BE,20251115-0000,74.86
2025-11-15,A_off,BE,20251115-1900,83.21
2025-11-15,A_off,BE,20251115-1000,83.09
2025-11-15,A_off,BE,20251115-0900,86.06
2025-11-15,A_off,BE,20251115-0500,83.09
2025-11-15,A_off,BE,20251115-1700,87.46
2025-11-15,A_off,BE,20251115-0200,74.86
2025-11-15,A_off,BE,20251115-1500,87.46
2025-11-15,A_off,BE,20251115-2000,83.21
2025-11-15,A_off,BE,20251115-0700,83.09
2025-11-15,A_off,BE,20251115-1400,87.46
2025-11-15,A_off,BE,20251115-0600,83.09
2025-11-15,A_off,BE,20251115-1100,83.09
2025-11-15,A_off,BE,20251115-2100,83.21
2025-11-15,A_off,BE,20251115-0400,74.86
2025-11-15,A_off,DE_LU,20251115-2300,99.7
2025-11-15,A_off,DE_LU,20251115-0100,83.09
2025-11-15,A_off,DE_LU,20251115-0800,97.79
2025-11-15,A_off,DE_LU,20251115-1200,99.7
2025-11-15,A_off,DE_LU,20251115-1600,116.35
2025-11-15,A_off,DE_LU,20251115-2200,101.82
2025-11-15,A_off,DE_LU,20251115-1800,111.0
2025-11-15,A_off,DE_LU,20251115-1300,99.7
2025-11-15,A_off,DE_LU,20251115-0300,83.09
2025-11-15,A_off,DE_LU,20251115-0000,84.89
2025-11-15,A_off,DE_LU,20251115-1900,101.82
2025-11-15,A_off,DE_LU,20251115-1000,98.13
2025-11-15,A_off,DE_LU,20251115-0900,95.62
2025-11-15,A_off,DE_LU,20251115-0500,84.89
2025-11-15,A_off,DE_LU,20251115-1700,116.35
2025-11-15,A_off,DE_LU,20251115-0200,83.09
2025-11-15,A_off,DE_LU,20251115-1500,101.82
2025-11-15,A_off,DE_LU,20251115-2000,101.82
2025-11-15,A_off,DE_LU,20251115-0700,97.29
2025-11-15,A_off,DE_LU,20251115-1400,101.82
2025-11-15,A_off,DE_LU,20251115-0600,92.06
2025-11-15,A_off,DE_LU,20251115-1100,99.7
2025-11-15,A_off,DE_LU,20251115-2100,101.82
2025-11-15,A_off,DE_LU,20251115-0400,83.09
2025-11-15,A_off,DK1,20251115-2300,99.7
2025-11-15,A_off,DK1,20251115-0100,83.09
2025-11-15,A_off,DK1,20251115-0800,97.79
2025-11-15,A_off,DK1,20251115-1200,99.7
2025-11-15,A_off,DK1,20251115-1600,111.56
2025-11-15,A_off,DK1,20251115-2200,101.82
2025-11-15,A_off,DK1,20251115-1800,111.0
2025-11-15,A_off,DK1,20251115-1300,99.7
2025-11-15,A_off,DK1,20251115-0300,83.09
2025-11-15,A_off,DK1,20251115-0000,84.89
2025-11-15,A_off,DK1,20251115-1900,101.82
2025-11-15,A_off,DK1,20251115-1000,98.13
2025-11-15,A_off,DK1,20251115-0900,95.62
2025-11-15,A_off,DK1,20251115-0500,84.89
2025-11-15,A_off,DK1,20251115-1700,113.58
2025-11-15,A_off,DK1,20251115-0200,83.09
2025-11-15,A_off,DK1,20251115-1500,101.82
2025-11-15,A_off,DK1,20251115-2000,101.82
2025-11-15,A_off,DK1,20251115-0700,97.29
2025-11-15,A_off,DK1,20251115-1400,101.82
2025-11-15,A_off,DK1,20251115-0600,92.06
2025-11-15,A_off,DK1,20251115-1100,95.62
2025-11-15,A_off,DK1,20251115-2100,101.82
2025-11-15,A_off,DK1,20251115-0400,83.09
2025-11-15,A_off,NO2,20251115-2300,87.46
2025-11-15,A_off,NO2,20251115-0100,84.89
2025-11-15,A_off,NO2,20251115-0800,87.46
2025-11-15,A_off,NO2,20251115-1200,87.46
2025-11-15,A_off,NO2,20251115-1600,87.46
2025-11-15,A_off,NO2,20251115-2200,87.46
2025-11-15,A_off,NO2,20251115-1800,87.46
2025-11-15,A_off,NO2,20251115-1300,87.46
2025-11-15,A_off,NO2,20251115-0300,84.89
2025-11-15,A_off,NO2,20251115-0000,84.89
2025-11-15,A_off,NO2,20251115-1900,87.46
2025-11-15,A_off,NO2,20251115-1000,87.46
2025-11-15,A_off,NO2,20251115-0900,87.46
2025-11-15,A_off,NO2,20251115-0500,84.89
2025-11-15,A_off,NO2,20251115-1700,87.46
2025-11-15,A_off,NO2,20251115-0200,83.09
2025-11-15,A_off,NO2,20251115-1500,87.46
2025-11-15,A_off,NO2,20251115-2000,87.46
2025-11-15,A_off,NO2,20251115-0700,87.46
2025-11-15,A_off,NO2,20251115-1400,87.46
2025-11-15,A_off,NO2,20251115-0600,87.46
2025-11-15,A_off,NO2,20251115-1100,87.46
2025-11-15,A_off,NO2,20251115-2100,87.46
2025-11-15,A_off,NO2,20251115-0400,84.89
2025-11-15,A_off,FR,20251115-2300,42.3
2025-11-15,A_off,FR,20251115-0100,39.22
2025-11-15,A_off,FR,20251115-0800,41.24
2025-11-15,A_off,FR,20251115-1200,41.51
2025-11-15,A_off,FR,20251115-1600,47.92
2025-11-15,A_off,FR,20251115-2200,57.0
2025-11-15,A_off,FR,20251115-1800,83.09
2025-11-15,A_off,FR,20251115-1300,42.3
2025-11-15,A_off,FR,20251115-0300,18.91
2025-11-15,A_off,FR,20251115-0000,41.31
2025-11-15,A_off,FR,20251115-1900,67.4
2025-11-15,A_off,FR,20251115-1000,35.02
2025-11-15,A_off,FR,20251115-0900,34.84
2025-11-15,A_off,FR,20251115-0500,39.22
2025-11-15,A_off,FR,20251115-1700,83.09
2025-11-15,A_off,FR,20251115-0200,31.3
2025-11-15,A_off,FR,20251115-1500,43.01
2025-11-15,A_off,FR,20251115-2000,48.11
2025-11-15,A_off,FR,20251115-0700,41.97
2025-11-15,A_off,FR,20251115-1400,43.01
2025-11-15,A_off,FR,20251115-0600,40.45
2025-11-15,A_off,FR,20251115-1100,35.24
2025-11-15,A_off,FR,20251115-2100,48.11
2025-11-15,A_off,FR,20251115-0400,18.91
2025-11-15,B_on,NL,20251115-2300,100.73
2025-11-15,B_on,NL,20251115-0100,83.09
2025-11-15,B_on,NL,20251115-0800,94.15
2025-11-15,B_on,NL,20251115-1200,95.44
2025-11-15,B_on,NL,20251115-1600,101.82
2025-11-15,B_on,NL,20251115-2200,101.82
2025-11-15,B_on,NL,20251115-1800,101.82
2025-11-15,B_on,NL,20251115-1300,99.49
2025-11-15,B_on,NL,20251115-0300,83.09
2025-11-15,B_on,NL,20251115-0000,83.09
2025-11-15,B_on,NL,20251115-1900,101.82
2025-11-15,B_on,NL,20251115-1000,94.48
2025-11-15,B_on,NL,20251115-0900,93.78
2025-11-15,B_on,NL,20251115-0500,83.09
2025-11-15,B_on,NL,20251115-1700,101.82
2025-11-15,B_on,NL,20251115-0200,83.09
2025-11-15,B_on,NL,20251115-1500,101.82
2025-11-15,B_on,NL,20251115-2000,101.82
2025-11-15,B_on,NL,20251115-0700,93.7
2025-11-15,B_on,NL,20251115-1400,101.82000000000085
2025-11-15,B_on,NL,20251115-0600,87.46
2025-11-15,B_on,NL,20251115-1100,95.0
2025-11-15,B_on,NL,20251115-2100,101.82
2025-11-15,B_on,NL,20251115-0400,83.09
2025-11-15,B_on,BE,20251115-2300,87.46
2025-11-15,B_on,BE,20251115-0100,74.86
2025-11-15,B_on,BE,20251115-0800,86.37
2025-11-15,B_on,BE,20251115-1200,87.46
2025-11-15,B_on,BE,20251115-1600,87.46
2025-11-15,B_on,BE,20251115-2200,87.46
2025-11-15,B_on,BE,20251115-1800,87.46
2025-11-15,B_on,BE,20251115-1300,87.46
2025-11-15,B_on,BE,20251115-0300,74.86
2025-11-15,B_on,BE,20251115-0000,74.86
2025-11-15,B_on,BE,20251115-1900,87.46
2025-11-15,B_on,BE,20251115-1000,86.67
2025-11-15,B_on,BE,20251115-0900,85.23
2025-11-15,B_on,BE,20251115-0500,83.09
2025-11-15,B_on,BE,20251115-1700,87.46
2025-11-15,B_on,BE,20251115-0200,74.86
2025-11-15,B_on,BE,20251115-1500,87.46
2025-11-15,B_on,BE,20251115-2000,87.46
2025-11-15,B_on,BE,20251115-0700,85.95
2025-11-15,B_on,BE,20251115-1400,87.46000000000062
2025-11-15,B_on,BE,20251115-0600,83.09
2025-11-15,B_on,BE,20251115-1100,87.46
2025-11-15,B_on,BE,20251115-2100,87.46
2025-11-15,B_on,BE,20251115-0400,74.86
2025-11-15,B_on,DE_LU,20251115-2300,100.73
2025-11-15,B_on,DE_LU,20251115-0100,83.09
2025-11-15,B_on,DE_LU,20251115-0800,97.79
2025-11-15,B_on,DE_LU,20251115-1200,99.7
2025-11-15,B_on,DE_LU,20251115-1600,116.35
2025-11-15,B_on,DE_LU,20251115-2200,101.82
2025-11-15,B_on,DE_LU,20251115-1800,111.32
2025-11-15,B_on,DE_LU,20251115-1300,99.7
2025-11-15,B_on,DE_LU,20251115-0300,83.09
2025-11-15,B_on,DE_LU,20251115-0000,84.89
2025-11-15,B_on,DE_LU,20251115-1900,101.82
2025-11-15,B_on,DE_LU,20251115-1000,98.13
2025-11-15,B_on,DE_LU,20251115-0900,95.62
2025-11-15,B_on,DE_LU,20251115-0500,84.89
2025-11-15,B_on,DE_LU,20251115-1700,116.35
2025-11-15,B_on,DE_LU,20251115-0200,83.09
2025-11-15,B_on,DE_LU,20251115-1500,101.82
2025-11-15,B_on,DE_LU,20251115-2000,101.82
2025-11-15,B_on,DE_LU,20251115-0700,97.29
2025-11-15,B_on,DE_LU,20251115-1400,101.81999999999968
2025-11-15,B_on,DE_LU,20251115-0600,92.06
2025-11-15,B_on,DE_LU,20251115-1100,99.7
2025-11-15,B_on,DE_LU,20251115-2100,101.82
2025-11-15,B_on,DE_LU,20251115-0400,83.09
2025-11-15,B_on,DK1,20251115-2300,100.73
2025-11-15,B_on,DK1,20251115-0100,83.09
2025-11-15,B_on,DK1,20251115-0800,97.79
2025-11-15,B_on,DK1,20251115-1200,99.7
2025-11-15,B_on,DK1,20251115-1600,111.56
2025-11-15,B_on,DK1,20251115-2200,101.82
2025-11-15,B_on,DK1,20251115-1800,111.32
2025-11-15,B_on,DK1,20251115-1300,99.7
2025-11-15,B_on,DK1,20251115-0300,83.09
2025-11-15,B_on,DK1,20251115-0000,84.89
2025-11-15,B_on,DK1,20251115-1900,101.82
2025-11-15,B_on,DK1,20251115-1000,98.13
2025-11-15,B_on,DK1,20251115-0900,95.62
2025-11-15,B_on,DK1,20251115-0500,84.89
2025-11-15,B_on,DK1,20251115-1700,113.58
2025-11-15,B_on,DK1,20251115-0200,83.09
2025-11-15,B_on,DK1,20251115-1500,101.82
2025-11-15,B_on,DK1,20251115-2000,101.82
2025-11-15,B_on,DK1,20251115-0700,97.29
2025-11-15,B_on,DK1,20251115-1400,101.81999999999984
2025-11-15,B_on,DK1,20251115-0600,92.06
2025-11-15,B_on,DK1,20251115-1100,95.62
2025-11-15,B_on,DK1,20251115-2100,101.82
2025-11-15,B_on,DK1,20251115-0400,83.09
2025-11-15,B_on,NO2,20251115-2300,87.46
2025-11-15,B_on,NO2,20251115-0100,84.89
2025-11-15,B_on,NO2,20251115-0800,87.46
2025-11-15,B_on,NO2,20251115-1200,87.46
2025-11-15,B_on,NO2,20251115-1600,87.46
2025-11-15,B_on,NO2,20251115-2200,87.46
2025-11-15,B_on,NO2,20251115-1800,87.46
2025-11-15,B_on,NO2,20251115-1300,87.46
2025-11-15,B_on,NO2,20251115-0300,84.89
2025-11-15,B_on,NO2,20251115-0000,84.89
2025-11-15,B_on,NO2,20251115-1900,87.46
2025-11-15,B_on,NO2,20251115-1000,87.46
2025-11-15,B_on,NO2,20251115-0900,87.46
2025-11-15,B_on,NO2,20251115-0500,84.89
2025-11-15,B_on,NO2,20251115-1700,87.46
2025-11-15,B_on,NO2,20251115-0200,83.09
2025-11-15,B_on,NO2,20251115-1500,87.46
2025-11-15,B_on,NO2,20251115-2000,87.46
2025-11-15,B_on,NO2,20251115-0700,87.46
2025-11-15,B_on,NO2,20251115-1400,87.45999999999997
2025-11-15,B_on,NO2,20251115-0600,87.46
2025-11-15,B_on,NO2,20251115-1100,87.46
2025-11-15,B_on,NO2,20251115-2100,87.46
2025-11-15,B_on,NO2,20251115-0400,84.89
2025-11-15,B_on,FR,20251115-2300,42.31
2025-11-15,B_on,FR,20251115-0100,39.22
2025-11-15,B_on,FR,20251115-0800,41.24
2025-11-15,B_on,FR,20251115-1200,41.51
2025-11-15,B_on,FR,20251115-1600,47.92
2025-11-15,B_on,FR,20251115-2200,57.0
2025-11-15,B_on,FR,20251115-1800,83.09
2025-11-15,B_on,FR,20251115-1300,42.3
2025-11-15,B_on,FR,20251115-0300,18.91
2025-11-15,B_on,FR,20251115-0000,41.31
2025-11-15,B_on,FR,20251115-1900,67.4
2025-11-15,B_on,FR,20251115-1000,35.02
2025-11-15,B_on,FR,20251115-0900,34.84
2025-11-15,B_on,FR,20251115-0500,39.22
2025-11-15,B_on,FR,20251115-1700,83.09
2025-11-15,B_on,FR,20251115-0200,31.3
2025-11-15,B_on,FR,20251115-1500,43.01
2025-11-15,B_on,FR,20251115-2000,48.11
2025-11-15,B_on,FR,20251115-0700,41.97
2025-11-15,B_on,FR,20251115-1400,43.00999999999967
2025-11-15,B_on,FR,20251115-0600,40.45
2025-11-15,B_on,FR,20251115-1100,35.24
2025-11-15,B_on,FR,20251115-2100,48.11
2025-11-15,B_on,FR,20251115-0400,18.91
2025-05-15,A_off,NL,20250515-2300,86.47
2025-05-15,A_off,NL,20250515-0800,59.0
2025-05-15,A_off,NL,20250515-2000,86.47
2025-05-15,A_off,NL,20250515-1000,14.91
2025-05-15,A_off,NL,20250515-1600,86.47
2025-05-15,A_off,NL,20250515-0600,86.47
2025-05-15,A_off,NL,20250515-0000,86.47
2025-05-15,A_off,NL,20250515-1800,86.47
2025-05-15,A_off,NL,20250515-0300,86.47
2025-05-15,A_off,NL,20250515-0700,86.47
2025-05-15,A_off,NL,20250515-0200,86.47
2025-05-15,A_off,NL,20250515-0400,86.47
2025-05-15,A_off,NL,20250515-1400,40.0
2025-05-15,A_off,NL,20250515-1700,86.47
2025-05-15,A_off,NL,20250515-1500,23.75
2025-05-15,A_off,NL,20250515-1300,4.95
2025-05-15,A_off,NL,20250515-2200,86.47
2025-05-15,A_off,NL,20250515-1900,94.05
2025-05-15,A_off,NL,20250515-0900,46.67
2025-05-15,A_off,NL,20250515-0100,86.47
2025-05-15,A_off,NL,20250515-1100,4.95
2025-05-15,A_off,NL,20250515-2100,86.47
2025-05-15,A_off,NL,20250515-0500,94.05
2025-05-15,A_off,NL,20250515-1200,4.55
2025-05-15,A_off,BE,20250515-2300,84.93
2025-05-15,A_off,BE,20250515-0800,86.47
2025-05-15,A_off,BE,20250515-2000,86.47
2025-05-15,A_off,BE,20250515-1000,26.88
2025-05-15,A_off,BE,20250515-1600,84.93
2025-05-15,A_off,BE,20250515-0600,86.47
2025-05-15,A_off,BE,20250515-0000,84.93
2025-05-15,A_off,BE,20250515-1800,86.47
2025-05-15,A_off,BE,20250515-0300,86.47
2025-05-15,A_off,BE,20250515-0700,86.47
2025-05-15,A_off,BE,20250515-0200,77.82
2025-05-15,A_off,BE,20250515-0400,86.47
2025-05-15,A_off,BE,20250515-1400,39.29
2025-05-15,A_off,BE,20250515-1700,86.47
2025-05-15,A_off,BE,20250515-1500,44.98
2025-05-15,A_off,BE,20250515-1300,9.5
2025-05-15,A_off,BE,20250515-2200,84.93
2025-05-15,A_off,BE,20250515-1900,86.47
2025-05-15,A_off,BE,20250515-0900,86.47
2025-05-15,A_off,BE,20250515-0100,77.82
2025-05-15,A_off,BE,20250515-1100,7.22
2025-05-15,A_off,BE,20250515-2100,86.47
2025-05-15,A_off,BE,20250515-0500,86.47
2025-05-15,A_off,BE,20250515-1200,5.0
2025-05-15,A_off,DE_LU,20250515-2300,86.47
2025-05-15,A_off,DE_LU,20250515-0800,51.03
2025-05-15,A_off,DE_LU,20250515-2000,94.05
2025-05-15,A_off,DE_LU,20250515-1000,14.91
2025-05-15,A_off,DE_LU,20250515-1600,86.47
2025-05-15,A_off,DE_LU,20250515-0600,88.52
2025-05-15,A_off,DE_LU,20250515-0000,86.47
2025-05-15,A_off,DE_LU,20250515-1800,100.8
2025-05-15,A_off,DE_LU,20250515-0300,92.73
2025-05-15,A_off,DE_LU,20250515-0700,77.07
2025-05-15,A_off,DE_LU,20250515-0200,86.47
2025-05-15,A_off,DE_LU,20250515-0400,94.05
2025-05-15,A_off,DE_LU,20250515-1400,40.0
2025-05-15,A_off,DE_LU,20250515-1700,94.05
2025-05-15,A_off,DE_LU,20250515-1500,57.0
2025-05-15,A_off,DE_LU,20250515-1300,4.95
2025-05-15,A_off,DE_LU,20250515-2200,86.47
2025-05-15,A_off,DE_LU,20250515-1900,94.05
2025-05-15,A_off,DE_LU,20250515-0900,46.67
2025-05-15,A_off,DE_LU,20250515-0100,86.47
2025-05-15,A_off,DE_LU,20250515-1100,9.5
2025-05-15,A_off,DE_LU,20250515-2100,94.05
2025-05-15,A_off,DE_LU,20250515-0500,94.05
2025-05-15,A_off,DE_LU,20250515-1200,4.95
2025-05-15,A_off,DK1,20250515-2300,75.0
2025-05-15,A_off,DK1,20250515-0800,1.0
2025-05-15,A_off,DK1,20250515-2000,57.0
2025-05-15,A_off,DK1,20250515-1000,14.91
2025-05-15,A_off,DK1,20250515-1600,1.0
2025-05-15,A_off,DK1,20250515-0600,1.0
2025-05-15,A_off,DK1,20250515-0000,30.0
2025-05-15,A_off,DK1,20250515-1800,86.47
2025-05-15,A_off,DK1,20250515-0300,42.47
2025-05-15,A_off,DK1,20250515-0700,1.0
2025-05-15,A_off,DK1,20250515-0200,33.25
2025-05-15,A_off,DK1,20250515-0400,42.47
2025-05-15,A_off,DK1,20250515-1400,40.0
2025-05-15,A_off,DK1,20250515-1700,43.71
2025-05-15,A_off,DK1,20250515-1500,23.75
2025-05-15,A_off,DK1,20250515-1300,4.95
2025-05-15,A_off,DK1,20250515-2200,86.47
2025-05-15,A_off,DK1,20250515-1900,94.05
2025-05-15,A_off,DK1,20250515-0900,46.67
2025-05-15,A_off,DK1,20250515-0100,30.0
2025-05-15,A_off,DK1,20250515-1100,9.5
2025-05-15,A_off,DK1,20250515-2100,86.47
2025-05-15,A_off,DK1,20250515-0500,25.29
2025-05-15,A_off,DK1,20250515-1200,4.95
2025-05-15,A_off,NO2,20250515-2300,77.82
2025-05-15,A_off,NO2,20250515-0800,56.77
2025-05-15,A_off,NO2,20250515-2000,84.64
2025-05-15,A_off,NO2,20250515-1000,24.75
2025-05-15,A_off,NO2,20250515-1600,77.82
2025-05-15,A_off,NO2,20250515-0600,77.82
2025-05-15,A_off,NO2,20250515-0000,77.82
2025-05-15,A_off,NO2,20250515-1800,84.64
2025-05-15,A_off,NO2,20250515-0300,83.46
2025-05-15,A_off,NO2,20250515-0700,59.34
2025-05-15,A_off,NO2,20250515-0200,77.82
2025-05-15,A_off,NO2,20250515-0400,84.64
2025-05-15,A_off,NO2,20250515-1400,36.0
2025-05-15,A_off,NO2,20250515-1700,84.64
2025-05-15,A_off,NO2,20250515-1500,59.59
2025-05-15,A_off,NO2,20250515-1300,4.46
2025-05-15,A_off,NO2,20250515-2200,77.82
2025-05-15,A_off,NO2,20250515-1900,84.64
2025-05-15,A_off,NO2,20250515-0900,45.93
2025-05-15,A_off,NO2,20250515-0100,77.82
2025-05-15,A_off,NO2,20250515-1100,8.55
2025-05-15,A_off,NO2,20250515-2100,84.64
2025-05-15,A_off,NO2,20250515-0500,84.64
2025-05-15,A_off,NO2,20250515-1200,4.46
2025-05-15,A_off,FR,20250515-2300,48.78
2025-05-15,A_off,FR,20250515-0800,21.63
2025-05-15,A_off,FR,20250515-2000,53.48
2025-05-15,A_off,FR,20250515-1000,14.91
2025-05-15,A_off,FR,20250515-1600,21.86
2025-05-15,A_off,FR,20250515-0600,57.0
2025-05-15,A_off,FR,20250515-0000,51.92
2025-05-15,A_off,FR,20250515-1800,65.35
2025-05-15,A_off,FR,20250515-0300,49.91
2025-05-15,A_off,FR,20250515-0700,47.7
2025-05-15,A_off,FR,20250515-0200,49.59
2025-05-15,A_off,FR,20250515-0400,51.63
2025-05-15,A_off,FR,20250515-1400,18.66
2025-05-15,A_off,FR,20250515-1700,51.03
2025-05-15,A_off,FR,20250515-1500,19.04
2025-05-15,A_off,FR,20250515-1300,12.93
2025-05-15,A_off,FR,20250515-2200,49.37
2025-05-15,A_off,FR,20250515-1900,66.17
2025-05-15,A_off,FR,20250515-0900,18.99
2025-05-15,A_off,FR,20250515-0100,48.38
2025-05-15,A_off,FR,20250515-1100,14.65
2025-05-15,A_off,FR,20250515-2100,53.48
2025-05-15,A_off,FR,20250515-0500,86.47
2025-05-15,A_off,FR,20250515-1200,12.84
2025-05-15,B_on,NL,20250515-2300,86.47
2025-05-15,B_on,NL,20250515-0800,57.0
2025-05-15,B_on,NL,20250515-2000,86.47
2025-05-15,B_on,NL,20250515-1000,5.0
2025-05-15,B_on,NL,20250515-1600,59.0
2025-05-15,B_on,NL,20250515-0600,86.47
2025-05-15,B_on,NL,20250515-0000,86.47
2025-05-15,B_on,NL,20250515-1800,86.47
2025-05-15,B_on,NL,20250515-0300,86.47
2025-05-15,B_on,NL,20250515-0700,86.47
2025-05-15,B_on,NL,20250515-0200,86.47
2025-05-15,B_on,NL,20250515-0400,86.47
2025-05-15,B_on,NL,20250515-1400,12.5
2025-05-15,B_on,NL,20250515-1700,86.47
2025-05-15,B_on,NL,20250515-1500,20.96
2025-05-15,B_on,NL,20250515-1300,4.55
2025-05-15,B_on,NL,20250515-2200,86.47
2025-05-15,B_on,NL,20250515-1900,94.05
2025-05-15,B_on,NL,20250515-0900,46.67
2025-05-15,B_on,NL,20250515-0100,86.47
2025-05-15,B_on,NL,20250515-1100,4.55
2025-05-15,B_on,NL,20250515-2100,86.47
2025-05-15,B_on,NL,20250515-0500,94.05
2025-05-15,B_on,NL,20250515-1200,4.55
2025-05-15,B_on,BE,20250515-2300,84.93
2025-05-15,B_on,BE,20250515-0800,86.47
2025-05-15,B_on,BE,20250515-2000,86.47
2025-05-15,B_on,BE,20250515-1000,23.75
2025-05-15,B_on,BE,20250515-1600,71.44
2025-05-15,B_on,BE,20250515-0600,86.47
2025-05-15,B_on,BE,20250515-0000,84.93
2025-05-15,B_on,BE,20250515-1800,86.47
2025-05-15,B_on,BE,20250515-0300,86.47
2025-05-15,B_on,BE,20250515-0700,86.47
2025-05-15,B_on,BE,20250515-0200,77.82
2025-05-15,B_on,BE,20250515-0400,86.47
2025-05-15,B_on,BE,20250515-1400,25.78
2025-05-15,B_on,BE,20250515-1700,86.47
2025-05-15,B_on,BE,20250515-1500,35.6
2025-05-15,B_on,BE,20250515-1300,9.5
2025-05-15,B_on,BE,20250515-2200,84.93
2025-05-15,B_on,BE,20250515-1900,86.47
2025-05-15,B_on,BE,20250515-0900,86.47
2025-05-15,B_on,BE,20250515-0100,77.82
2025-05-15,B_on,BE,20250515-1100,7.02
2025-05-15,B_on,BE,20250515-2100,86.47
2025-05-15,B_on,BE,20250515-0500,86.47
2025-05-15,B_on,BE,20250515-1200,5.0
2025-05-15,B_on,DE_LU,20250515-2300,86.47
2025-05-15,B_on,DE_LU,20250515-0800,51.03
2025-05-15,B_on,DE_LU,20250515-2000,94.05
2025-05-15,B_on,DE_LU,20250515-1000,14.91
2025-05-15,B_on,DE_LU,20250515-1600,86.47
2025-05-15,B_on,DE_LU,20250515-0600,88.52
2025-05-15,B_on,DE_LU,20250515-0000,86.47
2025-05-15,B_on,DE_LU,20250515-1800,100.8
2025-05-15,B_on,DE_LU,20250515-0300,92.73
2025-05-15,B_on,DE_LU,20250515-0700,77.07
2025-05-15,B_on,DE_LU,20250515-0200,86.47
2025-05-15,B_on,DE_LU,20250515-0400,94.05
2025-05-15,B_on,DE_LU,20250515-1400,40.0
2025-05-15,B_on,DE_LU,20250515-1700,94.05
2025-05-15,B_on,DE_LU,20250515-1500,57.0
2025-05-15,B_on,DE_LU,20250515-1300,9.45
2025-05-15,B_on,DE_LU,20250515-2200,86.47
2025-05-15,B_on,DE_LU,20250515-1900,94.05
2025-05-15,B_on,DE_LU,20250515-0900,46.67
2025-05-15,B_on,DE_LU,20250515-0100,86.47
2025-05-15,B_on,DE_LU,20250515-1100,9.5
2025-05-15,B_on,DE_LU,20250515-2100,94.05
