zone,ts,price
GR,20250211-1400,129.51
GR,20250211-0700,133.28
GR,20250211-1500,243.39
GR,20250211-1600,370.81
GR,20250211-0800,129.51
GR,20250211-0100,129.39
GR,20250211-2300,129.51
GR,20250211-1200,121.66
GR,20250211-1300,129.51
GR,20250211-0500,155.41
GR,20250211-2100,157.19
GR,20250211-0300,116.88
GR,20250211-1000,116.86
GR,20250211-1100,116.86
GR,20250211-0900,129.51
IT-CNORTH,20250211-0000,155.41
IT-CNORTH,20250211-1800,238.57
IT-CNORTH,20250211-2000,155.41
IT-CNORTH,20250211-0600,155.41
IT-CNORTH,20250211-1700,216.73
IT-CNORTH,20250211-2200,155.41
IT-CNORTH,20250211-0200,155.41
IT-CNORTH,20250211-1900,199.49
IT-CNORTH,20250211-0400,155.41
IT-CNORTH,20250211-1400,214.92
IT-CNORTH,20250211-0700,232.07
IT-CNORTH,20250211-1500,216.93
IT-CNORTH,20250211-1600,211.51
IT-CNORTH,20250211-0800,501.68
IT-CNORTH,20250211-0100,155.41
IT-CNORTH,20250211-2300,155.41
IT-CNORTH,20250211-1200,253.91
IT-CNORTH,20250211-1300,348.16
IT-CNORTH,20250211-0500,155.41
IT-CNORTH,20250211-2100,155.41
IT-CNORTH,20250211-0300,155.41
IT-CNORTH,20250211-1000,430.0
IT-CNORTH,20250211-1100,254.19
IT-CNORTH,20250211-0900,473.43
HU,20250211-0000,96.32
HU,20250211-1800,238.57
HU,20250211-2000,129.51
HU,20250211-0600,155.41
HU,20250211-1700,216.73
HU,20250211-2200,129.51
HU,20250211-0200,96.32
HU,20250211-1900,199.49
HU,20250211-0400,129.51
HU,20250211-1400,116.86
HU,20250211-0700,129.51
HU,20250211-1500,216.93
HU,20250211-1600,225.06
HU,20250211-0800,107.43
HU,20250211-0100,96.32
HU,20250211-2300,96.32
HU,20250211-1200,9.5
HU,20250211-1300,67.57
HU,20250211-0500,155.41
HU,20250211-2100,129.51
HU,20250211-0300,96.32
HU,20250211-1000,6.82
HU,20250211-1100,9.5
HU,20250211-0900,9.5
IT-SOUTH,20250211-0000,155.41
IT-SOUTH,20250211-1800,238.57
IT-SOUTH,20250211-2000,155.41
IT-SOUTH,20250211-0600,155.41
IT-SOUTH,20250211-1700,216.73
IT-SOUTH,20250211-2200,155.41
IT-SOUTH,20250211-0200,155.41
IT-SOUTH,20250211-1900,199.49
IT-SOUTH,20250211-0400,155.41
IT-SOUTH,20250211-1400,155.41
IT-SOUTH,20250211-0700,200.82
IT-SOUTH,20250211-1500,216.93
IT-SOUTH,20250211-1600,211.51
IT-SOUTH,20250211-0800,155.41
IT-SOUTH,20250211-0100,155.41
IT-SOUTH,20250211-2300,155.41
IT-SOUTH,20250211-1200,155.41
IT-SOUTH,20250211-1300,155.41
IT-SOUTH,20250211-0500,155.41
IT-SOUTH,20250211-2100,155.41
IT-SOUTH,20250211-0300,155.41
IT-SOUTH,20250211-1000,155.41
IT-SOUTH,20250211-1100,155.41
IT-SOUTH,20250211-0900,155.41
IT-Sicily,20250211-0000,155.41
IT-Sicily,20250211-1800,238.57
IT-Sicily,20250211-2000,155.41
IT-Sicily,20250211-0600,155.41
IT-Sicily,20250211-1700,216.73
IT-Sicily,20250211-2200,155.41
IT-Sicily,20250211-0200,155.41
IT-Sicily,20250211-1900,199.49
IT-Sicily,20250211-0400,155.41
IT-Sicily,20250211-1400,155.41
IT-Sicily,20250211-0700,155.41
IT-Sicily,20250211-1500,155.41
IT-Sicily,20250211-1600,155.41
IT-Sicily,20250211-0800,155.41
IT-Sicily,20250211-0100,155.41
IT-Sicily,20250211-2300,155.41
IT-Sicily,20250211-1200,155.41
IT-Sicily,20250211-1300,155.41
IT-Sicily,20250211-0500,155.41
IT-Sicily,20250211-2100,155.41
IT-Sicily,20250211-0300,155.41
IT-Sicily,20250211-1000,155.41
IT-Sicily,20250211-1100,155.41
IT-Sicily,20250211-0900,155.41
IT-Sardinia,20250211-0000,134.03
IT-Sardinia,20250211-1800,155.41
IT-Sardinia,20250211-2000,155.41
IT-Sardinia,20250211-0600,155.41
IT-Sardinia,20250211-1700,155.41
IT-Sardinia,20250211-2200,128.92
IT-Sardinia,20250211-0200,128.92
IT-Sardinia,20250211-1900,155.41
IT-Sardinia,20250211-0400,128.92
IT-Sardinia,20250211-1400,85.5
IT-Sardinia,20250211-0700,155.41
IT-Sardinia,20250211-1500,128.92
IT-Sardinia,20250211-1600,155.41
IT-Sardinia,20250211-0800,128.92
IT-Sardinia,20250211-0100,128.92
IT-Sardinia,20250211-2300,122.63
IT-Sardinia,20250211-1200,28.5
IT-Sardinia,20250211-1300,31.5
IT-Sardinia,20250211-0500,134.03
IT-Sardinia,20250211-2100,128.92
IT-Sardinia,20250211-0300,128.92
IT-Sardinia,20250211-1000,31.5
IT-Sardinia,20250211-1100,28.5
IT-Sardinia,20250211-0900,85.5
RS,20250211-0000,129.51
RS,20250211-1800,243.68
RS,20250211-2000,196.98
RS,20250211-0600,164.47
RS,20250211-1700,241.68
RS,20250211-2200,129.51
RS,20250211-0200,116.86
RS,20250211-1900,221.91
RS,20250211-0400,129.51
RS,20250211-1400,129.51
RS,20250211-0700,187.32
RS,20250211-1500,206.49
RS,20250211-1600,225.06
RS,20250211-0800,129.51
RS,20250211-0100,129.39
RS,20250211-2300,129.51
RS,20250211-1200,121.66
RS,20250211-1300,129.51
RS,20250211-0500,155.41
RS,20250211-2100,184.31
RS,20250211-0300,116.88
RS,20250211-1000,116.86
RS,20250211-1100,116.86
RS,20250211-0900,129.51
DK1,20250211-0000,60.78
DK1,20250211-1800,129.51
DK1,20250211-2000,116.86
DK1,20250211-0600,102.19
DK1,20250211-1700,129.51
DK1,20250211-2200,109.86
DK1,20250211-0200,48.73
DK1,20250211-1900,116.86
DK1,20250211-0400,58.8
DK1,20250211-1400,107.43
DK1,20250211-0700,107.43
DK1,20250211-1500,116.86
DK1,20250211-1600,129.51
DK1,20250211-0800,107.43
DK1,20250211-0100,57.0
DK1,20250211-2300,102.19
DK1,20250211-1200,107.43
DK1,20250211-1300,107.43
DK1,20250211-0500,96.32
DK1,20250211-2100,116.86
DK1,20250211-0300,56.81
DK1,20250211-1000,102.19
DK1,20250211-1100,57.0
DK1,20250211-0900,102.19
CH,20250211-0000,83.84
CH,20250211-1800,238.57
CH,20250211-2000,155.41
CH,20250211-0600,136.32
CH,20250211-1700,210.41
CH,20250211-2200,124.24
CH,20250211-0200,82.09
CH,20250211-1900,199.49
CH,20250211-0400,82.13
CH,20250211-1400,214.92
CH,20250211-0700,141.29
CH,20250211-1500,136.32
CH,20250211-1600,136.32
CH,20250211-0800,184.06
CH,20250211-0100,75.87
CH,20250211-2300,119.14
CH,20250211-1200,136.32
CH,20250211-1300,136.32
CH,20250211-0500,113.42
CH,20250211-2100,155.41
CH,20250211-0300,79.62
CH,20250211-1000,153.72
CH,20250211-1100,136.32
CH,20250211-0900,190.18
SE1,20250211-0000,1.0
SE1,20250211-1800,1.0
SE1,20250211-2000,1.0
SE1,20250211-0600,1.0
SE1,20250211-1700,1.0
SE1,20250211-2200,1.0
SE1,20250211-0200,1.0
SE1,20250211-1900,1.0
SE1,20250211-0400,1.0
SE1,20250211-1400,1.0
SE1,20250211-0700,1.0
SE1,20250211-1500,1.0
SE1,20250211-1600,1.0
SE1,20250211-0800,1.0
SE1,20250211-0100,1.0
SE1,20250211-2300,1.0
SE1,20250211-1200,1.0
SE1,20250211-1300,1.0
SE1,20250211-0500,1.0
SE1,20250211-2100,1.0
SE1,20250211-0300,1.0
SE1,20250211-1000,1.0
SE1,20250211-1100,1.0
SE1,20250211-0900,1.0
NO4,20250211-0000,33.57
NO4,20250211-1800,39.76
NO4,20250211-2000,39.94
NO4,20250211-0600,48.72
NO4,20250211-1700,37.14
NO4,20250211-2200,28.63
NO4,20250211-0200,32.03
NO4,20250211-1900,40.43
NO4,20250211-0400,34.4
NO4,20250211-1400,35.05
NO4,20250211-0700,52.1
NO4,20250211-1500,37.1
NO4,20250211-1600,38.08
NO4,20250211-0800,50.94
NO4,20250211-0100,31.7
NO4,20250211-2300,31.81
NO4,20250211-1200,38.73
NO4,20250211-1300,34.94
NO4,20250211-0500,40.69
NO4,20250211-2100,37.44
NO4,20250211-0300,31.84
NO4,20250211-1000,42.76
NO4,20250211-1100,41.45
NO4,20250211-0900,52.48
SE3,20250211-0000,51.3
SE3,20250211-1800,116.56
SE3,20250211-2000,116.86
SE3,20250211-0600,91.97
SE3,20250211-1700,116.56
SE3,20250211-2200,107.43
SE3,20250211-0200,48.38
SE3,20250211-1900,107.43
SE3,20250211-0400,52.11
SE3,20250211-1400,96.69
SE3,20250211-0700,107.43
SE3,20250211-1500,105.17
SE3,20250211-1600,116.56
SE3,20250211-0800,96.69
SE3,20250211-0100,49.68
SE3,20250211-2300,102.19
SE3,20250211-1200,91.97
SE3,20250211-1300,91.97
SE3,20250211-0500,86.69
SE3,20250211-2100,116.86
SE3,20250211-0300,51.3
SE3,20250211-1000,91.97
SE3,20250211-1100,27.0
SE3,20250211-0900,91.97
FR,20250211-0000,60.78
FR,20250211-1800,238.57
FR,20250211-2000,129.51
FR,20250211-0600,129.51
FR,20250211-1700,210.41
FR,20250211-2200,109.86
FR,20250211-0200,48.73
FR,20250211-1900,199.49
FR,20250211-0400,58.8
FR,20250211-1400,121.74
FR,20250211-0700,141.29
FR,20250211-1500,116.86
FR,20250211-1600,129.51
FR,20250211-0800,184.06
FR,20250211-0100,57.0
FR,20250211-2300,102.19
FR,20250211-1200,129.51
FR,20250211-1300,129.51
FR,20250211-0500,96.32
FR,20250211-2100,127.35
FR,20250211-0300,56.81
FR,20250211-1000,153.72
FR,20250211-1100,129.51
FR,20250211-0900,190.18
FI,20250211-0000,12.74
FI,20250211-1800,10.62
FI,20250211-2000,9.5
FI,20250211-0600,57.0
FI,20250211-1700,12.71
FI,20250211-2200,9.5
FI,20250211-0200,9.5
FI,20250211-1900,9.5
FI,20250211-0400,12.69
FI,20250211-1400,16.56
FI,20250211-0700,57.0
FI,20250211-1500,12.84
FI,20250211-1600,12.79
FI,20250211-0800,57.0
FI,20250211-0100,10.56
FI,20250211-2300,9.5
FI,20250211-1200,57.0
FI,20250211-1300,57.0
FI,20250211-0500,30.0
FI,20250211-2100,9.5
FI,20250211-0300,9.5
FI,20250211-1000,95.01
FI,20250211-1100,92.81
FI,20250211-0900,75.34
PL,20250211-0000,102.19
PL,20250211-1800,116.86
PL,20250211-2000,102.19
PL,20250211-0600,116.86
PL,20250211-1700,116.86
PL,20250211-2200,102.19
PL,20250211-0200,102.19
PL,20250211-1900,111.69
PL,20250211-0400,102.19
PL,20250211-1400,102.19
PL,20250211-0700,116.86
PL,20250211-1500,116.86
PL,20250211-1600,116.86
PL,20250211-0800,107.43
PL,20250211-0100,102.19
PL,20250211-2300,102.19
PL,20250211-1200,102.19
PL,20250211-1300,102.19
PL,20250211-0500,116.86
PL,20250211-2100,102.19
PL,20250211-0300,102.19
PL,20250211-1000,102.19
PL,20250211-1100,102.19
PL,20250211-0900,102.19
IT-Calabria,20250211-0000,155.41
IT-Calabria,20250211-1800,238.57
IT-Calabria,20250211-2000,155.41
IT-Calabria,20250211-0600,155.41
IT-Calabria,20250211-1700,216.73
IT-Calabria,20250211-2200,155.41
IT-Calabria,20250211-0200,155.41
IT-Calabria,20250211-1900,199.49
IT-Calabria,20250211-0400,155.41
IT-Calabria,20250211-1400,155.41
IT-Calabria,20250211-0700,155.41
IT-Calabria,20250211-1500,155.41
IT-Calabria,20250211-1600,155.41
IT-Calabria,20250211-0800,155.41
IT-Calabria,20250211-0100,155.41
IT-Calabria,20250211-2300,155.41
IT-Calabria,20250211-1200,155.41
IT-Calabria,20250211-1300,155.41
IT-Calabria,20250211-0500,155.41
IT-Calabria,20250211-2100,155.41
IT-Calabria,20250211-0300,155.41
IT-Calabria,20250211-1000,155.41
IT-Calabria,20250211-1100,155.41
IT-Calabria,20250211-0900,155.41
AT,20250211-0000,83.84
AT,20250211-1800,136.32
AT,20250211-2000,136.32
AT,20250211-0600,136.32
AT,20250211-1700,207.69
AT,20250211-2200,124.24
AT,20250211-0200,82.09
AT,20250211-1900,136.32
AT,20250211-0400,82.13
AT,20250211-1400,136.32
AT,20250211-0700,141.29
AT,20250211-1500,136.32
AT,20250211-1600,136.32
AT,20250211-0800,136.32
AT,20250211-0100,75.87
AT,20250211-2300,119.14
AT,20250211-1200,131.59
AT,20250211-1300,136.32
AT,20250211-0500,113.42
AT,20250211-2100,136.32
AT,20250211-0300,79.62
AT,20250211-1000,136.32
AT,20250211-1100,131.62
AT,20250211-0900,136.32
SE2,20250211-0000,1.0
SE2,20250211-1800,72.33
SE2,20250211-2000,75.16
SE2,20250211-0600,68.51
SE2,20250211-1700,71.17
SE2,20250211-2200,61.7
SE2,20250211-0200,1.0
SE2,20250211-1900,76.71
SE2,20250211-0400,45.48
SE2,20250211-1400,71.65
SE2,20250211-0700,77.58
SE2,20250211-1500,66.82
SE2,20250211-1600,66.48
SE2,20250211-0800,75.39
SE2,20250211-0100,1.0
SE2,20250211-2300,46.27
SE2,20250211-1200,68.72
SE2,20250211-1300,70.88
SE2,20250211-0500,55.35
SE2,20250211-2100,68.89
SE2,20250211-0300,1.0
SE2,20250211-1000,66.75
SE2,20250211-1100,72.13
SE2,20250211-0900,72.46
IT-NORTH,20250211-0000,155.41
IT-NORTH,20250211-1800,238.57
IT-NORTH,20250211-2000,155.41
IT-NORTH,20250211-0600,155.41
IT-NORTH,20250211-1700,216.73
IT-NORTH,20250211-2200,155.41
IT-NORTH,20250211-0200,155.41
IT-NORTH,20250211-1900,199.49
IT-NORTH,20250211-0400,155.41
IT-NORTH,20250211-1400,214.92
IT-NORTH,20250211-0700,232.07
IT-NORTH,20250211-1500,216.93
IT-NORTH,20250211-1600,211.51
IT-NORTH,20250211-0800,501.68
IT-NORTH,20250211-0100,155.41
IT-NORTH,20250211-2300,155.41
IT-NORTH,20250211-1200,253.91
IT-NORTH,20250211-1300,348.16
IT-NORTH,20250211-0500,155.41
IT-NORTH,20250211-2100,155.41
IT-NORTH,20250211-0300,155.41
IT-NORTH,20250211-1000,430.0
IT-NORTH,20250211-1100,254.19
IT-NORTH,20250211-0900,473.43
LT,20250211-0000,75.34
LT,20250211-1800,129.51
LT,20250211-2000,123.33
LT,20250211-0600,129.51
LT,20250211-1700,129.51
LT,20250211-2200,96.32
LT,20250211-0200,75.34
LT,20250211-1900,129.51
LT,20250211-0400,107.43
LT,20250211-1400,129.51
LT,20250211-0700,129.51
LT,20250211-1500,129.51
LT,20250211-1600,133.24
LT,20250211-0800,129.51
LT,20250211-0100,75.34
LT,20250211-2300,83.54
LT,20250211-1200,96.32
LT,20250211-1300,115.64
LT,20250211-0500,129.51
LT,20250211-2100,96.32
LT,20250211-0300,83.28
LT,20250211-1000,96.32
LT,20250211-1100,96.32
LT,20250211-0900,107.43
PT,20250211-0000,60.78
PT,20250211-1800,238.57
PT,20250211-2000,230.14
PT,20250211-0600,126.32
PT,20250211-1700,209.43
PT,20250211-2200,109.86
PT,20250211-0200,48.73
PT,20250211-1900,238.57
PT,20250211-0400,58.8
PT,20250211-1400,96.32
PT,20250211-0700,141.29
PT,20250211-1500,116.86
PT,20250211-1600,129.51
PT,20250211-0800,147.23
PT,20250211-0100,57.0
PT,20250211-2300,102.19
PT,20250211-1200,96.32
PT,20250211-1300,96.32
PT,20250211-0500,96.32
PT,20250211-2100,129.51
PT,20250211-0300,56.81
PT,20250211-1000,129.51
PT,20250211-1100,96.32
PT,20250211-0900,129.51
NO2,20250211-0000,63.62
NO2,20250211-1800,116.56
NO2,20250211-2000,105.17
NO2,20250211-0600,93.61
NO2,20250211-1700,116.56
NO2,20250211-2200,96.69
NO2,20250211-0200,61.72
NO2,20250211-1900,105.17
NO2,20250211-0400,65.99
NO2,20250211-1400,102.22
NO2,20250211-0700,99.25
NO2,20250211-1500,105.17
NO2,20250211-1600,116.56
NO2,20250211-0800,96.69
NO2,20250211-0100,62.56
NO2,20250211-2300,93.61
NO2,20250211-1200,93.61
NO2,20250211-1300,93.61
NO2,20250211-0500,88.53
NO2,20250211-2100,105.17
NO2,20250211-0300,63.62
NO2,20250211-1000,93.61
NO2,20250211-1100,93.61
NO2,20250211-0900,93.61
LV,20250211-0000,75.34
LV,20250211-1800,129.51
LV,20250211-2000,123.33
LV,20250211-0600,129.51
LV,20250211-1700,129.51
LV,20250211-2200,96.32
LV,20250211-0200,75.34
LV,20250211-1900,129.51
LV,20250211-0400,99.52
LV,20250211-1400,129.51
LV,20250211-0700,129.51
LV,20250211-1500,129.51
LV,20250211-1600,133.24
LV,20250211-0800,129.51
LV,20250211-0100,75.34
LV,20250211-2300,83.54
LV,20250211-1200,96.32
LV,20250211-1300,115.64
LV,20250211-0500,129.51
LV,20250211-2100,96.32
LV,20250211-0300,83.28
LV,20250211-1000,96.32
LV,20250211-1100,96.32
LV,20250211-0900,107.43
NL,20250211-0000,96.32
NL,20250211-1800,129.51
NL,20250211-2000,116.86
NL,20250211-0600,107.43
NL,20250211-1700,129.51
NL,20250211-2200,107.43
NL,20250211-0200,96.32
NL,20250211-1900,116.86
NL,20250211-0400,102.19
NL,20250211-1400,107.43
NL,20250211-0700,107.43
NL,20250211-1500,116.86
NL,20250211-1600,129.51
NL,20250211-0800,107.43
NL,20250211-0100,96.32
NL,20250211-2300,107.43
NL,20250211-1200,107.43
NL,20250211-1300,107.43
NL,20250211-0500,102.19
NL,20250211-2100,116.86
NL,20250211-0300,96.32
NL,20250211-1000,107.43
NL,20250211-1100,107.43
NL,20250211-0900,107.43
NO5,20250211-0000,68.99
NO5,20250211-1800,116.56
NO5,20250211-2000,105.17
NO5,20250211-0600,94.33
NO5,20250211-1700,116.56
NO5,20250211-2200,96.69
NO5,20250211-0200,67.54
NO5,20250211-1900,105.17
NO5,20250211-0400,72.04
NO5,20250211-1400,100.93
NO5,20250211-0700,98.65
NO5,20250211-1500,105.17
NO5,20250211-1600,116.56
NO5,20250211-0800,96.69
NO5,20250211-0100,68.18
NO5,20250211-2300,94.33
NO5,20250211-1200,94.33
NO5,20250211-1300,94.33
NO5,20250211-0500,89.33
NO5,20250211-2100,105.17
NO5,20250211-0300,68.99
NO5,20250211-1000,94.33
NO5,20250211-1100,94.33
NO5,20250211-0900,94.33
BE,20250211-0000,96.32
BE,20250211-1800,224.22
BE,20250211-2000,129.51
BE,20250211-0600,129.51
BE,20250211-1700,310.97
BE,20250211-2200,129.51
BE,20250211-0200,75.04
BE,20250211-1900,211.59
BE,20250211-0400,96.32
BE,20250211-1400,129.51
BE,20250211-0700,129.51
BE,20250211-1500,129.51
BE,20250211-1600,196.81
BE,20250211-0800,129.51
BE,20250211-0100,75.76
BE,20250211-2300,129.51
BE,20250211-1200,129.51
BE,20250211-1300,129.51
BE,20250211-0500,129.51
BE,20250211-2100,129.51
BE,20250211-0300,76.66
BE,20250211-1000,129.51
BE,20250211-1100,129.51
BE,20250211-0900,129.51
RO,20250211-0000,129.51
RO,20250211-1800,458.83
RO,20250211-2000,206.11
RO,20250211-0600,225.95
RO,20250211-1700,250.0
RO,20250211-2200,129.51
RO,20250211-0200,116.86
RO,20250211-1900,221.91
RO,20250211-0400,129.51
RO,20250211-1400,129.51
RO,20250211-0700,187.32
RO,20250211-1500,206.49
RO,20250211-1600,226.51
RO,20250211-0800,129.51
RO,20250211-0100,129.51
RO,20250211-2300,129.51
RO,20250211-1200,121.66
RO,20250211-1300,129.51
RO,20250211-0500,225.09
RO,20250211-2100,184.31
RO,20250211-0300,116.88
RO,20250211-1000,116.86
RO,20250211-1100,116.86
RO,20250211-0900,129.51
DK2,20250211-0000,60.78
DK2,20250211-1800,129.51
DK2,20250211-2000,89.61
DK2,20250211-0600,95.6
DK2,20250211-1700,129.51
DK2,20250211-2200,76.93
DK2,20250211-0200,48.73
DK2,20250211-1900,110.25
DK2,20250211-0400,58.8
DK2,20250211-1400,88.8
DK2,20250211-0700,95.35
DK2,20250211-1500,96.15
DK2,20250211-1600,129.51
DK2,20250211-0800,90.14
DK2,20250211-0100,57.0
DK2,20250211-2300,72.36
DK2,20250211-1200,76.93
DK2,20250211-1300,83.84
DK2,20250211-0500,92.56
DK2,20250211-2100,76.93
DK2,20250211-0300,56.81
DK2,20250211-1000,76.93
DK2,20250211-1100,69.2
DK2,20250211-0900,80.9
BG,20250211-0000,129.51
BG,20250211-1800,258.81
BG,20250211-2000,196.98
BG,20250211-0600,164.47
BG,20250211-1700,333.41
BG,20250211-2200,129.51
BG,20250211-0200,116.86
BG,20250211-1900,232.42
BG,20250211-0400,129.51
BG,20250211-1400,129.51
BG,20250211-0700,155.99
BG,20250211-1500,243.39
BG,20250211-1600,370.81
BG,20250211-0800,129.51
BG,20250211-0100,129.39
BG,20250211-2300,129.51
BG,20250211-1200,121.66
BG,20250211-1300,129.51
BG,20250211-0500,155.41
BG,20250211-2100,157.19
BG,20250211-0300,116.88
BG,20250211-1000,116.86
BG,20250211-1100,116.86
BG,20250211-0900,129.51
IT-CSOUTH,20250211-0000,155.41
IT-CSOUTH,20250211-1800,238.57
IT-CSOUTH,20250211-2000,155.41
IT-CSOUTH,20250211-0600,155.41
IT-CSOUTH,20250211-1700,216.73
IT-CSOUTH,20250211-2200,155.41
IT-CSOUTH,20250211-0200,155.41
IT-CSOUTH,20250211-1900,199.49
IT-CSOUTH,20250211-0400,155.41
IT-CSOUTH,20250211-1400,155.41
IT-CSOUTH,20250211-0700,200.82
IT-CSOUTH,20250211-1500,216.93
IT-CSOUTH,20250211-1600,211.51
IT-CSOUTH,20250211-0800,155.41
IT-CSOUTH,20250211-0100,155.41
IT-CSOUTH,20250211-2300,155.41
IT-CSOUTH,20250211-1200,155.41
IT-CSOUTH,20250211-1300,155.41
IT-CSOUTH,20250211-0500,155.41
IT-CSOUTH,20250211-2100,155.41
IT-CSOUTH,20250211-0300,155.41
IT-CSOUTH,20250211-1000,155.41
IT-CSOUTH,20250211-1100,155.41
IT-CSOUTH,20250211-0900,155.41
CZ,20250211-0000,83.01
CZ,20250211-1800,116.86
CZ,20250211-2000,116.86
CZ,20250211-0600,116.86
CZ,20250211-1700,116.86
CZ,20250211-2200,102.19
CZ,20250211-0200,83.01
CZ,20250211-1900,116.86
CZ,20250211-0400,102.19
CZ,20250211-1400,116.86
CZ,20250211-0700,116.86
CZ,20250211-1500,116.86
CZ,20250211-1600,116.86
CZ,20250211-0800,116.86
CZ,20250211-0100,83.01
CZ,20250211-2300,102.19
CZ,20250211-1200,102.19
CZ,20250211-1300,102.19
CZ,20250211-0500,116.86
CZ,20250211-2100,111.69
CZ,20250211-0300,83.28
CZ,20250211-1000,96.32
CZ,20250211-1100,96.32
CZ,20250211-0900,102.19
NO3,20250211-0000,68.99
NO3,20250211-1800,129.51
NO3,20250211-2000,105.17
NO3,20250211-0600,94.33
NO3,20250211-1700,129.51
NO3,20250211-2200,96.69
NO3,20250211-0200,67.54
NO3,20250211-1900,116.86
NO3,20250211-0400,72.04
NO3,20250211-1400,112.15
NO3,20250211-0700,98.65
NO3,20250211-1500,116.86
NO3,20250211-1600,116.56
NO3,20250211-0800,107.43
NO3,20250211-0100,68.18
NO3,20250211-2300,94.33
NO3,20250211-1200,104.81
NO3,20250211-1300,104.81
NO3,20250211-0500,99.26
NO3,20250211-2100,105.17
NO3,20250211-0300,68.99
NO3,20250211-1000,104.81
NO3,20250211-1100,104.81
NO3,20250211-0900,104.81
NO1,20250211-0000,76.66
NO1,20250211-1800,129.51
NO1,20250211-2000,3000.0
NO1,20250211-0600,104.81
NO1,20250211-1700,129.51
NO1,20250211-2200,107.43
NO1,20250211-0200,75.04
NO1,20250211-1900,3000.0
NO1,20250211-0400,80.04
NO1,20250211-1400,112.15
NO1,20250211-0700,109.62
NO1,20250211-1500,116.86
NO1,20250211-1600,129.51
NO1,20250211-0800,107.43
NO1,20250211-0100,75.76
NO1,20250211-2300,104.81
NO1,20250211-1200,104.81
NO1,20250211-1300,104.81
NO1,20250211-0500,99.26
NO1,20250211-2100,250.0
NO1,20250211-0300,76.66
NO1,20250211-1000,104.81
NO1,20250211-1100,104.81
NO1,20250211-0900,104.81
DE_LU,20250211-0000,60.78
DE_LU,20250211-1800,129.51
DE_LU,20250211-2000,116.86
DE_LU,20250211-0600,102.19
DE_LU,20250211-1700,129.51
DE_LU,20250211-2200,109.86
DE_LU,20250211-0200,48.73
DE_LU,20250211-1900,116.86
DE_LU,20250211-0400,58.8
DE_LU,20250211-1400,116.86
DE_LU,20250211-0700,111.8
DE_LU,20250211-1500,116.86
DE_LU,20250211-1600,129.51
DE_LU,20250211-0800,107.43
DE_LU,20250211-0100,57.0
DE_LU,20250211-2300,102.19
DE_LU,20250211-1200,108.59
DE_LU,20250211-1300,116.86
DE_LU,20250211-0500,96.32
DE_LU,20250211-2100,116.86
DE_LU,20250211-0300,56.81
DE_LU,20250211-1000,102.19
DE_LU,20250211-1100,102.19
DE_LU,20250211-0900,102.19
SK,20250211-0000,76.66
SK,20250211-1800,129.51
SK,20250211-2000,116.86
SK,20250211-0600,104.81
SK,20250211-1700,129.51
SK,20250211-2200,107.43
SK,20250211-0200,75.04
SK,20250211-1900,116.86
SK,20250211-0400,80.04
SK,20250211-1400,112.15
SK,20250211-0700,109.62
SK,20250211-1500,116.86
SK,20250211-1600,129.51
SK,20250211-0800,107.43
SK,20250211-0100,75.76
SK,20250211-2300,104.81
SK,20250211-1200,104.81
SK,20250211-1300,104.81
SK,20250211-0500,99.26
SK,20250211-2100,116.86
SK,20250211-0300,76.66
SK,20250211-1000,104.81
SK,20250211-1100,104.81
SK,20250211-0900,104.81
EE,20250211-0000,75.34
EE,20250211-1800,129.51
EE,20250211-2000,123.33
EE,20250211-0600,129.51
EE,20250211-1700,129.51
EE,20250211-2200,96.32
EE,20250211-0200,75.34
EE,20250211-1900,129.51
EE,20250211-0400,99.52
EE,20250211-1400,129.51
EE,20250211-0700,129.51
EE,20250211-1500,129.51
EE,20250211-1600,133.24
EE,20250211-0800,129.51
EE,20250211-0100,75.34
EE,20250211-2300,83.54
EE,20250211-1200,96.32
EE,20250211-1300,115.64
EE,20250211-0500,129.51
EE,20250211-2100,96.32
EE,20250211-0300,83.28
EE,20250211-1000,96.32
EE,20250211-1100,96.32
EE,20250211-0900,107.43
SE4,20250211-0000,69.43
SE4,20250211-1800,113.32
SE4,20250211-2000,89.61
SE4,20250211-0600,95.6
SE4,20250211-1700,113.32
SE4,20250211-2200,76.93
SE4,20250211-0200,61.7
SE4,20250211-1900,106.48
SE4,20250211-0400,65.44
SE4,20250211-1400,88.8
SE4,20250211-0700,95.35
SE4,20250211-1500,96.15
SE4,20250211-1600,114.65
SE4,20250211-0800,90.14
SE4,20250211-0100,61.7
SE4,20250211-2300,72.36
SE4,20250211-1200,76.93
SE4,20250211-1300,83.84
SE4,20250211-0500,92.56
SE4,20250211-2100,76.93
SE4,20250211-0300,56.81
SE4,20250211-1000,76.93
SE4,20250211-1100,69.2
SE4,20250211-0900,80.9
SI,20250408-0900,9.5
SI,20250408-0400,103.73
SI,20250408-0800,9.5
SI,20250408-0100,50.99
SI,20250408-0200,73.49
SI,20250408-1400,82.66
SI,20250408-0300,89.68
SI,20250408-1600,103.73
SI,20250408-1800,103.73
SI,20250408-2100,86.84
SI,20250408-2300,103.73
SI,20250408-1000,9.5
SI,20250408-0500,109.88
SI,20250408-1300,58.91
SI,20250408-2200,103.73
SI,20250408-1200,10.71
SI,20250408-1100,10.54
SI,20250408-1700,103.73
SI,20250408-0700,12.5
SI,20250408-2000,103.73
SI,20250408-0600,50.99
SI,20250408-1900,103.73
SI,20250408-1500,93.97
SI,20250408-0000,30.0
ES,20250408-0900,5.0
ES,20250408-0400,86.44
